id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C200510240455A,2005-10-24T04:55:56,-68.89,-28.79,148.3,4.9,mw,58.0,57.0,-8.0,152.0,84.0,-147.0,18.0,280.0,56.0,162.0,28.0,20.0,170000000000000.0,-1.46e+16,1.45e+16,-1.07e+16,8100000000000002.0,9570000000000000.0,gcmt,,deep
C200605090902A,2006-05-09T09:02:26,-70.04,-32.85,126.1,5.1,mw,270.0,44.0,-29.0,22.0,70.0,-130.0,16.0,140.0,37.0,37.0,48.0,248.0,-2.25e+16,2.11e+16,1409999999999999.8,-5280000000000000.0,-2.51e+16,3.14e+16,gcmt,gmt:200605090902A,deep
C200608200251A,2006-08-20T02:51:20,-68.45,-29.29,130.3,5.0,mw,274.0,51.0,-140.0,156.0,60.0,-47.0,5.0,217.0,37.0,311.0,53.0,120.0,-2.82e+16,2.45e+16,3760000000000000.0,4950000000000000.0,1.85e+16,-3.08e+16,gcmt,,deep
C200609121330A,2006-09-12T13:30:59,-69.13,-29.19,113.7,6.0,mw,309.0,27.0,-115.0,156.0,66.0,-78.0,20.0,237.0,11.0,331.0,67.0,88.0,-6.01e+17,1.4299999999999998e+17,4.58e+17,-2.07e+17,5.4900000000000006e+17,-4.61e+17,gcmt,us:pde20060912133055660_114;neic:11121520,deep
C200701071055A,2007-01-07T10:55:33,-71.23,-35.52,121.4,5.0,mw,199.0,23.0,-83.0,12.0,68.0,-93.0,22.0,104.0,3.0,13.0,67.0,276.0,-2.52e+16,3850000000000000.0,2.13e+16,-4110000000000000.0,-2.37e+16,5460000000000000.0,gcmt,gmt:200701071055A,deep
C200702100603A,2007-02-10T06:03:02,-71.56,-42.98,157.3,5.5,mw,207.0,6.0,117.0,360.0,84.0,87.0,51.0,266.0,3.0,0.0,39.0,92.0,,,,,,,us,gmt:200702100603A,deep
C200705191626A,2007-05-19T16:26:09,-68.66,-28.77,124.3,4.9,mw,338.0,46.0,-59.0,117.0,52.0,-118.0,3.0,226.0,22.0,135.0,68.0,324.0,-3.55e+16,1.58e+16,1.98e+16,-1.14e+16,-4420000000000000.0,-2.97e+16,gcmt,,deep
C200707111512A,2007-07-11T15:12:24,-70.3,-32.67,115.7,5.0,mw,150.0,50.0,-177.0,58.0,88.0,-40.0,25.0,112.0,50.0,236.0,29.0,7.0,-1e+16,-2.45e+16,3.45e+16,-1.86e+16,-2.7e+16,2.34e+16,gcmt,gmt:200707111512A,deep
C200710270116A,2007-10-27T01:16:54,-69.03,-31.68,116.6,5.0,mw,299.0,51.0,-26.0,46.0,70.0,-138.0,12.0,168.0,44.0,66.0,43.0,270.0,,,,,,,us,gmt:200710270116A,deep
C200803100943A,2008-03-10T09:43:07,-69.74,-28.42,129.2,5.6,mw,3.0,33.0,-75.0,165.0,58.0,-100.0,13.0,262.0,8.0,170.0,75.0,48.0,-2.38e+17,-4300000000000000.0,2.43e+17,-5.32e+16,1.07e+17,-2.59e+16,gcmt,neic:13485624,deep
C200810011703A,2008-10-01T17:03:48,-71.04,-35.03,118.6,5.1,mw,288.0,4.0,-10.0,28.0,89.0,-94.0,44.0,122.0,4.0,28.0,46.0,294.0,1030000000000000.0,870000000000000.0,-1900000000000000.0,-3.48e+16,-6.46e+16,7550000000000000.0,gcmt,gmt:200810011703A,deep
C200901231256A,2009-01-23T12:56:08,-70.81,-36.39,126.6,5.2,mw,253.0,56.0,-16.0,352.0,77.0,-145.0,13.0,119.0,53.0,10.0,33.0,218.0,,,,,,,us,gmt:200901231256A,deep
C200902160222A,2009-02-16T02:22:55,-70.15,-29.2,117.4,5.6,mw,323.0,46.0,-32.0,77.0,67.0,-131.0,13.0,196.0,37.0,96.0,50.0,301.0,-7.62e+16,1.1100000000000002e+17,-3.49e+16,-6.46e+16,-4.88e+16,-6.18e+16,gcmt,,deep
