id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C072797A,1997-07-27T05:21:33,-72.41,-30.64,15.0,5.8,mw,354.0,19.0,86.0,178.0,71.0,91.0,64.0,90.0,1.0,358.0,26.0,267.0,1.917e+18,-1.14e+17,-1.803e+18,5.3e+16,-2.347e+18,1.27e+17,gcmt,neic:1038836;gmt:072797A,subduction_interface
B081897B,1997-08-18T12:24:30,-72.42,-30.08,15.0,5.0,mw,4.0,24.0,96.0,177.0,66.0,87.0,69.0,82.0,3.0,178.0,21.0,269.0,3.147e+17,-1.83e+16,-2.964e+17,2.38e+16,-2.769e+17,-3400000000000000.0,gcmt,gmt:081897B,subduction_interface
C110397G,1997-11-03T19:17:33,-71.22,-30.74,45.0,5.6,mw,352.0,31.0,88.0,175.0,59.0,91.0,76.0,89.0,1.0,354.0,14.0,264.0,1.804e+18,1.21e+17,-1.926e+18,7.099999999999999e+16,-1.011e+18,2.34e+17,gcmt,us:pde19971103191733810_45;neic:1050658;gmt:110397G,subduction_interface
B060698B,1998-06-06T12:16:18,-73.2,-36.56,23.5,5.2,mw,341.0,12.0,65.0,186.0,79.0,95.0,56.0,103.0,5.0,5.0,34.0,272.0,,,,,,,us,gmt:060698B,subduction_interface
B071898D,1998-07-18T09:57:13,-70.84,-28.31,46.9,5.4,mw,8.0,17.0,119.0,158.0,75.0,82.0,59.0,57.0,8.0,161.0,29.0,255.0,,,,,,,us,,subduction_interface
B101098A,1998-10-10T04:12:10,-72.48,-33.87,19.8,5.2,mw,352.0,26.0,87.0,175.0,64.0,91.0,71.0,88.0,1.0,355.0,19.0,264.0,2.654e+17,7099999999999999.0,-2.725e+17,1.48e+16,-2.172e+17,3.2e+16,gcmt,gmt:101098A,subduction_interface
B110699A,1999-11-06T00:57:09,-71.6,-29.63,32.9,4.9,mw,4.0,25.0,34.0,242.0,76.0,111.0,54.0,177.0,20.0,57.0,28.0,315.0,3.262e+16,-5400000000000000.0,-2.722e+16,-6.303e+16,-3.283e+16,-4.026e+16,gcmt,,subduction_interface
B010701C,2001-01-07T10:18:28,-72.33,-33.52,21.0,5.7,mw,353.0,23.0,85.0,178.0,67.0,92.0,68.0,92.0,2.0,358.0,22.0,267.0,6.175e+17,4.78e+16,-6.653e+17,8400000000000002.0,-6.367e+17,4.92e+16,gcmt,neic:1763321;gmt:010701C,subduction_interface
B072401E,2001-07-24T17:42:41,-71.58,-32.85,33.0,5.2,mw,334.0,40.0,87.0,158.0,50.0,93.0,84.0,88.0,2.0,336.0,5.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,us,neic:1954553;gmt:072401E,subduction_interface
B100602E,2002-10-06T11:21:38,-71.21,-28.71,27.2,5.3,mw,348.0,27.0,70.0,190.0,65.0,100.0,69.0,120.0,9.0,6.0,19.0,273.0,,,,,,,us,,subduction_interface
B072603I,2003-07-26T14:10:16,-70.94,-28.2,36.0,5.5,mw,26.0,26.0,110.0,184.0,66.0,81.0,68.0,77.0,8.0,188.0,20.0,281.0,,,,,,,us,,subduction_interface
C050304A,2004-05-03T04:36:54,-73.75,-37.95,24.0,6.5,mw,0.0,16.0,118.0,151.0,76.0,82.0,58.0,51.0,7.0,153.0,31.0,248.0,4.85e+18,4e+16,-4.89e+18,4.66e+18,-7.86e+18,1.34e+18,gcmt,us:pde20040503043650040_21;neic:7338397;gmt:050304A,subduction_interface
C090704F,2004-09-07T10:57:43,-72.49,-34.1,14.1,5.3,mw,10.0,16.0,105.0,174.0,74.0,86.0,61.0,77.0,4.0,175.0,29.0,267.0,4.33e+16,240000000000000.0,-4.36e+16,9260000000000000.0,-6.91e+16,-1409999999999999.8,gcmt,gmt:090704F,subduction_interface
