id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
C201708020715A,2017-08-02T07:15:16,-70.58,-33.17,95.8,5.4,Mw,202.0,32.0,-115.0,51.0,62.0,-75.0,15.0,130.0,13.0,224.0,70.0,352.0,-8.78e+16,2.22e+16,6.56e+16,-5.42e+16,-4.8e+16,1.06e+17,GCMT,USGS:2000a3js;NEIC:611834533,intra_arc_deep
610929942,2017-08-21T12:02:24,-70.3084,-33.1297,96.6,4.5,Mw,46.12,9.51,91.74,224.36,80.49,89.71,55.0,134.0,0.0,224.0,35.0,315.0,218400000.00000003,-109400000.0,-109000000.0,-493600000.0,-505200000.0,-159400000.0,NEIC,,intra_arc_deep
611533684,2017-11-26T22:15:13,-70.9926,-32.2349,71.8,4.8,Mw,71.48,81.56,-9.0,162.81,81.1,-171.46,0.0,117.0,78.0,209.0,12.0,27.0,-217000000.0,-1202000000.0,1419000000.0,-398000000.0,188000000.0,1824000000.0,NEIC,,intra_arc_deep
C201801281011A,2018-01-28T10:11:35,-69.19,-28.26,81.6,5.1,Mw,142.0,43.0,-91.0,324.0,47.0,-89.0,2.0,53.0,1.0,143.0,88.0,260.0,-5.03e+16,1.67e+16,3.36e+16,1560000000000000.0,-3340000000000000.0,-2.96e+16,GCMT,GFZ:611661679;USGS:2000cqm4,intra_arc_deep
615741230,2019-05-22T04:23:12,-72.9471,-40.4404,61.1,4.6,Mw,41.88,83.27,-104.18,287.01,15.67,-25.71,37.0,144.0,14.0,44.0,50.0,296.0,-137500000.0,216000000.00000003,-78500000.0,-396800000.0,-460100000.0,102800000.0,NEIC,,intra_arc_deep
616222724,2019-08-09T02:09:36,-70.9702,-32.1062,83.1,4.7,Mw,125.22,49.17,80.77,319.18,41.68,100.52,82.0,340.0,7.0,131.0,4.0,222.0,1171000000.0,-646000000.0,-524000000.0,212000000.0,1000000.0,618000000.0,NEIC,,intra_arc_deep
619558809,2020-11-25T10:58:24,-71.7229,-35.5767,77.5,4.5,Mw,177.5,85.1,156.17,269.66,66.26,5.35,20.0,131.0,66.0,347.0,13.0,226.0,53700000.00000001,-65100000.0,11400000.0,-53400000.0,-335600000.0,760100000.0,NEIC,,intra_arc_deep
619720965,2021-01-17T12:24:32,-71.069,-34.9539,94.2,4.7,Mw,35.41,83.97,-69.19,140.86,21.62,-163.45,36.0,107.0,21.0,213.0,47.0,327.0,-316000000.0,-351000000.0,667000000.0,-859000000.0,-1031000000.0,-93000000.0,NEIC,,intra_arc_deep
620509075,2021-06-08T07:42:24,-70.7669,-30.0795,80.7,4.8,Mw,181.77,45.15,-64.96,328.26,50.04,-113.04,3.0,74.0,17.0,344.0,72.0,172.0,-1476000000.0,-230000000.0,1706000000.0,410000000.0,-40000000.0,-569000000.0,NEIC,,intra_arc_deep
621239266,2021-10-26T03:35:42,-70.6858,-32.8075,90.6,4.6,Mw,153.53,32.09,173.87,248.73,86.75,58.06,40.0,130.0,32.0,251.0,34.0,6.0,70600000.0,-412800000.0,342200000.0,-672900000.0,-203900000.00000003,258100000.0,NEIC,,intra_arc_deep
C202204241445A,2022-04-24T14:45:09,-71.16,-35.24,99.5,5.0,Mw,102.0,47.0,-140.0,342.0,62.0,-51.0,9.0,45.0,34.0,141.0,55.0,303.0,-2.04e+16,1.29e+16,7540000000000000.0,-7760000000000000.0,-1.82e+16,-1.69e+16,GCMT,GFZ:622422332,intra_arc_deep
625233283,2022-11-19T05:13:33,-71.0635,-33.2575,72.0,4.6,Mw,156.39,82.28,-68.53,265.26,22.75,-159.67,34.0,228.0,21.0,333.0,48.0,89.0,-199200000.0,229200000.0,-30000000.0,-335700000.0,756100000.0,-364000000.0,NEIC,,intra_arc_deep
C202211230853A,2022-11-23T08:53:17,-71.14,-35.5,85.1,4.9,Mw,259.0,50.0,0.0,169.0,90.0,140.0,27.0,116.0,50.0,349.0,27.0,222.0,-900000000000000.0,-1.1299999999999998e+16,1.22e+16,2650000000000000.0,-2.5e+16,2.69e+16,GCMT,USGS:7000irs5;NEIC:625294371,intra_arc_deep
625612558,2023-02-04T02:00:03,-69.1428,-32.7253,49.0,4.5,Mw,19.29,52.98,139.6,136.42,58.83,44.72,52.0,351.0,37.0,164.0,3.0,257.0,413100000.0,237000000.0,-650100000.0,260400000.0,-6700000.000000001,206300000.00000003,NEIC,,intra_arc_deep
C202304270607A,2023-04-27T06:07:17,-71.32,-35.66,98.9,5.0,Mw,174.0,20.0,-116.0,21.0,72.0,-81.0,27.0,104.0,8.0,198.0,62.0,304.0,-1.85e+16,-5930000000000000.0,2.45e+16,-1.1200000000000002e+16,-2.82e+16,5639999999999999.0,GCMT,GFZ:642817967;USGS:7000jw73,intra_arc_deep
641534624,2023-06-17T22:31:37,-70.757,-34.851,98.0,4.8,Mw,30.94,68.76,-77.3,179.04,24.59,-119.51,22.76,111.23,11.83,206.27,64.04,321.74,-1454000000.0,-72000000.0,1525000000.0,-969000000.0,-1316000000.0,488000000.0,GFZ,,intra_arc_deep
626349686,2023-07-06T02:06:40,-68.7051,-32.67,48.0,4.6,Mw,103.8,68.25,38.82,357.2,54.39,152.89,42.0,326.0,46.0,129.0,9.0,228.0,400000000.0,-40000000.0,-360000000.0,594000000.0,265000000.0,708000000.0,NEIC,,intra_arc_deep
7000krpr,2023-08-28T23:25:01,-73.2338,-43.8129,87.0,5.0,Mw,5.09,81.72,-99.55,234.55,12.62,-41.23,36.0,103.0,9.0,6.0,52.0,264.0,-1.2683e+16,2016000000000000.0,1.0667e+16,-2483000000000000.0,-4.1565e+16,8101000000000000.0,USGS,NEIC:635869461,intra_arc_deep
C202408261621A,2024-08-26T16:21:51,-73.85,-44.93,72.0,5.0,Mw,235.0,46.0,10.0,138.0,83.0,135.0,35.0,86.0,45.0,311.0,24.0,195.0,8650000000000000.0,-4.15e+16,3.29e+16,2.06e+16,-3.13e+16,8010000000000000.0,GCMT,USGS:6000nmw5,intra_arc_deep
