id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
B083079A,1979-08-30T18:59:53,-67.06,-31.4,27.0,5.1,Mw,354.0,31.0,35.0,233.0,73.0,116.0,55.0,176.0,25.0,45.0,23.0,303.0,1.052e+17,1.62e+16,-1.214e+17,-1.4039999999999998e+17,-6.47e+16,-6.52e+16,GCMT,,forearc
B040980B,1980-04-09T08:17:55,-67.48,-31.65,10.0,5.3,Mw,340.0,37.0,136.0,108.0,65.0,61.0,59.0,336.0,26.0,121.0,15.0,218.0,,,,,,,USGS,,forearc
B082980A,1980-08-29T10:38:13,-73.1,-39.66,34.0,5.4,Mw,171.0,29.0,140.0,298.0,72.0,67.0,57.0,177.0,22.0,305.0,23.0,45.0,,,,,,,USGS,OTHER:082980A,forearc
B111080A,1980-11-10T16:24:43,-67.55,-31.52,15.0,5.4,Mw,133.0,31.0,49.0,358.0,67.0,111.0,62.0,301.0,20.0,170.0,20.0,73.0,2.53e+17,-4.24e+16,-2.106e+17,6.35e+16,2.415e+17,1.167e+17,GCMT,,forearc
B032381A,1981-03-23T19:28:15,-71.81,-33.96,16.6,6.2,Mw,335.0,5.0,73.0,173.0,85.0,91.0,50.0,84.0,1.0,352.0,40.0,261.0,1.027e+18,-5.4000000000000006e+17,-4.87e+17,5.85e+17,-4.676e+18,1.14e+17,GCMT,,forearc
B040283A,1983-04-02T05:58:40,-66.13,-29.02,40.1,4.9,Mw,247.0,25.0,137.0,17.0,73.0,71.0,58.0,262.0,18.0,23.0,26.0,122.0,5.178e+16,-1.879e+16,-3.299e+16,1.658e+16,7.784e+16,-4.41e+16,GCMT,,forearc
B091483A,1983-09-14T00:47:01,-73.65,-36.4,10.1,5.0,Mw,23.0,16.0,131.0,161.0,78.0,79.0,56.0,57.0,11.0,163.0,32.0,260.0,6.26e+16,1.04e+16,-7.3e+16,5.07e+16,-1.2809999999999998e+17,-3400000000000000.0,GCMT,,forearc
B030485B,1985-03-04T06:07:12,-72.08,-33.43,10.0,6.0,Mw,215.0,24.0,143.0,340.0,76.0,70.0,55.0,225.0,19.0,345.0,28.0,86.0,1.579e+18,7.2e+17,-2.299e+18,-1.231e+18,2.721e+18,-3.16e+17,GCMT,,forearc
B030585A,1985-03-05T09:09:01,-71.42,-34.18,33.0,5.4,Mw,36.0,14.0,126.0,180.0,79.0,82.0,55.0,80.0,8.0,181.0,33.0,277.0,6.16e+16,-2700000000000000.0,-5.89e+16,5400000000000000.0,-1.46e+17,-2.2e+16,GCMT,,forearc
B041585A,1985-04-15T04:41:53,-72.11,-33.64,14.2,5.4,Mw,28.0,21.0,127.0,169.0,74.0,77.0,59.0,61.0,12.0,173.0,28.0,270.0,1.218e+17,2.55e+16,-1.473e+17,4.77e+16,-1.908e+17,-2.25e+16,GCMT,,forearc
