id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class,sub_depth
pde20110806132234000_31,2011-08-06T13:22:39,-73.46,-36.06,15.0,5.5,mwc,,,,,49.0,9.0,131.0,188.0,83.0,84.0,4.8e+16,-8000000000000000.0,-4.1e+16,-2.4e+16,-1.96e+17,-2.6e+16,anss,gcmt:C201108061322A,forearc,19.6029338837
pde20110910031705000_23,2011-09-10T03:17:10,-72.342444,-34.22164,8.9005,5.0,mwc,relocated,relocated,relocated,,27.0,25.0,112.0,184.0,67.0,80.0,2.75e+16,-600000000000000.0,-2.69e+16,800000000000000.0,-2.72e+16,-7800000000000000.0,anss,gcmt:C201109100317A,forearc,20.400384903
C201201092130A,2012-01-09T21:30:54,-71.639902,-32.580313,11.0935,5.2,mw,relocated,relocated,relocated,,11.0,23.0,100.0,180.0,68.0,86.0,5.779999999999999e+16,5900000000000000.0,-6.37e+16,1300000000000000.0,-6.14e+16,-6400000000000000.0,gcmt,,forearc,32.3235321045
pde20120417035015610_29,2012-04-17T03:50:15,-71.798496,-32.733276,18.9315,6.7,mww,relocated,relocated,relocated,,175.0,65.0,90.0,355.0,25.0,90.0,9.7e+18,2.2e+17,-9.93e+18,9.1e+17,-9.08e+18,2.7e+17,anss,gcmt:C201204170350A,forearc,27.2667598724
pde20120607040504520_8,2012-06-07T04:05:04,-70.94381,-36.09868,6.9252,6.0,mww,relocated,relocated,relocated,,270.0,70.0,-25.0,9.0,67.0,-158.0,-2.67e+17,1.78e+17,8.9e+16,3.92e+17,-1.6e+16,1.15e+18,anss,gcmt:C201206070405A,intraarc_shallow,
C201206180829A,2012-06-18T08:29:06,-68.790533,-33.013457,8.4272,5.0,mw,relocated,relocated,relocated,,166.0,25.0,82.0,355.0,65.0,94.0,3.05e+16,-1310000000000000.0,-2.92e+16,-1290000000000000.0,2.56e+16,5090000000000000.0,gcmt,,backarc,
C201211201623A,2012-11-20T16:23:29,-72.2885,-33.983897,1.636,5.4,mw,relocated,relocated,relocated,,16.0,20.0,100.0,185.0,71.0,87.0,1e+17,7099999999999999.0,-1.07e+17,-1.01e+16,-1.32e+17,-2.12e+16,gcmt,,forearc,19.6523571014
pde20121121213622740_18,2012-11-21T21:36:22,-72.256911,-33.982351,7.2292,5.9,mww,relocated,relocated,relocated,,170.0,55.0,90.0,350.0,35.0,90.0,5.08e+17,3.48e+16,-5.43e+17,1.3999999999999998e+17,-6.23e+17,2.63e+16,anss,gcmt:C201211212136A,forearc,20.8200473785
b000kyrl,2013-11-15T06:19:18,-67.58,-32.8,32.8,5.1,mwc,,,3.2,0.068,212.0,46.0,99.0,20.0,44.0,81.0,3.94e+16,-3100000000000000.0,-3.63e+16,-3890000000000000.0,30000000000000.0,-2.14e+16,anss,gcmt:C201311150619A,backarc,
b000sguw,2014-09-28T08:46:35,-73.179666,-35.654323,8.5091,5.2,mww,relocated,relocated,relocated,,190.0,60.0,96.0,358.0,30.0,80.0,7.684e+16,-1450000000000000.0,-7.539e+16,-1.244e+16,-4.337e+16,-5030000000000000.0,anss,gcmt:C201409280846A,forearc,20.2349033356
C201502021049A,2015-02-02T10:49:52,-67.449789,-32.145041,65.0985,6.3,mw,relocated,relocated,relocated,,304.0,4.0,-13.0,47.0,89.0,-94.0,5.88e+17,-1.6e+16,-5.72e+17,-2.4e+18,-2.07e+18,1.07e+18,gcmt,,backarc,
C201503131916A,2015-03-13T19:16:08,-73.203424,-44.660838,1.7466,5.0,mw,relocated,relocated,relocated,,99.0,61.0,4.0,7.0,86.0,151.0,-2270000000000000.0,8810000000000000.0,-6540000000000000.0,8580000000000000.0,1.6200000000000002e+16,2.93e+16,gcmt,,intraarc_shallow,
10001nj1,2015-03-18T18:27:38,-73.840719,-36.098188,2.4508,6.2,mww,relocated,relocated,relocated,,189.0,76.0,87.0,19.0,14.0,100.0,1.265e+18,8.8e+16,-1.352e+18,-3.9e+17,-2.475e+18,-3.75e+17,anss,gcmt:C201503181827A,forearc,13.1334247589
10001np8,2015-03-19T01:33:19,-73.397674,-36.058912,11.0772,5.0,mww,relocated,relocated,relocated,,194.0,82.0,91.0,5.0,8.0,81.0,9170000000000000.0,2820000000000000.0,-1.199e+16,-9680000000000000.0,-3.878e+16,-2950000000000000.0,anss,,forearc,20.6132164001
20003k7w,2015-09-16T23:18:57,-71.700903,-31.603661,5.1687,7.0,mww,relocated,relocated,relocated,,180.0,54.0,93.0,355.0,36.0,86.0,3.363e+19,-1.43e+18,-3.22e+19,-1.13e+18,-1.045e+19,1.17e+18,anss,gcmt:S201509162318A,forearc,29.4591903687
20003kc5,2015-09-17T01:33:03,-72.134511,-31.619138,13.3676,5.8,mwr,relocated,relocated,relocated,0.049,183.43,85.34,97.36,305.6,8.71,32.47,5.703e+16,7.115e+16,-1.2817e+17,-2.543e+16,-5.3474e+17,5.939e+16,anss,,forearc,16.1805305481
20003kcn,2015-09-17T01:41:15,-71.69257,-31.172058,12.8589,6.4,mww,relocated,relocated,relocated,,172.0,55.0,92.0,348.0,35.0,86.0,5.179e+18,8000000000000000.0,-5.186e+18,1.45e+17,-1.957e+18,9.59e+17,anss,,forearc,28.5390815735
20003kfv,2015-09-17T04:10:35,-71.731773,-31.549128,1.8144,6.7,mww,relocated,relocated,relocated,,172.0,62.0,89.0,353.0,28.0,91.0,1.023e+19,-6.4e+17,-9.59e+18,9.9e+17,-6.69e+18,1.13e+18,anss,gcmt:C201509170410A,forearc,27.5229377747
20003kgi,2015-09-17T04:26:39,-72.01696,-31.382065,6.5809,5.5,mwr,relocated,relocated,relocated,0.048,0.85,29.46,68.89,204.76,62.69,101.5,1.7711e+17,-1360000000000000.0,-1.7574e+17,-7.109e+16,-1.0561e+17,-4.174e+16,anss,,forearc,19.420917511
20003kkw,2015-09-17T12:14:44,-72.140339,-32.144009,3.4881,5.9,mww,relocated,relocated,relocated,,166.0,78.0,91.0,341.0,12.0,85.0,4.131e+17,-4.16e+16,-3.714e+17,2.139e+17,-8.593e+17,1.093e+17,anss,gcmt:C201509171214A,forearc,16.9933204651
20150917223920,2015-09-17T22:39:22,-71.76595,-31.012139,15.3299,5.1,mwc,relocated,relocated,relocated,,237.0,23.0,-52.0,17.0,72.0,-105.0,-3.5e+16,1.81e+16,1.68e+16,-4060000000000000.0,-4.12e+16,1.32e+16,anss,gcmt:C201509172239A,forearc,26.3488082886
20003l3e,2015-09-18T04:24:05,-72.077216,-31.335832,3.4868,5.0,mww,relocated,relocated,relocated,,343.0,88.0,-110.0,249.0,20.0,-4.0,-4590000000000000.0,-1050000000000000.0,5650000000000000.0,1.413e+16,-3.226e+16,1.32e+16,anss,,forearc,16.8549365997
C201509180429A,2015-09-18T04:29:08,-71.740509,-31.664234,14.4976,5.1,mw,relocated,relocated,relocated,,5.0,41.0,90.0,185.0,49.0,90.0,5.24e+16,-9200000000000000.0,-4.32e+16,-450000000000000.0,-6370000000000000.0,-3060000000000000.0,gcmt,,forearc,27.7088794708
20003l5d,2015-09-18T09:10:52,-72.263374,-32.195695,5.0831,6.2,mww,relocated,relocated,relocated,,170.0,74.0,92.0,345.0,16.0,85.0,1.477e+18,-3.2e+16,-1.445e+18,3.8e+17,-2.355e+18,3.26e+17,anss,gcmt:C201509180910A,forearc,14.9184494019
20003lsq,2015-09-19T09:07:11,-71.595185,-31.1557,7.4323,5.7,mww,relocated,relocated,relocated,,173.0,59.0,81.0,9.0,32.0,104.0,4.58e+17,5400000000000000.0,-4.633e+17,6.92e+16,-2.3e+17,-1.02e+16,anss,gcmt:C201509190907A,forearc,32.5318641663
20003luw,2015-09-19T12:52:26,-71.958411,-32.325234,1.8555,6.2,mww,relocated,relocated,relocated,,178.0,68.0,88.0,4.0,22.0,96.0,1.835e+18,-8.2e+16,-1.753e+18,1.02e+17,-1.918e+18,-4.3e+16,anss,gcmt:C201509191252A,forearc,22.3111934662
20150919181314,2015-09-19T18:13:19,-71.748083,-31.345071,7.869,5.0,mwc,relocated,relocated,relocated,,6.0,31.0,97.0,179.0,59.0,86.0,3.22e+16,-940000000000000.0,-3.12e+16,1800000000000000.0,-1.74e+16,-1350000000000000.0,anss,gcmt:C201509191813A,forearc,27.1202087402
20003mi0,2015-09-21T17:40:08,-71.541696,-31.754377,0.0027,6.6,mww,relocated,relocated,relocated,,171.0,62.0,82.0,9.0,29.0,105.0,7.063e+18,6.47e+17,-7.71e+18,1.246e+18,-4.836e+18,3.8e+16,anss,gcmt:C201509211739A,forearc,35.703502655
20004g1p,2015-12-10T00:09:38,-73.352751,-36.01176,10.5483,5.5,mww,relocated,relocated,relocated,,198.0,73.0,87.0,27.0,17.0,98.0,1.337e+17,-1.91e+16,-1.146e+17,-6e+16,-1.913e+17,-4.85e+16,anss,gcmt:C201512100009A,forearc,21.1578216553
C201602260852A,2016-02-26T08:52:53,-67.54,-31.75,35.0,5.0,mw,0.02,0.01,1.7,,231.0,44.0,151.0,343.0,70.0,50.0,2.14e+16,1.33e+16,-3.47e+16,-1.72e+16,2.17e+16,-1.59e+16,gcmt,,backarc,
20006v8s,2016-08-30T08:09:13,-72.550235,-34.876418,6.7337,5.4,mww,relocated,relocated,relocated,,198.0,71.0,90.0,19.0,19.0,91.0,1.066e+17,-8100000000000000.0,-9.85e+16,-4.35e+16,-1.353e+17,-3.41e+16,anss,gcmt:C201608300809A,forearc,23.9811687469
C201612120256A,2016-12-12T02:57:01,-68.11,-31.31,21.7,5.0,mw,0.02,0.02,1.0,,8.0,51.0,132.0,134.0,55.0,51.0,2.98e+16,5490000000000000.0,-3.53e+16,1.77e+16,3640000000000000.0,1.59e+16,gcmt,,backarc,
20008h9r,2017-02-03T00:52:31,-69.708656,-33.154867,10.4011,5.4,mww,relocated,relocated,relocated,0.052,130.62,55.21,-22.41,233.86,71.75,-143.07,-6.798e+16,1.7209e+17,-1.0411e+17,4.469e+16,6.922e+16,-7630000000000000.0,anss,gcmt:C201702030052A,intraarc_shallow,
C201706252208A,2017-06-25T22:08:43,-72.148148,-42.300504,4.5658,5.2,mw,relocated,relocated,relocated,,172.0,17.0,118.0,322.0,75.0,82.0,3.63e+16,-5470000000000000.0,-3.08e+16,-4.04e+16,4.65e+16,1.14e+16,gcmt,,intraarc_shallow,
1000jbq5,2019-03-07T05:10:37,-68.910233,-38.559158,-0.414,5.0,mww,relocated,relocated,relocated,0.093,219.37,9.49,114.34,14.72,81.36,86.06,4743000000000000.0,9306000000000000.0,-1.4049e+16,9850000000000000.0,3.3926e+16,-9711000000000000.0,anss,,backarc,
70005nkr,2019-09-29T20:11:58,-72.893813,-35.541948,23.9302,5.0,mww,relocated,relocated,relocated,0.127,3.74,31.22,-127.54,225.68,65.73,-69.73,-2.5149e+16,923000000000000.0,2.4227e+16,1.9287e+16,1.2727e+16,1.4451e+16,anss,,forearc,25.3206348419
C201911192310A,2019-11-19T23:10:45,-68.173197,-33.618255,60.0615,5.7,mw,relocated,relocated,relocated,,213.0,47.0,61.0,73.0,50.0,118.0,3.2e+17,-2.43e+17,-7.64e+16,6.61e+16,-5.14e+16,-2.91e+17,gcmt,,backarc,
7000d18q,2021-01-19T02:46:31,-68.8703,-31.8174,23.5,6.4,mww,2.9,2.9,3.6,0.055,226.96,57.09,174.66,319.87,85.52,33.02,5.964e+17,4.5685e+18,-5.1649e+18,-2.2109e+18,2.2255e+18,-5.427e+17,anss,gcmt:C202101190246A,backarc,
C202102111401A,2021-02-11T14:01:32,-71.96,-39.87,21.2,5.0,mw,0.02,0.01,1.4,,78.0,82.0,-7.0,169.0,83.0,-172.0,-3560000000000000.0,-1.39e+16,1.74e+16,-5370000000000000.0,4030000000000000.0,3.64e+16,gcmt,,intraarc_shallow,
C202109290753A,2021-09-29T07:54:00,-68.15,-33.33,27.9,5.0,mw,0.04,0.03,1.5,,200.0,27.0,106.0,2.0,64.0,82.0,3.06e+16,-1450000000000000.0,-2.91e+16,-1840000000000000.0,2.36e+16,-5560000000000000.0,gcmt,,backarc,
C202110130755A,2021-10-13T07:55:33,-72.33,-50.4,12.0,5.5,mw,0.01,0.01,0.0,,48.0,53.0,140.0,165.0,59.0,44.0,1.2e+17,6.35e+16,-1.83e+17,6.31e+16,-3.59e+16,-7.68e+16,gcmt,,backarc,
6000g836,2021-12-01T04:39:29,-73.6298,-37.8959,13.5,5.1,mww,4.1,4.1,2.6,0.047,153.24,29.94,-116.39,3.04,63.44,-75.64,-5.0784e+16,9291000000000000.0,4.1493e+16,-1.2098e+16,-3.4276e+16,-9646000000000000.0,anss,gcmt:C202112010439A,forearc,24.6574058533
7000h2q1,2022-04-16T17:10:35,-72.3683,-34.3918,11.5,5.0,mww,3.2,3.2,2.9,0.078,34.61,28.87,130.72,170.1,68.53,70.22,2.3903e+16,3609000000000000.0,-2.7512e+16,8847000000000000.0,-2.4661e+16,-7024000000000000.0,anss,gcmt:C202204161710A,forearc,22.5533618927
7000impk,2022-11-05T12:12:47,-68.8366,-33.5217,40.5,5.1,mww,6.67,6.67,2.768,0.056,344.7,48.01,61.23,204.08,49.34,118.13,4.9459e+16,1.0244e+16,-5.9704e+16,-1.7476e+16,46000000000000.0,-5445000000000000.0,anss,gcmt:C202211051212A,backarc,
6000ntqb,2024-09-22T18:46:40,-71.5737,-32.0514,35.5,5.1,mww,3.22,3.22,5.219,0.093,132.58,3.89,39.48,3.17,87.53,93.0,3403000000000000.0,2884000000000000.0,-6287000000000000.0,2920000000000000.0,5.4257e+16,2374000000000000.0,anss,gcmt:C202409221846A,forearc,35.9235649109
7000nwtv,2024-12-07T06:26:35,-73.1903,-38.9157,25.5,5.3,mww,7.94,7.94,5.895,0.052,108.97,41.29,53.8,333.23,57.83,117.42,1.0061e+17,-6.015e+16,-4.046e+16,9050000000000000.0,5.881e+16,6.254e+16,anss,gcmt:C202412070626A,forearc,43.8211669922
ST_B032381A,1981-03-23T19:28:10,-71.89,-33.66,46.0,6.4,mwc,,,2.6,,335.0,5.0,73.0,173.0,85.0,91.0,1.027e+18,-5.4000000000000006e+17,-4.87e+17,5.85e+17,-4.676e+18,1.14e+17,anss,,slab_interface,27.3459835052
ST_choy19850303224726,1985-03-03T22:47:26,-71.62,-33.12,40.0,8.0,mw,,,,,360.0,35.0,105.0,360.0,35.0,105.0,7.48e+20,4.89e+19,-7.969e+20,1.912e+20,-6.55e+20,2.9e+18,anss,gcmt:M030385A,slab_interface,34.8395805359
ST_C031785A,1985-03-17T10:41:37,-71.73,-33.22,43.5,6.5,mwc,0.02,0.01,0.8,,356.0,26.0,91.0,175.0,64.0,90.0,6.243e+18,-1.93e+17,-6.05e+18,4.93e+17,-4.835e+18,5.09e+17,anss,,slab_interface,29.7695789337
ST_C031985A,1985-03-19T04:01:06,-71.94,-33.63,35.6,6.6,mwc,0.01,0.01,0.8,,355.0,24.0,90.0,175.0,66.0,90.0,8.667e+18,-2.99e+17,-8.368e+18,7.19e+17,-7.813e+18,7.49e+17,anss,,slab_interface,25.8404064178
ST_C032585A,1985-03-25T05:14:33,-72.52,-34.6,23.9,6.3,mwc,0.02,0.02,1.0,,10.0,20.0,98.0,181.0,70.0,87.0,2.595e+18,-7.9e+16,-2.516e+18,8999999999999998.0,-3.096e+18,-2.45e+17,anss,,slab_interface,21.3393611908
ST_B081285A,1985-08-12T00:04:50,-73.94,-38.45,17.2,6.2,mwc,0.03,0.02,1.3,,16.0,15.0,111.0,174.0,76.0,84.0,1.11e+18,-5.4e+16,-1.056e+18,2.7800000000000003e+17,-1.977e+18,-1.05e+17,anss,,slab_interface,20.7155399323
ST_official20100227063411530_30,2010-02-27T06:34:11,-72.898,-36.122,30.0,8.8,mww,,,,,178.0,77.0,86.0,17.0,14.0,108.0,1.04e+22,-3.9e+20,-1e+22,3.04e+21,-1.52e+22,-1.19e+21,anss,gcmt:C201002270634A,slab_interface,33.1989784241
ST_choy20110211200530,2011-02-11T20:05:30,-73.662876,-36.741835,22.9166,6.9,mww,,,,,180.0,77.0,86.0,17.0,14.0,107.0,9.99e+18,-3.3e+17,-9.66e+18,2.5e+17,-2.09e+19,-1.32e+18,anss,gcmt:C201102112005A,slab_interface,20.3735370636
ST_choy20110214034009,2011-02-14T03:40:09,-73.673771,-35.515663,4.1811,6.7,mww,,,,,189.0,73.0,85.0,26.0,18.0,106.0,5.600000000000001e+18,-2.3e+17,-5.37e+18,-1.27e+18,-9.05e+18,-1.7299999999999995e+18,anss,gcmt:C201102140340A,slab_interface,11.5729513168
ST_b000s5rc,2014-08-23T22:32:32,-71.531694,-32.730821,36.3984,6.4,mww,,,,,183.0,69.0,92.0,359.0,21.0,86.0,3.729e+18,5.8e+16,-3.787e+18,-3.07e+17,-4.096e+18,-9.5e+16,anss,gcmt:C201408232232A,slab_interface,36.2186012268
ST_10007mn3,2016-12-25T14:22:42,-74.229771,-43.534537,35.3278,7.6,mww,,,,,183.0,74.0,92.0,356.0,16.0,83.0,1.803e+20,-8.9e+18,-1.713e+20,-2.13e+19,-2.881e+20,1.8e+18,anss,gcmt:C201612251422A,slab_interface,28.1089038849
