id,time_iso,longitude,latitude,depth,mag,mag_type,lon_error,lat_error,depth_error,mag_error,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
B030485C,1985-03-04T13:49:29,-71.96,-33.95,33.0,5.7,mwc,,,,,26.0,24.0,128.0,165.0,71.0,74.0,,,,,,,anss,68_anss
B030485C,1985-03-04T13:49:34,-72.75,-34.05,13.5,5.7,mw,0.09,0.1,4.8,,26.0,24.0,128.0,165.0,71.0,74.0,2.775e+17,2.64e+16,-3.04e+17,1.3560000000000002e+17,-3.308e+17,-3.95e+16,gcmt,68_gcmt
B030485D,1985-03-04T15:01:06,-71.32,-33.84,33.0,6.3,mwc,,,,,21.0,28.0,109.0,179.0,63.0,80.0,,,,,,,anss,69_anss
B030485D,1985-03-04T15:01:14,-71.81,-33.87,53.1,6.3,mw,0.03,0.02,1.4,,21.0,28.0,109.0,179.0,63.0,80.0,2.537e+18,4.36e+17,-2.973e+18,1.97e+17,-2.02e+18,-5.4700000000000006e+17,gcmt,69_gcmt
B030485E,1985-03-04T19:03:07,-71.6,-32.75,33.0,6.1,mwc,,,,,16.0,29.0,111.0,172.0,63.0,79.0,,,,,,,anss,70_anss
B030485E,1985-03-04T19:03:15,-72.06,-32.98,36.0,6.1,mw,0.03,0.03,1.8,,16.0,29.0,111.0,172.0,63.0,79.0,1.354e+18,3.95e+17,-1.749e+18,2.38e+17,-1.082e+18,-8.6e+16,gcmt,70_gcmt
B030585A,1985-03-05T09:08:54,-71.72,-34.24,33.0,5.4,mwc,,,,,36.0,14.0,126.0,180.0,79.0,82.0,,,,,,,anss,71_anss
B030585A,1985-03-05T09:09:01,-71.42,-34.18,33.0,5.4,mw,0.16,0.09,0.0,,36.0,14.0,126.0,180.0,79.0,82.0,6.16e+16,-2700000000000000.0,-5.89e+16,5400000000000000.0,-1.46e+17,-2.2e+16,gcmt,71_gcmt
B030785A,1985-03-07T00:54:56,-72.14,-33.01,33.0,5.4,mwc,,,10.1,,7.0,30.0,107.0,168.0,62.0,81.0,,,,,,,anss,72_anss
B030785A,1985-03-07T00:55:00,-72.31,-33.34,18.2,5.4,mw,0.07,0.06,3.0,,7.0,30.0,107.0,168.0,62.0,81.0,1.529e+17,600000000000000.0,-1.535e+17,3.57e+16,-9.51e+16,6800000000000000.0,gcmt,72_gcmt
B031285A,1985-03-12T08:23:15,-72.16,-33.1,33.0,5.8,mwc,,,10.1,,35.0,17.0,123.0,180.0,76.0,81.0,,,,,,,anss,73_anss
B031285A,1985-03-12T08:23:19,-72.59,-33.23,10.0,5.8,mw,0.06,0.04,0.0,,35.0,17.0,123.0,180.0,76.0,81.0,2.572e+17,3.71e+16,-2.943e+17,9600000000000000.0,-5.297e+17,-9.99e+16,gcmt,73_gcmt
C031785A,1985-03-17T10:41:37,-71.56,-32.66,33.0,6.5,mwc,,,,,356.0,26.0,91.0,175.0,64.0,90.0,,,,,,,anss,74_anss
C031785A,1985-03-17T10:41:45,-71.73,-33.22,43.5,6.5,mw,0.02,0.01,0.8,,356.0,26.0,91.0,175.0,64.0,90.0,6.243e+18,-1.93e+17,-6.05e+18,4.93e+17,-4.835e+18,5.09e+17,gcmt,74_gcmt
C031985A,1985-03-19T04:01:06,-71.76,-33.28,33.0,6.6,mwc,,,3.6,,355.0,24.0,90.0,175.0,66.0,90.0,,,,,,,anss,75_anss
C031985A,1985-03-19T04:01:13,-71.94,-33.63,35.6,6.6,mw,0.01,0.01,0.8,,355.0,24.0,90.0,175.0,66.0,90.0,8.667e+18,-2.99e+17,-8.368e+18,7.19e+17,-7.813e+18,7.49e+17,gcmt,75_gcmt
B032385A,1985-03-23T13:45:19,-72.11,-34.28,33.0,5.7,mwc,,,9.2,,26.0,21.0,106.0,189.0,70.0,84.0,,,,,,,anss,76_anss
B032385A,1985-03-23T13:45:25,-72.82,-34.49,17.7,5.7,mw,0.06,0.07,2.4,,26.0,21.0,106.0,189.0,70.0,84.0,2.339e+17,1.17e+16,-2.456e+17,-3.66e+16,-2.87e+17,-8.4e+16,gcmt,76_gcmt
B032385B,1985-03-23T14:36:57,-72.22,-33.3,33.0,5.5,mwc,,,8.6,,16.0,46.0,118.0,159.0,51.0,65.0,,,,,,,anss,77_anss
B032385B,1985-03-23T14:36:59,-72.54,-33.44,10.0,5.5,mw,0.07,0.07,0.0,,16.0,46.0,118.0,159.0,51.0,65.0,2.2480000000000003e+17,3.62e+16,-2.61e+17,7.67e+16,-1.97e+16,1.32e+16,gcmt,77_gcmt
B032485A,1985-03-24T16:16:33,-72.13,-34.35,33.0,5.7,mwc,,,,,20.0,19.0,114.0,175.0,73.0,82.0,,,,,,,anss,78_anss
B032485A,1985-03-24T16:16:37,-72.53,-34.44,25.4,5.7,mw,0.04,0.04,2.3,,20.0,19.0,114.0,175.0,73.0,82.0,2.235e+17,4.23e+16,-2.658e+17,4.16e+16,-3.454e+17,-3.13e+16,gcmt,78_gcmt
C032585A,1985-03-25T05:14:33,-72.28,-34.34,33.0,6.3,mwc,,,3.4,,10.0,20.0,98.0,181.0,70.0,87.0,,,,,,,anss,79_anss
C032585A,1985-03-25T05:14:39,-72.52,-34.6,23.9,6.3,mw,0.02,0.02,1.0,,10.0,20.0,98.0,181.0,70.0,87.0,2.595e+18,-7.9e+16,-2.516e+18,8999999999999998.0,-3.096e+18,-2.45e+17,gcmt,79_gcmt
B033085A,1985-03-30T13:47:28,-76.4,-45.46,33.0,5.4,mwc,,,,,325.0,26.0,-81.0,135.0,64.0,-94.0,,,,,,,anss,80_anss
B033085A,1985-03-30T13:47:29,-76.85,-45.34,10.0,5.4,mw,0.11,0.09,0.0,,325.0,26.0,-81.0,135.0,64.0,-94.0,-9.68e+16,3.4200000000000004e+16,6.26e+16,-7.15e+16,7.3e+16,-1.1060000000000002e+17,gcmt,80_gcmt
B040385B,1985-04-03T13:06:19,-71.61,-32.62,33.0,6.1,mwc,,,,,18.0,21.0,87.0,201.0,69.0,91.0,,,,,,,anss,81_anss
B040385B,1985-04-03T13:06:26,-71.5,-32.62,35.5,6.1,mw,0.03,0.02,1.4,,18.0,21.0,87.0,201.0,69.0,91.0,1.098e+18,-4e+16,-1.057e+18,-4.66e+17,-1.211e+18,-4.11e+17,gcmt,81_gcmt
C040985A,1985-04-09T01:56:58,-71.54,-34.17,33.0,7.1,mwc,,,,,0.0,21.0,99.0,170.0,69.0,86.0,,,,,,,anss,82_anss
C040985A,1985-04-09T01:57:07,-71.86,-34.26,46.6,7.1,mw,0.02,0.01,0.8,,0.0,21.0,99.0,170.0,69.0,86.0,3.318e+19,-1e+16,-3.316e+19,7.62e+18,-3.604e+19,3.12e+18,gcmt,82_gcmt
B041585A,1985-04-15T04:41:50,-72.02,-33.53,33.0,5.5,mwc,,,,,28.0,21.0,127.0,169.0,74.0,77.0,,,,,,,anss,83_anss
B041585A,1985-04-15T04:41:53,-72.11,-33.64,14.2,5.5,mw,0.16,0.08,4.1,,28.0,21.0,127.0,169.0,74.0,77.0,1.218e+17,2.55e+16,-1.473e+17,4.77e+16,-1.908e+17,-2.25e+16,gcmt,83_gcmt
B042885A,1985-04-28T02:53:44,-71.49,-33.07,60.0,5.6,mwc,,,,,7.0,22.0,100.0,176.0,69.0,86.0,,,,,,,anss,84_anss
B042885A,1985-04-28T02:53:47,-71.9,-33.18,29.6,5.6,mw,0.05,0.04,2.4,,7.0,22.0,100.0,176.0,69.0,86.0,2.102e+17,1.82e+16,-2.284e+17,2.5e+16,-2.3690000000000003e+17,-3300000000000000.0,gcmt,84_gcmt
B042885B,1985-04-28T08:30:32,-75.61,-39.7,33.0,5.9,mwc,,,,,46.0,27.0,-101.0,239.0,64.0,-84.0,,,,,,,anss,85_anss
B042885B,1985-04-28T08:30:36,-75.65,-39.99,10.0,5.9,mw,0.06,0.03,0.0,,46.0,27.0,-101.0,239.0,64.0,-84.0,-6.473e+17,4.1980000000000006e+17,2.274e+17,4.449e+17,2.264e+17,3.396e+17,gcmt,85_gcmt
B051785B,1985-05-17T02:44:07,-72.46,-34.28,33.0,5.4,mwc,,,,,46.0,32.0,143.0,168.0,71.0,63.0,,,,,,,anss,86_anss
B051785B,1985-05-17T02:44:10,-72.59,-34.19,36.1,5.4,mw,0.09,0.07,4.9,,46.0,32.0,143.0,168.0,71.0,63.0,7.91e+16,2.92e+16,-1.083e+17,3.71e+16,-1e+17,-4.18e+16,gcmt,86_gcmt
B051985A,1985-05-19T07:07:46,-72.3,-33.88,33.0,5.5,mwc,,,,,20.0,28.0,103.0,185.0,62.0,83.0,,,,,,,anss,87_anss
B051985A,1985-05-19T07:07:48,-72.54,-34.0,37.5,5.5,mw,0.05,0.04,2.7,,20.0,28.0,103.0,185.0,62.0,83.0,1.776e+17,3.58e+16,-2.134e+17,-5300000000000000.0,-1.3839999999999998e+17,-5.32e+16,gcmt,87_gcmt
B060285B,1985-06-02T16:26:58,-73.59,-37.8,33.0,5.8,mwc,,,,,347.0,24.0,47.0,212.0,73.0,107.0,,,,,,,anss,88_anss
B060285B,1985-06-02T16:27:02,-73.76,-37.83,32.0,5.8,mw,0.04,0.03,2.2,,347.0,24.0,47.0,212.0,73.0,107.0,4.115e+17,5.649999999999999e+16,-4.68e+17,-3.769e+17,-4.648e+17,-8.28e+16,gcmt,88_gcmt
B060985B,1985-06-09T18:46:30,-71.97,-33.25,33.0,5.2,mwc,,,9.3,,347.0,26.0,97.0,159.0,64.0,86.0,,,,,,,anss,89_anss
B060985B,1985-06-09T18:46:32,-71.68,-33.76,35.5,5.2,mw,0.09,0.07,5.0,,347.0,26.0,97.0,159.0,64.0,86.0,7.387e+16,-1.271e+16,-6.116e+16,2.261e+16,-4.975e+16,1.643e+16,gcmt,89_gcmt
B061185A,1985-06-11T11:12:28,-71.68,-32.48,33.0,5.5,mwc,,,,,14.0,28.0,103.0,180.0,63.0,83.0,,,,,,,anss,90_anss
B061185A,1985-06-11T11:12:32,-72.0,-32.57,34.4,5.5,mw,0.07,0.05,2.7,,14.0,28.0,103.0,180.0,63.0,83.0,1.501e+17,3.64e+16,-1.866e+17,5000000000000000.0,-1.2330000000000002e+17,-2.45e+16,gcmt,90_gcmt
B061485A,1985-06-14T13:14:14,-74.92,-40.74,33.0,5.4,mwc,,,,,223.0,48.0,-62.0,4.0,49.0,-117.0,,,,,,,anss,91_anss
B061485A,1985-06-14T13:14:16,-74.92,-40.74,10.0,5.4,mw,0.0,0.0,0.0,,223.0,48.0,-62.0,4.0,49.0,-117.0,-1.429e+17,4300000000000000.0,1.3859999999999998e+17,4.34e+16,-2.4e+16,7.18e+16,gcmt,91_gcmt
B070585B,1985-07-05T15:22:38,-72.17,-33.38,33.0,5.5,mwc,,,,,348.0,22.0,70.0,190.0,69.0,98.0,,,,,,,anss,92_anss
B070585B,1985-07-05T15:22:41,-72.43,-33.59,30.4,5.5,mw,0.09,0.05,2.7,,348.0,22.0,70.0,190.0,69.0,98.0,1.2410000000000002e+17,1.77e+16,-1.418e+17,-3.26e+16,-1.419e+17,-400000000000000.0,gcmt,92_gcmt
B070685B,1985-07-06T08:33:07,-72.12,-33.36,43.0,5.5,mwc,,,8.0,,356.0,27.0,79.0,189.0,63.0,96.0,,,,,,,anss,93_anss
B070685B,1985-07-06T08:33:09,-72.5,-33.6,20.8,5.5,mw,0.08,0.08,3.7,,356.0,27.0,79.0,189.0,63.0,96.0,1.413e+17,2.49e+16,-1.662e+17,-2.29e+16,-1.101e+17,-1.07e+16,gcmt,93_gcmt
B070785B,1985-07-07T11:25:12,-72.0,-32.88,32.0,6.0,mwc,,,,,0.0,21.0,96.0,174.0,69.0,88.0,,,,,,,anss,94_anss
B070785B,1985-07-07T11:25:17,-72.38,-33.02,24.6,6.0,mw,0.03,0.03,1.4,,0.0,21.0,96.0,174.0,69.0,88.0,8.042e+17,9.58e+16,-9e+17,1.1279999999999998e+17,-9.207e+17,6.09e+16,gcmt,94_gcmt
B071185B,1985-07-11T20:31:13,-72.0,-32.93,33.0,5.5,mwc,,,,,2.0,28.0,90.0,182.0,62.0,90.0,,,,,,,anss,95_anss
B071185B,1985-07-11T20:31:15,-72.32,-32.93,29.5,5.5,mw,0.05,0.05,2.6,,2.0,28.0,90.0,182.0,62.0,90.0,1.536e+17,2.04e+16,-1.74e+17,-3500000000000000.5,-1.083e+17,-6600000000000000.0,gcmt,95_gcmt
B071785B,1985-07-17T13:53:02,-71.42,-32.65,50.0,5.5,mwc,,,,,15.0,27.0,115.0,168.0,66.0,78.0,,,,,,,anss,96_anss
B071785B,1985-07-17T13:53:05,-72.07,-32.71,31.1,5.5,mw,0.05,0.05,2.7,,15.0,27.0,115.0,168.0,66.0,78.0,1.623e+17,3.04e+16,-1.927e+17,4.65e+16,-1.431e+17,-1000000000000000.0,gcmt,96_gcmt
B080485B,1985-08-04T04:54:01,-75.45,-44.89,23.0,5.8,mwc,,,,,199.0,24.0,-64.0,352.0,68.0,-101.0,,,,,,,anss,97_anss
B080485B,1985-08-04T04:54:05,-76.14,-45.37,10.0,5.8,mw,0.08,0.07,0.0,,199.0,24.0,-64.0,352.0,68.0,-101.0,-4.184e+17,-1.087e+17,5.271e+17,9.46e+16,-4.773e+17,4.03e+16,gcmt,97_gcmt
B081285A,1985-08-12T00:04:50,-73.49,-38.42,33.0,6.2,mwc,,,,,16.0,15.0,111.0,174.0,76.0,84.0,,,,,,,anss,98_anss
B081285A,1985-08-12T00:04:53,-73.94,-38.45,17.2,6.2,mw,0.03,0.02,1.3,,16.0,15.0,111.0,174.0,76.0,84.0,1.11e+18,-5.4e+16,-1.056e+18,2.7800000000000003e+17,-1.977e+18,-1.05e+17,gcmt,98_gcmt
B082085B,1985-08-20T12:21:05,-72.19,-33.75,33.0,5.2,mwc,,,,,12.0,33.0,104.0,176.0,58.0,81.0,,,,,,,anss,99_anss
B082085B,1985-08-20T12:21:09,-72.55,-33.97,39.0,5.2,mw,0.08,0.07,4.8,,12.0,33.0,104.0,176.0,58.0,81.0,6.386e+16,1.066e+16,-7.452e+16,6800000000000000.0,-3.341e+16,-5460000000000000.0,gcmt,99_gcmt
B102485A,1985-10-24T01:48:56,-68.64,-31.41,111.0,5.5,mwc,,,,,63.0,44.0,-105.0,263.0,48.0,-76.0,,,,,,,anss,100_anss
B102485A,1985-10-24T01:49:00,-68.73,-31.55,124.2,5.5,mw,0.05,0.03,1.4,,63.0,44.0,-105.0,263.0,48.0,-76.0,-2.627e+17,2.235e+17,3.91e+16,2.94e+16,-4.62e+16,6.06e+16,gcmt,100_gcmt
B110685B,1985-11-06T16:08:53,-74.3,-41.0,15.9,5.3,mw,0.14,0.09,5.6,,221.0,49.0,-52.0,351.0,53.0,-125.0,-7.53e+16,-1.265e+16,8.795e+16,3.475e+16,-1.689e+16,3.114e+16,gcmt,101_gcmt
B110685B,1985-11-06T16:08:53,-74.87,-40.62,33.0,5.3,mwc,,,,,221.0,49.0,-52.0,351.0,53.0,-125.0,,,,,,,anss,101_anss
B010886A,1986-01-08T03:42:48,-71.24,-35.93,89.0,5.1,mwc,,,5.1,,303.0,16.0,0.0,33.0,90.0,-106.0,,,,,,,anss,102_anss
B010886A,1986-01-08T03:42:54,-71.38,-35.83,96.4,5.1,mw,0.16,0.1,11.2,,303.0,16.0,0.0,33.0,90.0,-106.0,1380000000000000.0,1.464e+16,-1.602e+16,-3.571e+16,-5.215e+16,9440000000000000.0,gcmt,102_gcmt
B020986A,1986-02-09T23:32:11,-71.27,-36.13,86.0,5.2,mwc,,,,,14.0,14.0,92.0,192.0,76.0,89.0,,,,,,,anss,103_anss
B020986A,1986-02-09T23:32:18,-71.11,-36.24,125.4,5.2,mw,0.15,0.07,4.3,,14.0,14.0,92.0,192.0,76.0,89.0,3.297e+16,1.534e+16,-4.832e+16,-1.66e+16,-8.03e+16,-1.481e+16,gcmt,103_gcmt
B032686A,1986-03-26T07:04:49,-72.1,-34.1,33.0,5.4,mwc,,,7.4,,5.0,24.0,97.0,177.0,66.0,87.0,,,,,,,anss,104_anss
B032686A,1986-03-26T07:04:53,-72.22,-34.07,37.6,5.4,mw,0.06,0.05,3.7,,5.0,24.0,97.0,177.0,66.0,87.0,1.34e+17,1.11e+16,-1.451e+17,1.02e+16,-1.2609999999999998e+17,-1500000000000000.0,gcmt,104_gcmt
B072886B,1986-07-28T20:29:01,-72.13,-33.38,32.0,5.7,mwc,,,9.5,,4.0,22.0,100.0,174.0,68.0,86.0,,,,,,,anss,105_anss
B072886B,1986-07-28T20:29:05,-72.47,-33.53,18.2,5.7,mw,0.04,0.05,2.1,,4.0,22.0,100.0,174.0,68.0,86.0,2.797e+17,2.29e+16,-3.026e+17,3.99e+16,-3.052e+17,6200000000000000.0,gcmt,105_gcmt
B081186E,1986-08-11T22:06:49,-67.76,-31.19,26.5,5.3,mw,0.07,0.06,5.5,,187.0,49.0,167.0,285.0,80.0,41.0,2.675e+16,2.631e+16,-5.305e+16,-8.654e+16,530000000000000.0,9.006e+16,gcmt,106_gcmt
B090586B,1986-09-05T06:06:15,-71.76,-37.05,94.0,5.3,mwc,,,6.0,,129.0,24.0,174.0,225.0,88.0,66.0,,,,,,,anss,107_anss
B090586B,1986-09-05T06:06:20,-72.53,-37.05,80.5,5.3,mw,0.13,0.07,9.7,,129.0,24.0,174.0,225.0,88.0,66.0,7190000000000000.0,-5.144e+16,4.425e+16,-7.539e+16,-7.451e+16,-8760000000000000.0,gcmt,107_gcmt
B112886A,1986-11-28T20:34:49,-77.17,-45.53,15.0,5.2,mw,0.15,0.08,0.0,,260.0,90.0,180.0,350.0,90.0,0.0,-1.473e+16,3.622e+16,-2.149e+16,0.0,0.0,-7.995e+16,gcmt,108_gcmt
B112886A,1986-11-28T20:34:52,-76.67,-45.12,33.0,5.2,mwc,,,,,260.0,90.0,180.0,350.0,90.0,0.0,,,,,,,anss,108_anss
B012787A,1987-01-27T07:06:51,-72.04,-32.13,31.0,5.5,mwc,,,6.8,,28.0,32.0,138.0,156.0,69.0,65.0,,,,,,,anss,109_anss
B012787A,1987-01-27T07:06:55,-72.65,-32.35,15.0,5.5,mw,0.06,0.05,0.0,,28.0,32.0,138.0,156.0,69.0,65.0,1.322e+17,6.44e+16,-1.966e+17,8e+16,-1.294e+17,2300000000000000.0,gcmt,109_gcmt
B020387A,1987-02-03T16:42:41,-72.87,-37.78,32.0,5.8,mwc,,,,,357.0,16.0,95.0,172.0,74.0,89.0,,,,,,,anss,110_anss
B020387A,1987-02-03T16:42:46,-73.3,-37.69,28.4,5.8,mw,0.06,0.05,2.8,,357.0,16.0,95.0,172.0,74.0,89.0,3.331e+17,4.16e+16,-3.748e+17,8.58e+16,-5.593e+17,4.64e+16,gcmt,110_gcmt
B021487D,1987-02-14T15:44:15,-75.99,-45.71,10.0,5.9,mwc,,,,,259.0,76.0,-171.0,167.0,81.0,-14.0,,,,,,,anss,111_anss
B021487D,1987-02-14T15:44:19,-76.51,-45.7,15.0,5.9,mw,0.05,0.03,0.0,,259.0,76.0,-171.0,167.0,81.0,-14.0,-1.297e+17,3.629e+17,-2.3330000000000003e+17,4.45e+16,1.735e+17,-6.801e+17,gcmt,111_gcmt
B032387B,1987-03-23T20:47:57,-72.23,-34.07,33.0,5.1,mwc,,,14.5,,31.0,41.0,125.0,169.0,58.0,64.0,,,,,,,anss,112_anss
B032387B,1987-03-23T20:47:59,-72.84,-34.32,51.2,5.1,mw,0.09,0.08,5.2,,31.0,41.0,125.0,169.0,58.0,64.0,5.032e+16,1.457e+16,-6.49e+16,1.574e+16,-2.132e+16,-1.332e+16,gcmt,112_gcmt
B080487A,1987-08-04T15:04:40,-73.1,-40.46,38.0,5.4,mwc,,,,,84.0,48.0,32.0,331.0,67.0,133.0,,,,,,,anss,113_anss
B080487A,1987-08-04T15:04:42,-73.66,-40.63,64.5,5.4,mw,0.06,0.03,2.9,,84.0,48.0,32.0,331.0,67.0,133.0,7.807e+16,-9.710000000000002e+16,1.904e+16,-7540000000000000.0,7.233e+16,8.77e+16,gcmt,113_gcmt
B091187B,1987-09-11T04:02:03,-70.73,-31.46,95.0,5.2,mwc,,,,,52.0,10.0,-39.0,181.0,84.0,-98.0,,,,,,,anss,114_anss
B091187B,1987-09-11T04:02:06,-71.02,-31.67,114.2,5.2,mw,0.11,0.06,4.5,,52.0,10.0,-39.0,181.0,84.0,-98.0,-1.804e+16,8580000000000000.0,9470000000000000.0,-1170000000000000.0,6.666e+16,8860000000000000.0,gcmt,114_gcmt
B091387C,1987-09-13T20:08:51,-69.97,-34.19,10.0,5.9,mwc,,,,,27.0,58.0,176.0,119.0,87.0,32.0,,,,,,,anss,115_anss
B091387C,1987-09-13T20:08:53,-70.0,-34.59,15.0,5.9,mw,0.04,0.03,0.0,,27.0,58.0,176.0,119.0,87.0,32.0,-2200000000000000.0,5.529e+17,-5.507e+17,4.011e+17,-1.2410000000000002e+17,3.47e+17,gcmt,115_gcmt
B112987A,1987-11-29T07:57:22,-76.57,-45.87,15.0,5.4,mw,0.07,0.06,0.0,,154.0,37.0,-95.0,340.0,53.0,-86.0,-1.599e+17,6800000000000000.0,1.531e+17,1.23e+16,-4.96e+16,-7.26e+16,gcmt,116_gcmt
B112987A,1987-11-29T07:57:23,-76.44,-45.78,33.0,5.4,mwc,,,,,154.0,37.0,-95.0,340.0,53.0,-86.0,,,,,,,anss,116_anss
B123087A,1987-12-30T11:56:19,-70.81,-35.03,89.0,5.4,mwc,,,,,126.0,21.0,-171.0,27.0,87.0,-69.0,,,,,,,anss,117_anss
B123087A,1987-12-30T11:56:28,-71.01,-34.74,111.6,5.4,mw,0.06,0.07,3.4,,126.0,21.0,-171.0,27.0,87.0,-69.0,-1.7299999999999998e+16,-4.46e+16,6.19e+16,-7.35e+16,-1.365e+17,-2.61e+16,gcmt,117_gcmt
B031388A,1988-03-13T11:31:32,-72.27,-33.67,42.0,5.8,mwc,,,10.6,,38.0,28.0,138.0,166.0,72.0,68.0,,,,,,,anss,118_anss
B031388A,1988-03-13T11:31:35,-73.07,-33.82,15.0,5.8,mw,0.04,0.04,0.0,,38.0,28.0,138.0,166.0,72.0,68.0,3.808e+17,1.039e+17,-4.848e+17,1.965e+17,-4.954e+17,-1.2729999999999998e+17,gcmt,118_gcmt
B052188B,1988-05-21T14:28:39,-71.75,-32.89,42.0,6.1,mwc,,,7.7,,64.0,4.0,159.0,175.0,89.0,87.0,,,,,,,anss,119_anss
B052188B,1988-05-21T14:28:49,-71.57,-32.92,15.0,6.1,mw,0.09,0.05,0.0,,64.0,4.0,159.0,175.0,89.0,87.0,1.62e+17,-1.3500000000000002e+17,-2.7e+16,1.85e+17,-1.81e+18,-1.23e+17,gcmt,119_gcmt
B111488C,1988-11-14T16:55:33,-71.76,-32.58,50.0,5.1,mwc,,,6.9,,347.0,27.0,96.0,160.0,63.0,87.0,,,,,,,anss,120_anss
B111488C,1988-11-14T16:55:38,-72.21,-32.76,50.6,5.1,mw,0.1,0.07,5.5,,347.0,27.0,96.0,160.0,63.0,87.0,5.246000000000001e+16,-1.422e+16,-3.825e+16,1.405e+16,-3.085e+16,7550000000000000.0,gcmt,120_gcmt
B011589A,1989-01-15T01:27:45,-71.72,-31.69,47.0,5.4,mwc,,,6.2,,336.0,10.0,113.0,133.0,81.0,86.0,,,,,,,anss,121_anss
B011589A,1989-01-15T01:27:52,-71.72,-31.69,15.0,5.4,mw,0.0,0.0,0.0,,336.0,10.0,113.0,133.0,81.0,86.0,5.649999999999999e+16,-1.94e+16,-3.71e+16,1.1319999999999998e+17,-1.002e+17,1.57e+16,gcmt,121_gcmt
B022189B,1989-02-21T22:08:55,-78.44,-44.96,15.0,5.5,mw,0.1,0.04,0.0,,98.0,20.0,-80.0,268.0,71.0,-94.0,-1.3700000000000002e+17,1.607e+17,-2.36e+16,1.85e+17,9600000000000000.0,-7800000000000000.0,gcmt,122_gcmt
B022489C,1989-02-24T12:36:48,-71.83,-39.26,15.0,5.2,mw,0.09,0.1,0.0,,110.0,62.0,23.0,9.0,70.0,150.0,2.3650000000000004e+16,2.289e+16,-4.654e+16,4.16e+16,3.467e+16,6.386999999999999e+16,gcmt,123_gcmt
B022489C,1989-02-24T12:36:59,-70.98,-38.42,33.0,5.2,mwc,,,,,110.0,62.0,23.0,9.0,70.0,150.0,,,,,,,anss,123_anss
B040189A,1989-04-01T21:58:13,-70.06,-32.87,100.0,5.3,mwc,,,,,158.0,18.0,-122.0,10.0,75.0,-80.0,,,,,,,anss,124_anss
B040189A,1989-04-01T21:58:18,-70.19,-32.86,119.0,5.3,mw,0.08,0.04,3.2,,158.0,18.0,-122.0,10.0,75.0,-80.0,-4.807e+16,-1.821e+16,6.628e+16,-1.821e+16,-9.198e+16,-3970000000000000.0,gcmt,124_gcmt
B041389A,1989-04-13T00:43:10,-75.07,-39.96,15.0,5.8,mw,0.04,0.03,0.0,,204.0,34.0,-51.0,339.0,64.0,-113.0,-4.21e+17,-6.12e+16,4.822e+17,2.237e+17,-2.672e+17,2.3e+16,gcmt,125_gcmt
B041389A,1989-04-13T00:43:11,-75.03,-39.56,33.0,5.8,mwc,,,,,204.0,34.0,-51.0,339.0,64.0,-113.0,,,,,,,anss,125_anss
B061789A,1989-06-17T18:28:08,-74.7,-40.47,33.0,5.6,mwc,,,,,247.0,34.0,-28.0,1.0,75.0,-121.0,,,,,,,anss,126_anss
B061789A,1989-06-17T18:28:14,-75.21,-41.1,15.0,5.6,mw,0.13,0.07,0.0,,247.0,34.0,-28.0,1.0,75.0,-121.0,-1.319e+17,5.26e+16,7.93e+16,8.03e+16,-2.141e+17,1.23e+17,gcmt,126_gcmt
B040290A,1990-04-02T13:56:34,-71.97,-32.57,39.0,5.6,mwc,,,6.9,,6.0,36.0,106.0,167.0,56.0,79.0,,,,,,,anss,127_anss
B040290A,1990-04-02T13:56:37,-72.63,-33.04,15.0,5.6,mw,0.05,0.04,0.0,,6.0,36.0,106.0,167.0,56.0,79.0,2.918e+17,6.889999999999999e+16,-3.607e+17,5.19e+16,-1.147e+17,3.06e+16,gcmt,127_gcmt
choy19900421185452,1990-04-21T18:54:52,-73.3,-36.99,12.0,6.3,mw,,,,,352.0,17.0,80.0,183.0,73.0,93.0,,,,,,,anss,128_anss
B042190B,1990-04-21T18:54:56,-73.79,-37.28,19.9,5.8,mw,0.05,0.04,2.4,,352.0,17.0,80.0,183.0,73.0,93.0,3.555e+17,2.45e+16,-3.8e+17,-3.99e+16,-5.435e+17,1.29e+16,gcmt,128_gcmt
B042290A,1990-04-22T20:25:25,-73.36,-38.01,33.0,5.6,mwc,,,,,347.0,16.0,81.0,177.0,74.0,93.0,,,,,,,anss,129_anss
B042290A,1990-04-22T20:25:27,-73.6,-38.07,31.0,5.6,mw,0.05,0.04,2.6,,347.0,16.0,81.0,177.0,74.0,93.0,1.84e+17,7800000000000000.0,-1.919e+17,1.34e+16,-2.978e+17,2.83e+16,gcmt,129_gcmt
C051490C,1990-05-14T21:34:04,-71.38,-35.84,81.0,6.1,mwc,,,,,273.0,40.0,19.0,168.0,78.0,128.0,,,,,,,anss,130_anss
C051490C,1990-05-14T21:34:09,-71.34,-35.89,92.0,6.1,mw,0.02,0.02,1.6,,273.0,40.0,19.0,168.0,78.0,128.0,5.77e+17,-5.92e+17,1.4e+16,-1.64e+17,-1.458e+18,1.059e+18,gcmt,130_gcmt
B080290A,1990-08-02T05:24:08,-71.58,-31.61,41.0,6.0,mwc,,,3.4,,2.0,27.0,95.0,177.0,63.0,87.0,,,,,,,anss,131_anss
