id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
M113076A,1976-11-30T00:41:13,-68.51,-20.54,133.7,6.5,mw,181.0,27.0,-73.0,342.0,64.0,-99.0,18.0,78.0,8.0,346.0,70.0,234.0,-1.79e+20,-3.5e+19,2.14e+20,5.500000000000001e+19,-1.42e+20,-4.4e+19,gcmt,subduction_intraslab
B011177A,1977-01-11T07:02:43,-72.1,-31.92,42.2,5.4,mw,5.0,34.0,111.0,160.0,59.0,77.0,73.0,36.0,11.0,167.0,13.0,259.0,7.116e+16,1.044e+16,-8.16e+16,2.177e+16,-3.401e+16,1.407e+16,gcmt,subduction_intraslab
C011777C,1977-01-17T21:27:36,-68.61,-24.89,134.4,6.1,mw,183.0,44.0,73.0,26.0,49.0,105.0,78.0,2.0,11.0,196.0,3.0,105.0,1.978e+19,4.43e+18,-2.422e+19,3.27e+18,1.33e+18,-8.21e+18,gcmt,subduction_intraslab
B041577A,1977-04-15T23:35:40,-69.27,-23.01,129.7,5.4,mw,121.0,51.0,-159.0,18.0,74.0,-41.0,14.0,74.0,46.0,180.0,40.0,332.0,-6.34e+16,-6.6e+16,1.294e+17,-2.7400000000000004e+16,-6.929999999999999e+16,-7.38e+16,gcmt,subduction_intraslab
B060577A,1977-06-05T02:46:13,-69.71,-23.51,32.0,5.4,mw,94.0,20.0,-162.0,347.0,84.0,-71.0,36.0,60.0,19.0,165.0,48.0,277.0,-1.055e+17,-2500000000000000.0,1.08e+17,2.1960000000000003e+17,-7.114e+17,-3.312e+17,gcmt,subduction_intraslab
B060877A,1977-06-08T13:25:24,-67.12,-22.21,185.5,5.4,mw,325.0,4.0,40.0,195.0,87.0,93.0,48.0,109.0,3.0,15.0,42.0,282.0,3.91e+16,-2300000000000000.0,-3.67e+16,-9.81e+16,-3.499e+17,1.29e+16,gcmt,subduction_intraslab
B061877A,1977-06-18T16:49:45,-68.48,-20.95,135.9,5.4,mw,101.0,35.0,-120.0,315.0,60.0,-71.0,13.0,32.0,16.0,126.0,69.0,264.0,-4.806e+17,4.42e+17,3.86e+16,1.688e+17,-2.5710000000000003e+17,-3.329e+17,gcmt,subduction_intraslab
B063077A,1977-06-30T02:46:07,-69.56,-19.64,122.2,5.4,mw,149.0,22.0,-108.0,348.0,69.0,-83.0,24.0,73.0,6.0,166.0,65.0,270.0,-2.343e+17,-6.48e+16,2.991e+17,6.41e+16,-3.132e+17,-1.395e+17,gcmt,subduction_intraslab
B070277B,1977-07-02T05:09:11,-70.79,-25.87,15.0,5.0,mw,342.0,11.0,79.0,174.0,79.0,92.0,56.0,86.0,2.0,353.0,34.0,262.0,1.2450000000000002e+17,-1900000000000000.0,-1.226e+17,3.31e+16,-3.109e+17,2.68e+16,gcmt,subduction_intraslab
B082377A,1977-08-23T03:13:00,-68.23,-21.32,136.0,5.2,mw,125.0,37.0,-94.0,309.0,53.0,-87.0,8.0,37.0,2.0,128.0,81.0,232.0,-1.326e+17,8.97e+16,4.29e+16,3.16e+16,-2.98e+16,-8.72e+16,gcmt,subduction_intraslab
B092077A,1977-09-20T16:23:22,-68.51,-23.57,123.8,5.3,mw,164.0,47.0,-44.0,288.0,59.0,-127.0,7.0,43.0,31.0,309.0,58.0,145.0,-2.322e+17,1.119e+17,1.203e+17,1.5e+17,5.500000000000001e+16,-2.139e+17,gcmt,subduction_intraslab
