id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
B021082A,1982-02-10T20:38:17,-66.09,-22.76,236.6,5.9,mw,235.0,10.0,-28.0,353.0,85.0,-99.0,39.0,92.0,9.0,354.0,49.0,253.0,-2.42e+18,-1.22e+18,3.64e+18,1.89e+18,-1.556e+19,2.08e+18,gcmt,deep_subduction
B032282D,1982-03-22T21:44:17,-69.3,-19.96,139.3,5.1,mw,232.0,12.0,-25.0,347.0,85.0,-101.0,39.0,87.0,11.0,348.0,49.0,244.0,-2.36e+16,-9800000000000000.0,3.33e+16,3.12e+16,-1.21e+17,1.7499999999999998e+16,gcmt,deep_subduction
B041982C,1982-04-19T11:54:35,-66.17,-22.7,266.0,5.3,mw,194.0,19.0,-76.0,0.0,72.0,-95.0,27.0,93.0,4.0,1.0,63.0,262.0,-9.99e+16,-4300000000000000.0,1.042e+17,5100000000000000.0,-1.377e+17,1.26e+16,gcmt,deep_subduction
B052982B,1982-05-29T03:27:04,-68.62,-22.28,116.6,5.2,mw,172.0,23.0,-67.0,327.0,69.0,-100.0,23.0,65.0,9.0,331.0,65.0,221.0,-1.185e+17,-1.25e+16,1.31e+17,8.32e+16,-1.234e+17,-7.28e+16,gcmt,deep_subduction
B060382A,1982-06-03T06:43:56,-68.36,-19.41,195.0,5.2,mw,29.0,48.0,-133.0,263.0,57.0,-54.0,5.0,328.0,30.0,61.0,59.0,229.0,-1.248e+17,1.162e+17,8599999999999998.0,5.28e+16,-2.7900000000000004e+16,1.193e+17,gcmt,deep_subduction
B061082B,1982-06-10T11:43:15,-67.45,-21.37,202.3,5.0,mw,51.0,57.0,-152.0,305.0,67.0,-37.0,6.0,0.0,48.0,97.0,42.0,264.0,-4.56e+16,1.064e+17,-6.08e+16,1.7199999999999998e+16,-6.949999999999999e+16,8300000000000000.0,gcmt,deep_subduction
B071982B,1982-07-19T23:53:04,-66.84,-23.93,231.3,5.2,mw,219.0,31.0,-62.0,8.0,63.0,-106.0,16.0,109.0,14.0,15.0,68.0,247.0,-1.181e+17,9700000000000000.0,1.084e+17,6600000000000000.0,-8.65e+16,5.14e+16,gcmt,deep_subduction
B090382D,1982-09-03T20:14:41,-66.52,-23.84,204.3,5.4,mw,218.0,44.0,-36.0,336.0,66.0,-128.0,12.0,93.0,34.0,354.0,53.0,199.0,-1.0069999999999998e+17,-5.9e+16,1.597e+17,7.18e+16,-6.33e+16,2.59e+16,gcmt,deep_subduction
B091182B,1982-09-11T14:12:25,-67.17,-24.22,198.1,5.1,mw,167.0,29.0,-99.0,357.0,61.0,-85.0,16.0,84.0,4.0,175.0,73.0,279.0,-1.064e+17,-5700000000000000.0,1.121e+17,-1300000000000000.0,-6.929999999999999e+16,-1.59e+16,gcmt,deep_subduction
B111882C,1982-11-18T20:39:54,-65.74,-31.21,166.2,5.5,mw,129.0,24.0,-114.0,335.0,68.0,-80.0,22.0,57.0,10.0,151.0,66.0,263.0,-8.794e+17,3.461e+17,5.333e+17,2.8690000000000003e+17,-8.276999999999999e+17,-4.33e+17,gcmt,deep_subduction
B123182C,1982-12-31T01:35:37,-68.66,-21.41,142.4,5.3,mw,183.0,33.0,-74.0,344.0,59.0,-100.0,13.0,81.0,9.0,349.0,74.0,227.0,-1.004e+17,-1.04e+16,1.1080000000000002e+17,2.37e+16,-4.97e+16,-1.47e+16,gcmt,deep_subduction
B010183A,1983-01-01T05:32:01,-69.45,-17.03,171.8,5.7,mw,216.0,32.0,-19.0,322.0,80.0,-121.0,28.0,76.0,30.0,328.0,46.0,200.0,-9.38e+17,-1.189e+18,2.127e+18,1.802e+18,-1.832e+18,-6.6e+16,gcmt,deep_subduction
B011083B,1983-01-10T09:17:37,-69.16,-21.95,131.9,5.6,mw,162.0,11.0,-115.0,7.0,80.0,-85.0,35.0,93.0,5.0,187.0,55.0,283.0,-1.332e+17,-2.59e+17,3.923e+17,-7.35e+16,-7.257e+17,1.66e+16,gcmt,deep_subduction
B012683D,1983-01-26T01:05:55,-67.22,-24.28,187.6,5.2,mw,163.0,25.0,-91.0,344.0,65.0,-90.0,20.0,73.0,0.0,163.0,70.0,254.0,-1.0189999999999998e+17,-1.88e+16,1.207e+17,2.82e+16,-9.61e+16,-4.68e+16,gcmt,deep_subduction
B012783A,1983-01-27T19:01:40,-67.33,-24.02,191.4,5.5,mw,216.0,31.0,-29.0,332.0,76.0,-117.0,26.0,83.0,26.0,339.0,52.0,210.0,-2.202e+17,-1.474e+17,3.676e+17,2.36e+17,-3.283e+17,2.89e+16,gcmt,deep_subduction
B020183A,1983-02-01T04:22:57,-69.06,-23.09,100.6,5.2,mw,143.0,28.0,-137.0,13.0,71.0,-69.0,24.0,87.0,20.0,186.0,58.0,313.0,-5.498e+16,-1.367e+16,6.865e+16,-2.746e+16,-6.85e+16,-1.7390000000000002e+16,gcmt,deep_subduction
B021583A,1983-02-15T23:21:14,-66.71,-23.02,229.1,5.0,mw,93.0,14.0,-157.0,340.0,85.0,-77.0,38.0,58.0,13.0,159.0,49.0,264.0,-1.88e+16,1500000000000000.0,1.7299999999999998e+16,7.53e+16,-1.779e+17,-6.68e+16,gcmt,deep_subduction
C022583B,1983-02-25T22:49:58,-69.47,-18.61,144.9,5.9,mw,253.0,15.0,-14.0,357.0,87.0,-104.0,40.0,100.0,14.0,358.0,47.0,252.0,-1.36e+18,-7.3e+17,2.09e+18,7.4e+17,-1.262e+19,3.1e+18,gcmt,deep_subduction
B052383A,1983-05-23T00:54:16,-69.59,-18.96,116.0,5.5,mw,133.0,18.0,-129.0,353.0,76.0,-78.0,30.0,74.0,11.0,170.0,58.0,279.0,-5.36e+16,-3.19e+16,8.54e+16,2.05e+16,-1.332e+17,-4.91e+16,gcmt,deep_subduction
B060683B,1983-06-06T16:22:37,-67.27,-24.36,193.9,5.3,mw,190.0,32.0,-53.0,328.0,65.0,-111.0,17.0,73.0,19.0,337.0,64.0,203.0,-6.874e+16,-1.462e+16,8.336e+16,4.058e+16,-4.428e+16,-2.179e+16,gcmt,deep_subduction
B072183A,1983-07-21T07:11:33,-69.25,-22.53,135.2,5.5,mw,122.0,22.0,-160.0,13.0,83.0,-70.0,35.0,85.0,20.0,190.0,48.0,305.0,-9.7e+16,-1.335e+17,2.306e+17,-8.89e+16,-4.604e+17,-1.167e+17,gcmt,deep_subduction
B090183C,1983-09-01T20:01:52,-69.93,-17.43,105.1,5.9,mw,143.0,13.0,-86.0,319.0,77.0,-91.0,32.0,50.0,1.0,319.0,58.0,228.0,-4.522e+17,1.904e+17,2.618e+17,5.547e+17,-6.268e+17,-1.557e+17,gcmt,deep_subduction
B092183B,1983-09-21T10:27:58,-69.14,-19.31,115.8,5.3,mw,129.0,17.0,-84.0,302.0,73.0,-92.0,28.0,34.0,2.0,303.0,62.0,210.0,-2.71e+16,1.306e+16,1.404e+16,2.549e+16,-1.596e+16,-90000000000000.0,gcmt,deep_subduction
B102183A,1983-10-21T08:14:23,-68.61,-30.69,131.6,5.5,mw,323.0,30.0,-143.0,200.0,73.0,-65.0,24.0,271.0,23.0,12.0,56.0,142.0,-9.44e+16,-1.96e+16,1.141e+17,7.46e+16,1.1020000000000002e+17,-2.82e+16,gcmt,deep_subduction
B121583A,1983-12-15T04:22:36,-70.56,-33.09,103.6,5.9,mw,202.0,21.0,-78.0,9.0,69.0,-95.0,24.0,102.0,4.0,10.0,65.0,271.0,-8.194000000000001e+17,2.03e+16,7.991e+17,-1.062e+17,-9.358e+17,2.21e+17,gcmt,deep_subduction
B010184C,1984-01-01T22:08:24,-65.87,-22.22,274.7,5.4,mw,238.0,13.0,-20.0,348.0,86.0,-102.0,40.0,89.0,12.0,349.0,48.0,246.0,-8.3e+16,-3e+17,3.84e+17,2.03e+17,-1.201e+18,1.34e+17,gcmt,deep_subduction
B010684A,1984-01-06T15:01:41,-69.18,-23.55,108.1,5.4,mw,253.0,35.0,-26.0,5.0,75.0,-122.0,23.0,119.0,31.0,14.0,49.0,240.0,-6.879999999999999e+16,-1.3800000000000002e+16,8.26e+16,-2.45e+16,-1.232e+17,1.1200000000000002e+17,gcmt,deep_subduction
B022684A,1984-02-26T08:18:24,-70.65,-17.31,115.6,5.9,mw,169.0,21.0,-69.0,327.0,71.0,-98.0,25.0,63.0,7.0,330.0,64.0,225.0,-8.48e+17,-1.14e+17,9.62e+17,6.98e+17,-1.073e+18,-6.32e+17,gcmt,deep_subduction
B042484B,1984-04-24T18:27:44,-67.03,-24.11,178.2,5.2,mw,209.0,45.0,-9.0,305.0,84.0,-135.0,25.0,69.0,45.0,312.0,35.0,178.0,-1.643e+16,-4.987e+16,6.63e+16,5.144e+16,-3.605e+16,-3.156e+16,gcmt,deep_subduction
B050784A,1984-05-07T14:09:14,-66.27,-28.04,147.3,5.6,mw,185.0,51.0,-37.0,300.0,62.0,-135.0,6.0,60.0,38.0,325.0,51.0,158.0,-3.677e+16,-5890000000000000.0,4.266e+16,3.002e+16,4940000000000000.0,-3.542e+16,gcmt,deep_subduction
B050984A,1984-05-09T23:56:10,-70.19,-34.34,107.9,5.6,mw,205.0,31.0,-95.0,31.0,60.0,-87.0,15.0,119.0,3.0,209.0,75.0,309.0,-7.983e+16,1.1279999999999998e+16,6.855000000000001e+16,-2.63e+16,-4.021e+16,4.455e+16,gcmt,deep_subduction
B051684A,1984-05-16T03:45:06,-66.71,-27.07,156.4,5.4,mw,174.0,68.0,-6.0,267.0,84.0,-158.0,11.0,38.0,67.0,280.0,19.0,132.0,-5.39e+16,6.63e+16,-1.24e+16,7.98e+16,1500000000000000.0,-2.146e+17,gcmt,deep_subduction
B062084A,1984-06-20T19:56:54,-67.04,-23.76,187.3,5.4,mw,215.0,23.0,-23.0,326.0,81.0,-111.0,33.0,74.0,21.0,329.0,49.0,213.0,-7.96e+16,-1.131e+17,1.927e+17,1.655e+17,-2.637e+17,-3.2e+16,gcmt,deep_subduction
B081884B,1984-08-18T04:10:46,-66.83,-27.71,182.3,5.2,mw,160.0,38.0,-60.0,303.0,58.0,-111.0,10.0,48.0,18.0,315.0,69.0,167.0,-1.598e+17,5.739999999999999e+16,1.024e+17,8.27e+16,-1.4399999999999998e+16,-1.069e+17,gcmt,deep_subduction
B102084B,1984-10-20T17:59:25,-66.94,-24.27,209.0,5.9,mw,220.0,27.0,-67.0,14.0,65.0,-101.0,19.0,113.0,10.0,19.0,68.0,262.0,-1.407e+18,-4.6e+16,1.453e+18,-2.55e+17,-1.289e+18,8.94e+17,gcmt,deep_subduction
B110884E,1984-11-08T14:17:48,-68.5,-31.54,143.6,5.4,mw,178.0,45.0,-115.0,32.0,50.0,-67.0,2.0,106.0,17.0,196.0,72.0,8.0,-9.666e+16,2940000000000000.0,9.372e+16,-3.35e+16,570000000000000.0,2.574e+16,gcmt,deep_subduction
B112984B,1984-11-29T19:12:35,-71.28,-35.42,102.1,5.4,mw,151.0,19.0,-154.0,37.0,82.0,-73.0,35.0,112.0,17.0,214.0,50.0,326.0,-3.752e+16,-2.316e+16,6.068e+16,-7.942e+16,-9.489e+16,2400000000000000.0,gcmt,deep_subduction
B121184C,1984-12-11T23:22:29,-68.96,-22.56,128.1,5.6,mw,217.0,13.0,-62.0,8.0,79.0,-96.0,33.0,103.0,6.0,9.0,56.0,270.0,-2.165e+18,4.41e+17,1.723e+18,-5.4100000000000006e+17,-4.854e+18,7.58e+17,gcmt,deep_subduction
B123184B,1984-12-31T13:00:43,-67.19,-22.71,201.7,5.5,mw,195.0,12.0,-54.0,339.0,80.0,-97.0,35.0,75.0,7.0,340.0,54.0,240.0,-6.36e+16,-3.63e+16,9.99e+16,8.05e+16,-2.1e+17,-2.17e+16,gcmt,deep_subduction
B021485B,1985-02-14T08:31:04,-68.01,-23.88,143.7,5.6,mw,111.0,61.0,-167.0,14.0,79.0,-30.0,12.0,65.0,58.0,176.0,29.0,329.0,-7.91e+16,-1.272e+17,2.0630000000000003e+17,-7.26e+16,-1.316e+17,-2.33e+17,gcmt,deep_subduction
B040285B,1985-04-02T02:35:36,-69.72,-28.48,83.2,5.1,mw,133.0,58.0,-143.0,21.0,59.0,-38.0,0.0,77.0,42.0,167.0,48.0,346.0,-3.339e+16,-2.702e+16,6.041e+16,-8080000000000002.0,-3320000000000000.0,-2.1e+16,gcmt,deep_subduction
B051885A,1985-05-18T16:59:20,-69.57,-19.05,126.0,5.4,mw,226.0,24.0,-32.0,346.0,78.0,-111.0,30.0,92.0,20.0,350.0,53.0,231.0,-2.4500000000000003e+17,-4.497e+17,6.947e+17,7.63e+16,-7.957e+17,1.105e+17,gcmt,deep_subduction
B061085B,1985-06-10T15:37:08,-66.64,-27.88,170.2,5.8,mw,161.0,33.0,-64.0,310.0,61.0,-106.0,14.0,52.0,14.0,318.0,70.0,185.0,-2.821e+18,6.65e+17,2.1560000000000005e+18,1.577e+18,-1.087e+18,-2.501e+18,gcmt,deep_subduction
B062385A,1985-06-23T06:55:33,-66.97,-23.64,196.8,5.5,mw,205.0,13.0,-40.0,335.0,82.0,-100.0,36.0,74.0,10.0,336.0,52.0,233.0,-7.74e+16,-8.22e+16,1.595e+17,1.464e+17,-3.32e+17,-3.74e+16,gcmt,deep_subduction
