id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
1780686,2001-03-15T13:02:42,-71.54,-32.402,37.0,5.89,mw,2.0,58.0,112.0,144.0,38.0,59.0,26.364303659782514,138.40140593459392,35.08105209896434,28.03096892313397,43.42217338775425,256.3744153027435,7.48,-0.98,-6.5,2.46,3.47,2.12,gem,192_gem
C031501G,2001-03-15T13:02:44,-72.04,-32.61,42.0,5.6,mw,144.0,38.0,59.0,2.0,58.0,112.0,68.0,319.0,19.0,170.0,10.0,76.0,7.484e+17,-9.79e+16,-6.505e+17,2.455e+17,3.467e+17,2.121e+17,gcmt,192_gcmt
1800532,2001-03-31T06:54:15,-68.327,-29.402,104.0,5.4,mw,4.0,64.0,-25.0,106.0,68.0,-152.0,2.0,234.0,55.0,142.0,35.0,326.0,-5900000000.0,-1200000000.0,7100000000.0,-4400000000.0,-2200000000.0,-11700000000.0,neic,382_neic
B033101B,2001-03-31T06:54:15,-68.33,-29.4,104.0,5.4,mwc,332.0,43.0,-49.0,102.0,59.0,-122.0,9.0,214.0,27.0,120.0,62.0,320.0,,,,,,,us,382_us
1800532,2001-03-31T06:54:16,-68.271,-29.41,105.6,5.37,mw,102.0,59.0,-122.0,332.0,43.0,-49.0,41.61218032765853,34.27095961332782,43.259375792830525,247.56863588723064,17.392612387448896,140.4253188256921,-1.04,0.82,0.21,-0.57,-0.15,-0.92,gem,382_gem
B033101B,2001-03-31T06:54:20,-68.33,-29.49,125.4,5.5,mw,332.0,43.0,-49.0,102.0,59.0,-122.0,9.0,214.0,27.0,120.0,62.0,320.0,-1.038e+17,8.23e+16,2.15e+16,-5.689999999999999e+16,-1.54e+16,-9.2e+16,gcmt,382_gcmt
pde20010409090057170_11,2001-04-09T09:00:57,-73.109,-32.668,11.0,6.7,mwc,45.0,55.0,-55.0,174.0,48.0,-129.0,41.41718153849125,291.0119686191941,47.39510372777765,94.5824179781522,8.255081883706419,193.65875398657843,,,,,,,us,383_us
1882885,2001-04-09T09:00:57,-73.109,-32.668,11.0,6.7,mw,54.0,66.0,-87.0,227.0,25.0,-97.0,20.0,142.0,3.0,233.0,69.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,neic,383_neic
1882885,2001-04-09T09:01:00,-73.102,-32.723,15.0,6.65,mw,33.0,46.0,-94.0,219.0,44.0,-86.0,44.96387886449332,305.8276493431197,40.06320002752818,158.69583199810813,17.090651097595465,53.71064228403702,-1.06,0.3,0.76,0.02,-0.05,0.71,gem,383_gem
C040901A,2001-04-09T09:01:05,-73.23,-32.88,15.0,6.3,mw,219.0,44.0,-86.0,33.0,46.0,-94.0,1.0,126.0,3.0,36.0,87.0,229.0,-1.061e+19,3e+18,7.61e+18,2.1e+17,-5e+17,7.12e+18,gcmt,383_gcmt
1817649,2001-04-21T18:15:46,-67.52,-29.103,127.8,5.8,mw,172.0,60.0,-12.0,268.0,79.0,-149.0,13.0,37.0,57.0,285.0,29.0,134.0,-15000000000.0,17400000000.0,-2300000000.0,26600000000.0,5500000000.000001,-49800000000.00001,neic,384_neic
B042101F,2001-04-21T18:15:46,-67.52,-29.1,127.8,5.7,mwc,156.0,44.0,-32.0,270.0,68.0,-129.0,14.0,28.0,36.0,287.0,50.0,136.0,,,,,,,us,384_us
1817649,2001-04-21T18:15:47,-67.389,-29.098,124.5,5.69,mw,156.0,44.0,-32.0,270.0,68.0,-129.0,38.44311288868443,27.752757815291943,43.986849459504896,247.73645660480776,21.229682231976504,135.7140364486022,-2.23,2.08,0.15,2.45,1.18,-2.43,gem,384_gem
B042101F,2001-04-21T18:15:52,-67.28,-28.95,140.5,5.3,mw,156.0,44.0,-32.0,270.0,68.0,-129.0,14.0,28.0,36.0,287.0,50.0,136.0,-2.234e+17,2.0750000000000003e+17,1.59e+16,2.4500000000000003e+17,1.176e+17,-2.431e+17,gcmt,384_gcmt
B050601E,2001-05-06T05:59:47,-70.9,-32.45,52.2,5.2,mwc,313.0,32.0,42.0,185.0,69.0,115.0,58.0,130.0,23.0,356.0,20.0,257.0,,,,,,,us,193_us
1893261,2001-05-06T05:59:48,-71.131,-32.601,53.0,5.16,mw,185.0,69.0,115.0,313.0,32.0,42.0,33.35026441315192,309.7681973740898,29.749272002937666,197.67320145873916,42.219578616905046,76.43562005222145,4.15,0.35,-4.5,-1.53,-4.56,2.27,gem,193_gem
B050601E,2001-05-06T05:59:51,-70.92,-32.95,50.0,5.1,mw,313.0,32.0,42.0,185.0,69.0,115.0,58.0,130.0,23.0,356.0,20.0,257.0,4.154e+16,3490000000000000.0,-4.503999999999999e+16,-1.53e+16,-4.558e+16,2.266e+16,gcmt,193_gcmt
1836316,2001-05-15T23:53:19,-66.614,-28.033,172.4,5.59,mw,181.0,54.0,-28.0,288.0,68.0,-141.0,34.67215804406804,51.86121773970547,52.9692858059576,255.38239885697053,11.400573456874504,149.87904684868192,-1.45,-0.01,1.46,1.3,0.18,-2.28,gem,385_gem
B051501A,2001-05-15T23:53:23,-66.4,-28.15,180.8,5.1,mw,181.0,54.0,-28.0,288.0,68.0,-141.0,8.0,52.0,46.0,314.0,43.0,150.0,-1.45e+17,-1300000000000000.0,1.462e+17,1.304e+17,1.83e+16,-2.282e+17,gcmt,385_gcmt
1884411,2001-06-13T04:10:47,-66.458,-27.162,12.2,5.02,mw,52.0,62.0,101.0,209.0,30.0,70.0,40.6157972573501,166.32512082424557,16.852253286982133,61.26853252535432,44.55168102920744,313.9184373405969,3.07,-1.31,-1.76,1.94,1.24,-2.34,gem,386_gem
B062701C,2001-06-27T23:04:26,-71.65,-31.51,33.0,4.9,mwc,158.0,46.0,67.0,9.0,48.0,112.0,74.0,349.0,16.0,174.0,1.0,83.0,,,,,,,us,387_us
1954553,2001-07-24T17:42:41,-71.582,-32.855,33.0,5.4,mw,145.0,49.0,84.0,333.0,41.0,96.0,84.0,11.0,4.0,149.0,4.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,neic,269_neic
B072401E,2001-07-24T17:42:41,-71.58,-32.85,33.0,5.2,mwc,334.0,40.0,87.0,158.0,50.0,93.0,84.0,88.0,2.0,336.0,5.0,246.0,,,,,,,us,269_us
1954553,2001-07-24T17:42:43,-71.563,-32.939,41.2,5.2,mw,158.0,50.0,93.0,334.0,40.0,87.0,42.21194390923986,270.86008442533466,12.787454012785451,168.97878699893658,44.97678450690999,65.87119781758054,7.82,-1.21,-6.6,0.32,-1.42,2.94,gem,269_gem
B101201B,2001-10-12T04:21:31,-69.74,-33.3,3.8,5.3,mwc,222.0,78.0,171.0,314.0,81.0,12.0,15.0,178.0,75.0,349.0,2.0,87.0,,,,,,,us,194_us
2170887,2001-10-12T04:21:34,-69.745,-33.332,10.0,5.29,mw,222.0,78.0,171.0,314.0,81.0,12.0,2.2989957253931443,178.2464539316892,75.48145863157687,277.16489598974124,14.327440352136628,87.65894892162169,-0.07,1.04,-0.97,-0.31,0.02,0.08,gem,194_gem
B101201B,2001-10-12T04:21:37,-69.04,-33.16,15.0,5.6,mw,222.0,78.0,171.0,314.0,81.0,12.0,15.0,178.0,75.0,349.0,2.0,87.0,-7099999999999999.0,1.041e+17,-9.7e+16,-3.09e+16,2000000000000000.0,7700000000000000.0,gcmt,194_gcmt
2238618,2001-10-17T02:34:41,-68.916,-28.493,117.3,5.4,mw,156.0,50.0,-85.0,327.0,40.0,-96.0,5.0,242.0,4.0,332.0,84.0,102.0,-14100000000.0,3499999999.9999995,10500000000.0,-200000000.0,2600000000.0,-5400000000.0,neic,388_neic
B101701A,2001-10-17T02:34:41,-68.92,-28.49,117.3,5.4,mwc,310.0,34.0,-119.0,163.0,60.0,-72.0,14.0,240.0,16.0,334.0,69.0,111.0,,,,,,,us,388_us
2238618,2001-10-17T02:34:42,-68.939,-28.372,116.1,5.36,mw,163.0,60.0,-72.0,310.0,34.0,-119.0,43.87464010939278,60.02859212531354,28.15716535121031,181.00000000000003,33.02023389750352,291.35606663121104,-1.16,0.33,0.82,0.03,0.72,-0.6,gem,388_gem
B101701A,2001-10-17T02:34:47,-68.96,-28.43,135.6,5.3,mw,310.0,34.0,-119.0,163.0,60.0,-72.0,14.0,240.0,16.0,334.0,69.0,111.0,-1.159e+17,3.33e+16,8.26e+16,3000000000000000.0,7.24e+16,-6.04e+16,gcmt,388_gcmt
2254868,2001-10-23T23:54:23,-76.037,-43.446,15.0,5.13,mw,232.0,45.0,-27.0,342.0,71.0,-132.0,37.0784272396343,101.08677772852307,45.00000000000001,322.0,21.68245841969159,208.5721629604896,-2.94,-2.39,5.33,1.75,-3.09,2.28,gem,270_gem
B102301I,2001-10-23T23:54:24,-75.89,-43.5,33.0,5.1,mwc,232.0,45.0,-27.0,342.0,71.0,-132.0,16.0,101.0,39.0,358.0,47.0,209.0,,,,,,,us,270_us
B110301B,2001-11-03T01:43:21,-71.65,-36.25,86.2,5.1,mwc,274.0,33.0,25.0,163.0,77.0,120.0,49.0,106.0,29.0,335.0,26.0,230.0,,,,,,,us,271_us
2317685,2001-11-03T01:43:22,-71.829,-36.202,86.9,5.09,mw,163.0,77.0,120.0,274.0,33.0,25.0,33.75260053922307,285.6757119559843,31.776704006850636,171.22231553398615,40.046861417284006,49.84607909964029,2.27,-2.24,-0.02,-0.09,-4.58,2.28,gem,271_gem
B110601A,2001-11-06T06:12:53,-71.15,-30.44,61.4,5.1,mwc,352.0,37.0,88.0,174.0,53.0,91.0,82.0,90.0,1.0,354.0,8.0,263.0,,,,,,,us,272_us
2299223,2001-11-06T06:12:54,-71.384,-30.454,59.2,5.1,mw,174.0,53.0,91.0,352.0,37.0,88.0,44.85687237608778,269.0649145039472,2.893144665211603,176.18252347378825,44.99716209808335,83.28597055837156,4.89,0.8,-5.68,0.04,-1.58,0.77,gem,272_gem
B022102D,2002-02-21T08:57:46,-67.36,-31.69,120.6,5.4,mwc,131.0,33.0,-149.0,15.0,74.0,-61.0,23.0,83.0,28.0,186.0,52.0,319.0,,,,,,,us,195_us
2903490,2002-02-21T08:57:47,-67.424,-31.671,119.8,5.37,mw,15.0,74.0,-61.0,131.0,33.0,-149.0,40.73283594967483,263.0396293752103,31.730709338923923,25.21311067852173,33.06077396982482,138.94744701647204,-7.13,-1.06,8.19,-6.25,-9.37,-4.49,gem,195_gem
B022102D,2002-02-21T08:57:49,-67.3,-31.77,134.2,5.2,mw,131.0,33.0,-149.0,15.0,74.0,-61.0,23.0,83.0,28.0,186.0,52.0,319.0,-7.131e+16,-1.059e+16,8.19e+16,-6.245e+16,-9.371e+16,-4.49e+16,gcmt,195_gcmt
2903943,2002-03-03T07:16:15,-76.119,-45.837,10.0,5.9,mw,79.0,86.0,-171.0,349.0,81.0,-4.0,3.0,214.0,81.0,102.0,9.0,304.0,-18300000000.0,42600000000.0,-24400000000.0,-11100000000.000002,-3900000000.0,-81600000000.0,neic,196_neic
C030302A,2002-03-03T07:16:15,-76.12,-45.84,10.0,5.9,mwc,258.0,83.0,-176.0,168.0,86.0,-7.0,2.0,213.0,82.0,320.0,8.0,123.0,,,,,,,us,196_us
2903943,2002-03-03T07:16:17,-76.231,-45.798,10.0,5.86,mw,168.0,86.0,-7.0,258.0,83.0,-176.0,7.709879979281681,33.387556127239804,82.00112721196294,197.84307163997028,2.117800484205893,303.1007145530621,-1.1,3.62,-2.52,0.13,0.91,-7.0,gem,196_gem
C030302A,2002-03-03T07:16:19,-76.42,-45.92,15.0,5.6,mw,258.0,83.0,-176.0,168.0,86.0,-7.0,2.0,213.0,82.0,320.0,8.0,123.0,-1.1020000000000002e+17,3.625e+17,-2.522e+17,1.34e+16,9.12e+16,-7e+17,gcmt,196_gcmt
2933451,2002-04-01T19:59:32,-71.384,-29.67,71.0,6.4,mw,25.0,74.0,-123.0,272.0,36.0,-28.0,22.0,140.0,31.0,35.0,50.0,258.0,-214000000000.0,241000000000.0,-27000000000.000004,-25000000000.0,-358000000000.0,182000000000.0,neic,389_neic
pde20020401195932480_71,2002-04-01T19:59:32,-71.384,-29.67,71.0,6.4,mwc,20.0,80.0,-150.0,284.0,61.0,-12.0,25.799549663277283,328.94296194159807,59.95354620014325,182.2516875690717,14.332763140326906,66.03790461308438,,,,,,,us,389_us
2933451,2002-04-01T19:59:33,-71.237,-29.652,69.8,6.34,mw,23.0,79.0,-118.0,274.0,30.0,-22.0,40.40837600698133,315.2052877897976,29.23097399449355,196.7553860819964,35.748850128247135,83.00012939054261,-1.58,2.19,-0.61,-0.06,-3.66,0.98,gem,389_gem
C040102C,2002-04-01T19:59:35,-71.36,-29.74,73.0,6.1,mw,274.0,30.0,-22.0,23.0,79.0,-118.0,29.0,135.0,28.0,29.0,48.0,263.0,-1.577e+18,2.195e+18,-6.18e+17,-6.3e+16,-3.657e+18,9.83e+17,gcmt,389_gcmt
2991626,2002-04-18T16:08:36,-70.586,-27.535,62.0,6.7,mw,180.0,55.0,122.0,313.0,46.0,53.0,64.0,148.0,26.0,341.0,5.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,neic,390_neic
2991626,2002-04-18T16:08:38,-70.489,-27.458,59.3,6.56,mw,253.0,56.0,168.0,350.0,80.0,35.0,17.724529756847637,216.91922727256264,55.73291507260908,334.89596748667213,28.27136988284693,117.02163821144512,3.42,2.46,-5.88,0.63,4.22,-6.35,gem,390_gem
C041802F,2002-04-18T16:08:42,-70.73,-27.44,53.0,6.2,mw,253.0,56.0,168.0,350.0,80.0,35.0,31.0,217.0,54.0,3.0,16.0,117.0,3.424e+18,2.46e+18,-5.884e+18,6.34e+17,4.22e+18,-6.352e+18,gcmt,390_gcmt
3004621,2002-04-27T23:53:53,-67.49,-30.978,25.1,5.21,mw,227.0,71.0,127.0,341.0,41.0,31.0,25.215905487237087,358.28024157855947,40.804145520479615,244.2930525144029,38.73167621518078,110.4710586337469,3.96,3.01,-6.96,-2.95,-3.42,-3.79,gem,273_gem
B042702B,2002-04-27T23:53:53,-67.39,-30.94,33.0,5.2,mwc,341.0,41.0,31.0,227.0,71.0,127.0,50.0,178.0,34.0,33.0,17.0,291.0,,,,,,,us,273_us
pde20020523155215280_52,2002-05-23T15:52:15,-71.197,-30.749,44.0,6.0,mwb,175.0,55.0,90.0,355.0,35.0,90.0,45.00000000000001,265.0,1.828818941841522e-14,355.0,44.99999999999999,85.0,,,,,,,us,197_us
3153476,2002-05-23T15:52:15,-71.197,-30.749,52.1,6.0,mw,31.0,41.0,106.0,190.0,51.0,77.0,78.0,47.0,10.0,199.0,5.0,290.0,104000000000.0,-10000000000.0,-94000000000.0,11000000000.0,-25000000000.0,-37000000000.0,neic,197_neic
3153476,2002-05-23T15:52:16,-71.274,-30.715,51.2,5.92,mw,179.0,55.0,91.0,358.0,35.0,89.0,44.90314250116471,273.06358386722724,2.3928658221907533,180.6767168048577,44.996981220131445,88.28201395638405,8.04,1.48,-9.51,0.01,-3.22,0.23,gem,197_gem
B052302B,2002-05-23T15:52:22,-71.76,-30.91,50.0,5.7,mw,358.0,35.0,89.0,179.0,55.0,91.0,80.0,91.0,0.0,359.0,10.0,269.0,8.037000000000001e+17,1.481e+17,-9.518e+17,1000000000000000.0,-3.216e+17,2.33e+16,gcmt,197_gcmt
3153516,2002-05-24T00:23:15,-70.947,-31.971,60.2,5.7,mw,22.0,50.0,101.0,185.0,41.0,77.0,80.0,348.0,9.0,195.0,4.0,104.0,29700000000.0,8000000000.0,-37600000000.0,4200000000.0,4500000000.0,-12000000000.0,neic,198_neic
B052402A,2002-05-24T00:23:15,-70.95,-31.97,60.2,5.5,mwc,9.0,40.0,107.0,167.0,52.0,76.0,77.0,24.0,11.0,176.0,6.0,267.0,,,,,,,us,198_us
3153516,2002-05-24T00:23:16,-71.129,-32.007,58.5,5.53,mw,9.0,40.0,107.0,167.0,52.0,76.0,26.32777888291315,26.071182045907847,33.98148156107951,135.55479404522674,44.478897621717664,266.99880399193853,2.27,0.09,-2.36,0.48,-0.46,0.08,gem,198_gem
B052402A,2002-05-24T00:23:20,-71.52,-32.17,57.0,5.3,mw,9.0,40.0,107.0,167.0,52.0,76.0,77.0,24.0,11.0,176.0,6.0,267.0,2.272e+17,9400000000000000.0,-2.3650000000000003e+17,4.83e+16,-4.6e+16,7700000000000000.0,gcmt,198_gcmt
3153576,2002-05-28T04:04:22,-66.797,-28.937,22.2,5.9,mw,10.0,57.0,88.0,194.0,33.0,93.0,78.0,274.0,2.0,11.0,12.0,102.0,85399999999.99998,-6300000000.0,-79100000000.0,5000000000.0,37100000000.0,-16400000000.0,neic,391_neic
3153576,2002-05-28T04:04:23,-66.651,-28.974,20.6,5.99,mw,36.0,74.0,101.0,180.0,19.0,55.0,42.98972910879705,141.44329798976298,12.401487548269996,39.61506121636285,44.36596513470352,297.1949629917246,6.28,-0.37,-5.9,6.47,7.48,-1.66,gem,391_gem
C052802A,2002-05-28T04:04:28,-66.81,-29.15,15.0,5.7,mw,180.0,19.0,55.0,36.0,74.0,101.0,59.0,322.0,11.0,213.0,29.0,117.0,6.275e+17,-3.67e+16,-5.909e+17,6.475e+17,7.481e+17,-1.655e+17,gcmt,391_gcmt
pde20020618135622830_54,2002-06-18T13:56:22,-71.124,-30.805,54.0,6.6,mwb,175.0,60.0,90.0,355.0,30.0,90.0,44.99999999999999,265.0,1.3517357396219947e-14,355.0,44.99999999999999,85.0,,,,,,,us,199_us
3192090,2002-06-18T13:56:22,-71.124,-30.805,54.0,6.6,mw,23.0,42.0,117.0,168.0,53.0,67.0,71.0,21.0,18.0,182.0,6.0,273.0,663000000000.0,281000000000.0,-940000000000.0,133000000000.0,-174000000000.0,-88000000000.0,neic,199_neic
3192090,2002-06-18T13:56:23,-71.147,-30.807,54.4,6.43,mw,166.0,61.0,87.0,353.0,29.0,96.0,44.607960540198015,248.36604641981995,4.938012344743897,343.2549677789166,44.96749938981407,78.20578835645205,4.46,0.08,-4.54,0.81,-2.76,0.87,gem,199_gem
C061802C,2002-06-18T13:56:30,-71.63,-31.04,57.0,6.0,mw,353.0,29.0,96.0,166.0,61.0,87.0,74.0,68.0,3.0,168.0,16.0,259.0,4.465e+18,7.8e+16,-4.543e+18,8.09e+17,-2.759e+18,8.68e+17,gcmt,199_gcmt
3187914,2002-06-23T11:10:42,-71.166,-30.842,67.1,5.4,mw,4.0,45.0,-95.0,190.0,45.0,-85.0,0.0,277.0,3.0,7.0,87.0,182.0,-14800000000.0,-1400000000.0000002,16100000000.0,800000000.0,0.0,2100000000.0,neic,200_neic
B062302A,2002-06-23T11:10:42,-71.17,-30.84,67.1,5.2,mwc,334.0,42.0,-113.0,184.0,52.0,-71.0,5.0,260.0,15.0,351.0,74.0,152.0,,,,,,,us,200_us
3187914,2002-06-23T11:10:43,-71.266,-30.843,68.7,5.22,mw,184.0,52.0,-71.0,334.0,42.0,-113.0,44.0164284209484,80.63335898499668,40.148985533969984,225.2271581129524,18.570630152038408,331.6904765711167,-7.84,-0.09,7.93,1.93,1.76,-1.66,gem,200_gem
B062302A,2002-06-23T11:10:44,-71.54,-31.49,90.9,5.6,mw,334.0,42.0,-113.0,184.0,52.0,-71.0,5.0,260.0,15.0,351.0,74.0,152.0,-7.84e+16,-900000000000000.0,7.93e+16,1.928e+16,1.763e+16,-1.657e+16,gcmt,200_gcmt
3208254,2002-07-02T20:21:00,-67.76,-31.149,27.0,5.5,mw,59.0,80.0,147.0,156.0,57.0,12.0,31.0,12.0,55.0,224.0,15.0,111.0,4500000000.0,10600000000.0,-15100000000.0,9000000000.0,3400000000.0000005,-9300000000.0,neic,201_neic
B070202D,2002-07-02T20:21:00,-67.76,-31.15,27.0,5.5,mwc,156.0,40.0,15.0,54.0,81.0,129.0,41.0,1.0,38.0,227.0,25.0,115.0,,,,,,,us,201_us
3208254,2002-07-02T20:21:01,-67.979,-31.241,22.9,5.5,mw,54.0,81.0,129.0,156.0,40.0,15.0,29.719364831407148,180.00217932688722,39.81499964507383,61.58698357581744,35.92407749236298,294.43232127650094,0.53,0.94,-1.46,1.56,0.61,-0.57,gem,201_gem
B070202D,2002-07-02T20:21:05,-68.19,-31.43,27.0,5.0,mw,156.0,40.0,15.0,54.0,81.0,129.0,41.0,1.0,38.0,227.0,25.0,115.0,5.26e+16,9.37e+16,-1.463e+17,1.561e+17,6.08e+16,-5.709999999999999e+16,gcmt,201_gcmt
3229300,2002-07-18T21:53:14,-79.995,-44.707,10.0,5.19,mw,119.0,68.0,117.0,246.0,34.0,42.0,31.145415843016423,246.41807126131084,32.40656307585119,133.86057444384068,41.85835876510668,9.199328770594434,4.36,-7.13,2.76,4.07,-2.52,1.03,gem,392_gem
pde20020924035722280_119,2002-09-24T03:57:22,-69.2,-31.519,116.0,6.3,mwc,35.0,45.0,-90.0,215.0,45.0,-90.0,45.000000000000014,305.0,17.3137416939303,196.83657476200855,39.89850481718888,91.72903174807708,,,,,,,us,202_us
3379719,2002-09-24T03:57:22,-69.2,-31.519,119.6,6.3,mw,5.0,41.0,-95.0,192.0,50.0,-86.0,4.0,279.0,3.0,9.0,84.0,136.0,-353000000000.0,15000000000.0,338000000000.0,29000000000.0,51000000000.0,49000000000.0,neic,202_neic
3379719,2002-09-24T03:57:23,-69.095,-31.401,115.5,6.24,mw,27.0,39.0,-94.0,212.0,51.0,-87.0,44.97205718931628,299.8431912430071,11.572998418566732,41.64809340595497,42.71955868680234,142.54803846553295,-2.63,0.57,2.06,0.39,0.46,1.28,gem,202_gem
C092402B,2002-09-24T03:57:26,-69.12,-31.48,119.9,6.2,mw,27.0,39.0,-94.0,212.0,51.0,-87.0,6.0,300.0,2.0,30.0,83.0,141.0,-2.633e+18,5.68e+17,2.065e+18,3.91e+17,4.63e+17,1.278e+18,gcmt,202_gcmt
B093002B,2002-09-30T13:05:58,-70.83,-35.23,95.6,5.2,mwc,222.0,23.0,-73.0,23.0,68.0,-97.0,23.0,119.0,7.0,26.0,66.0,281.0,,,,,,,us,203_us
3427294,2002-09-30T13:05:59,-70.88,-35.148,96.6,5.25,mw,23.0,68.0,-97.0,222.0,23.0,-73.0,44.78349683338445,298.35968419048584,8.975103824654028,199.34138350967905,43.82172445683229,100.62328241336412,-7.02,2.65,4.37,-2.09,-6.47,2.43,gem,203_gem
B093002B,2002-09-30T13:06:01,-71.07,-35.17,113.9,5.4,mw,222.0,23.0,-73.0,23.0,68.0,-97.0,23.0,119.0,7.0,26.0,66.0,281.0,-7.017e+16,2.646e+16,4.372e+16,-2.087e+16,-6.472000000000001e+16,2.426e+16,gcmt,203_gcmt
B100602E,2002-10-06T11:21:38,-71.21,-28.71,27.2,5.3,mwc,348.0,27.0,70.0,190.0,65.0,100.0,69.0,120.0,9.0,6.0,19.0,273.0,,,,,,,us,393_us
3471300,2002-10-06T11:21:39,-71.397,-28.671,24.2,5.29,mw,190.0,65.0,100.0,348.0,27.0,70.0,42.10594618452066,299.5094634988748,13.872234685190538,196.61283621961945,44.59554638847042,92.51971707141178,7.6,1.25,-8.85,-1.73,-6.34,-0.02,gem,393_gem
3522120,2002-10-31T20:36:52,-75.053,-40.117,10.0,5.13,mw,27.0,53.0,-114.0,244.0,43.0,-61.0,43.389675216139445,313.7853714810016,42.76855846941132,162.81071801054418,15.001146428588989,58.45918155935988,-5.78,3.04,2.73,0.91,-2.36,2.88,gem,274_gem
B103102F,2002-10-31T20:36:54,-74.72,-40.1,33.0,5.1,mwc,244.0,43.0,-61.0,27.0,53.0,-114.0,5.0,134.0,19.0,43.0,70.0,239.0,,,,,,,us,274_us
6129198,2002-11-09T06:05:57,-75.691,-48.121,20.0,5.62,mw,1.0,10.0,89.0,182.0,80.0,90.0,44.99960015031874,92.23277818198738,0.1847797416393719,2.0480000584659592,44.99980393433044,271.86322062053387,1.32,-0.4,-0.92,-0.11,-3.08,-0.01,gem,394_gem
B120402F,2002-12-04T21:03:03,-67.6,-30.06,29.5,4.9,mwc,285.0,28.0,62.0,135.0,65.0,104.0,67.0,71.0,13.0,309.0,19.0,215.0,,,,,,,us,395_us
B121202A,2002-12-12T04:03:16,-67.3,-31.8,126.0,5.3,mwc,245.0,33.0,8.0,148.0,86.0,123.0,40.0,89.0,33.0,326.0,33.0,211.0,,,,,,,us,204_us
6256775,2002-12-12T04:03:17,-67.279,-31.814,125.9,5.25,mw,148.0,86.0,123.0,245.0,33.0,8.0,35.23818084140726,268.1129776718404,33.16496908160085,150.6192024535655,37.33627902687217,30.71875304937828,1.48,-5.94,4.45,1.24,-8.69,0.6,gem,204_gem
B121202A,2002-12-12T04:03:20,-67.28,-31.86,132.5,5.1,mw,245.0,33.0,8.0,148.0,86.0,123.0,40.0,89.0,33.0,326.0,33.0,211.0,1.482e+16,-5.94e+16,4.459e+16,1.236e+16,-8.694000000000002e+16,5960000000000000.0,gcmt,204_gcmt
B122602C,2002-12-26T22:20:20,-68.57,-31.23,112.4,5.2,mwc,347.0,37.0,-81.0,156.0,54.0,-97.0,9.0,251.0,6.0,160.0,80.0,37.0,,,,,,,us,205_us
6264803,2002-12-26T22:20:21,-68.565,-31.155,111.1,5.23,mw,156.0,54.0,-97.0,347.0,37.0,-81.0,44.856745035358045,71.0019720505129,17.381700122225126,322.85419898643266,40.004721326584026,217.62341949383068,-9.99,3.4,6.58,-2.12,1.98,-1.02,gem,205_gem
B122602C,2002-12-26T22:20:24,-68.55,-31.46,122.5,5.2,mw,347.0,37.0,-81.0,156.0,54.0,-97.0,9.0,251.0,6.0,160.0,80.0,37.0,-9.987e+16,3.4e+16,6.587e+16,-2.118e+16,1.982e+16,-1.017e+16,gcmt,205_gcmt
B010703A,2003-01-07T00:54:51,-70.05,-33.76,110.8,5.7,mwc,199.0,28.0,-70.0,356.0,64.0,-100.0,19.0,94.0,9.0,1.0,69.0,246.0,,,,,,,us,206_us
6532247,2003-01-07T00:54:52,-70.255,-33.811,106.2,5.69,mw,199.0,28.0,-70.0,356.0,64.0,-100.0,44.58481279715371,94.2509490028608,14.838849580487556,349.1141346544128,41.64963337387735,245.48521161547671,-3.17,-0.19,3.37,0.46,-2.52,0.46,gem,206_gem
B010703A,2003-01-07T00:54:55,-70.22,-33.6,112.8,6.0,mw,199.0,28.0,-70.0,356.0,64.0,-100.0,19.0,94.0,9.0,1.0,69.0,246.0,-3.17e+17,-1.92e+16,3.37e+17,4.58e+16,-2.52e+17,4.55e+16,gcmt,206_gcmt
6533658,2003-01-09T09:49:08,-79.376,-44.52,15.0,5.9,mw,169.0,84.0,-2.0,259.0,88.0,-174.0,5.629770784055253,33.9649799122713,83.69022790624588,240.90371490389663,2.8401917002221717,124.2451838301215,-0.62,3.64,-3.01,0.82,0.35,-7.95,gem,396_gem
B022803A,2003-02-28T01:40:22,-73.18,-35.33,33.8,5.3,mwc,26.0,18.0,115.0,180.0,74.0,82.0,60.0,79.0,7.0,182.0,29.0,276.0,,,,,,,us,207_us
6596544,2003-02-28T01:40:23,-73.037,-35.355,15.0,5.34,mw,26.0,18.0,115.0,180.0,74.0,82.0,43.9541535829768,78.60856029036552,8.877083998142883,177.26943677429858,44.68121225119286,276.154781130772,0.67,0.03,-0.7,0.05,-1.1,-0.16,gem,207_gem
B022803A,2003-02-28T01:40:25,-73.56,-35.41,15.0,5.1,mw,26.0,18.0,115.0,180.0,74.0,82.0,60.0,79.0,7.0,182.0,29.0,276.0,6.66e+16,3400000000000000.0,-6.999999999999999e+16,4800000000000000.0,-1.1000000000000002e+17,-1.63e+16,gcmt,207_gcmt
B041403A,2003-04-14T14:42:31,-72.58,-35.34,33.0,5.2,mwc,18.0,44.0,158.0,124.0,75.0,48.0,44.0,353.0,40.0,137.0,19.0,244.0,,,,,,,us,208_us
