id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,duplicate_id
7000lzib,2024-02-15T23:59:42,-71.8517,-29.2704,11.5,5.0,mww,14.05,14.9,108.78,174.66,75.91,85.1,59.0,78.0,5.0,176.0,31.0,269.0,1.6802e+16,1754000000000000.0,-1.8556e+16,3635000000000000.0,-3.2404e+16,-1255000000000000.0,us,1316_us
202403120342A,2024-03-12T03:42:00,-72.67,-33.9,17.0,5.2,mw,357.0,18.0,76.0,192.0,72.0,95.0,62.0,109.0,,,27.0,278.0,,,,,,,gmt,1317_gmt
7000m4sw,2024-03-12T03:42:37,-72.8952,-33.824,17.5,5.1,mww,187.74,82.18,91.6,356.14,7.99,78.5,53.0,100.0,2.0,8.0,37.0,276.0,1.9333e+16,-5240000000000000.0,-1.4093e+16,-8430000000000000.0,-5.8542e+16,507000000000000.0,us,1317_us
C202403120342A,2024-03-12T03:42:38,-72.67,-33.9,17.2,5.1,mw,357.0,18.0,76.0,192.0,72.0,95.0,62.0,109.0,4.0,11.0,27.0,279.0,3.96e+16,-859999999999999.9,-3.87e+16,-1.3700000000000002e+16,-5.38e+16,-3050000000000000.0,gcmt,1317_gcmt
7000m9js,2024-04-03T06:35:00,-73.8259,-36.0643,13.0,4.9,mwr,12.7,38.24,77.79,208.1,52.78,99.46,79.0,158.0,8.0,22.0,7.0,291.0,2.9693e+16,-2023000000000000.0,-2.767e+16,-6513000000000000.0,-6103000000000000.0,-1.1177e+16,us,1318_us
202404031351A,2024-04-03T13:51:00,-73.0,-36.97,43.0,5.3,mw,18.0,34.0,108.0,176.0,58.0,78.0,74.0,55.0,,,12.0,275.0,,,,,,,gmt,1319_gmt
C202404031351A,2024-04-03T13:52:00,-73.0,-36.97,43.2,5.2,mw,18.0,34.0,108.0,176.0,58.0,78.0,74.0,55.0,10.0,182.0,13.0,274.0,9.84e+16,-4300000000000000.0,-9.41e+16,1.67e+16,-4.7e+16,-1.17e+16,gcmt,1319_gcmt
7000m9lk,2024-04-03T13:52:02,-72.8961,-36.9623,45.5,5.2,mww,174.9,55.79,86.11,1.79,34.4,95.7,79.0,71.0,3.0,177.0,11.0,268.0,8.18e+16,-1.6612e+16,-6.5188e+16,7009000000000000.0,-2.8578e+16,849000000000000.0,us,1319_us
202405130918A,2024-05-13T09:18:00,-73.31,-35.44,18.0,5.2,mw,16.0,19.0,94.0,192.0,71.0,89.0,64.0,100.0,,,26.0,283.0,,,,,,,gmt,1320_gmt
C202405130918A,2024-05-13T09:18:58,-73.31,-35.44,18.4,5.2,mw,16.0,19.0,94.0,192.0,71.0,89.0,64.0,100.0,1.0,192.0,26.0,283.0,4.81e+16,300000000000000.0,-4.84e+16,-1.25e+16,-6.28e+16,-1.25e+16,gcmt,1320_gcmt
6000my8g,2024-05-13T09:18:58,-73.276,-35.4877,15.5,5.2,mww,16.82,14.81,95.54,191.09,75.26,88.54,60.0,99.0,1.0,191.0,30.0,282.0,3.6539e+16,-1006000000000000.0,-3.5532e+16,-1.2184e+16,-6.448e+16,-9060000000000000.0,us,1320_us
6000myfh,2024-05-14T03:18:43,-71.7021,-28.6797,25.5,4.9,mww,165.98,58.68,103.76,320.76,33.92,68.66,73.0,110.0,12.0,339.0,13.0,246.0,1.7344e+16,1723000000000000.0,-1.9067e+16,1643000000000000.0,-1.0187e+16,1.2382e+16,us,1321_us
202408182331A,2024-08-18T23:31:00,-74.03,-37.15,15.0,5.1,mw,9.0,20.0,92.0,187.0,70.0,89.0,65.0,96.0,,,25.0,277.0,,,,,,,gmt,1322_gmt
C202408182331A,2024-08-18T23:32:04,-74.03,-37.15,14.8,5.2,mw,9.0,20.0,92.0,187.0,70.0,89.0,65.0,96.0,1.0,188.0,25.0,278.0,3.91e+16,3340000000000000.0,-4.24e+16,-5880000000000000.0,-4.72e+16,-6740000000000000.0,gcmt,1322_gcmt
7000n7us,2024-08-18T23:32:08,-73.8718,-37.0912,11.5,5.2,mww,13.0,9.58,100.49,182.37,80.58,88.24,54.0,90.0,2.0,183.0,36.0,274.0,2.1255e+16,2775000000000000.0,-2.403e+16,-2539000000000000.0,-6.6637e+16,-3277000000000000.0,us,1322_us
202408261621A,2024-08-26T16:21:00,-73.85,-44.93,72.0,5.1,mw,235.0,46.0,10.0,138.0,83.0,135.0,35.0,86.0,,,24.0,195.0,,,,,,,gmt,1323_gmt
C202408261621A,2024-08-26T16:21:51,-73.85,-44.93,72.0,5.0,mw,235.0,46.0,10.0,138.0,83.0,135.0,35.0,86.0,45.0,311.0,24.0,195.0,8650000000000000.0,-4.15e+16,3.29e+16,2.06e+16,-3.13e+16,8010000000000000.0,gcmt,1323_gcmt
6000nmw5,2024-08-26T16:21:55,-73.6335,-44.8383,60.5,5.0,mww,143.07,86.32,128.84,237.63,38.98,5.85,37.0,87.0,39.0,320.0,30.0,202.0,4439000000000000.0,-2.8239e+16,2.3801e+16,1.9251e+16,-2.8364e+16,9922000000000000.0,us,1323_us
6000nnvk,2024-08-31T13:04:47,-71.7061,-29.8363,27.0,5.0,mwr,1.52,24.84,92.89,178.34,65.2,88.66,70.0,86.0,1.0,179.0,20.0,269.0,3.1435e+16,4208000000000000.0,-3.5643e+16,1126000000000000.0,-2.8505e+16,162000000000000.0,us,1324_us
C202408311304B,2024-08-31T13:04:52,-71.82,-29.78,35.0,5.0,mw,360.0,30.0,86.0,185.0,60.0,92.0,75.0,101.0,2.0,3.0,15.0,273.0,8.03e+16,8799999999999998.0,-8.91e+16,-5500000000000000.0,-4.9e+16,-3800000000000000.0,gcmt,1324_gcmt
6000npeh,2024-09-03T01:16:46,-76.7354,-45.5919,11.5,4.9,mww,165.66,55.37,-100.55,3.81,36.01,-75.15,10.0,263.0,9.0,172.0,77.0,41.0,-2.263e+16,-718000000000000.0,2.3347e+16,-4560000000000000.0,7731000000000000.0,-2265000000000000.0,us,1325_us
202409030121A,2024-09-03T01:21:00,-76.8,-45.56,12.0,5.3,mw,327.0,48.0,-120.0,188.0,50.0,-61.0,1.0,258.0,,,68.0,165.0,,,,,,,gmt,1326_gmt
C202409030121A,2024-09-03T01:21:42,-76.8,-45.56,12.0,5.3,mw,327.0,48.0,-120.0,188.0,50.0,-61.0,1.0,258.0,22.0,348.0,68.0,166.0,-9e+16,5200000000000000.0,8.48e+16,4.25e+16,1.12e+16,-1.89e+16,gcmt,1326_gcmt
6000npej,2024-09-03T01:21:50,-76.5418,-45.5777,11.5,5.3,mww,159.49,33.27,-106.23,358.68,58.21,-79.61,13.0,81.0,9.0,173.0,75.0,297.0,-8.664e+16,4260000000000000.0,8.238e+16,-9031000000000000.0,-4.2495e+16,-1.6063e+16,us,1326_us
6000nq0y,2024-09-06T10:13:00,-69.4882,-28.6948,120.5,5.7,mww,349.59,40.47,88.67,171.34,49.54,91.13,85.0,91.0,1.0,351.0,5.0,261.0,4.1432e+17,-5.131e+16,-3.6301e+17,3480000000000000.0,-6.303e+16,5.404e+16,us,1327_us
C202409061012A,2024-09-06T10:13:01,-69.41,-28.71,128.2,5.7,mw,10.0,42.0,96.0,182.0,49.0,85.0,85.0,49.0,4.0,185.0,4.0,276.0,4.57e+17,-5.8e+16,-3.99e+17,2.7900000000000004e+16,-5.639999999999999e+16,-3.6e+16,gcmt,1327_gcmt
C202409212124A,2024-09-21T21:24:33,-66.85,-32.0,153.2,6.0,mw,115.0,54.0,-134.0,354.0,54.0,-46.0,0.0,55.0,34.0,145.0,56.0,325.0,-7.92e+17,1.19e+17,6.73e+17,-3.58e+17,-2.58e+17,-7.94e+17,gcmt,1328_gcmt
202409221846A,2024-09-22T18:46:00,-71.37,-32.01,83.0,5.1,mw,90.0,24.0,-9.0,189.0,86.0,-113.0,37.0,299.0,,,44.0,75.0,,,,,,,gmt,1329_gmt
6000ntqb,2024-09-22T18:46:40,-71.5737,-32.0514,35.5,5.1,mww,132.58,3.89,39.48,3.17,87.53,93.0,47.0,276.0,3.0,183.0,42.0,90.0,3403000000000000.0,2884000000000000.0,-6287000000000000.0,2920000000000000.0,5.4257e+16,2374000000000000.0,us,1329_us
C202409221846A,2024-09-22T18:46:41,-71.37,-32.01,83.2,5.1,mw,90.0,24.0,-9.0,189.0,86.0,-113.0,37.0,299.0,23.0,190.0,44.0,76.0,-7720000000000000.0,1.16e+16,-3910000000000000.0,930000000000000.0,4.4e+16,1.7e+16,gcmt,1329_gcmt
C202409230236A,2024-09-23T02:36:43,-71.41,-29.79,75.2,5.4,mw,331.0,35.0,-81.0,140.0,55.0,-96.0,10.0,235.0,5.0,144.0,79.0,28.0,-1.25e+17,3.5e+16,9.04e+16,-3.7e+16,3.4100000000000004e+16,-7.21e+16,gcmt,1330_gcmt
6000ntsj,2024-09-23T02:36:45,-71.1602,-29.7073,60.5,5.4,mww,143.18,48.5,-101.13,339.72,42.71,-77.69,3.0,241.0,8.0,151.0,81.0,350.0,-1.7127e+17,4.851e+16,1.2275e+17,-3.29e+16,800000000000000.0,-5.65e+16,us,1330_us
C202409240058A,2024-09-24T00:58:53,-65.67,-31.56,174.4,5.0,mw,185.0,67.0,-6.0,278.0,85.0,-157.0,12.0,49.0,66.0,290.0,20.0,144.0,-1.14e+16,-4730000000000000.0,1.6200000000000002e+16,2.01e+16,-3250000000000000.0,-4.99e+16,gcmt,1331_gcmt
202410202259A,2024-10-20T22:59:00,-68.73,-30.9,117.0,5.7,mw,178.0,45.0,-106.0,20.0,48.0,-75.0,1.0,99.0,,,79.0,4.0,,,,,,,gmt,1332_gmt
C202410202259A,2024-10-20T22:59:43,-68.73,-30.9,117.5,5.7,mw,178.0,45.0,-106.0,20.0,48.0,-75.0,1.0,99.0,11.0,189.0,79.0,2.0,-4.62e+17,4500000000000000.0,4.58e+17,-9.68e+16,-8200000000000000.0,7.22e+16,gcmt,1332_gcmt
6000nzxj,2024-10-20T22:59:45,-68.7596,-30.867,90.5,5.7,mww,8.83,47.37,-87.08,184.52,42.71,-93.16,2.0,97.0,2.0,187.0,87.0,319.0,-4.9615e+17,3.319e+16,4.6296e+17,-2.42e+16,-3.675e+16,5.087e+16,us,1332_us
7000nmum,2024-10-24T11:45:41,-71.851,-28.6901,13.5,4.9,mww,175.93,50.06,111.61,324.25,44.53,66.26,73.0,151.0,16.0,342.0,3.0,251.0,2.3013e+16,1523000000000000.0,-2.4536e+16,-4571000000000000.0,-4326000000000000.0,1.0684e+16,us,1333_us
202411030404A,2024-11-03T04:04:00,-69.4,-35.76,197.0,5.5,mw,187.0,26.0,-124.0,44.0,69.0,-75.0,22.0,122.0,,,63.0,338.0,,,,,,,gmt,1334_gmt
C202411030404A,2024-11-03T04:04:07,-69.4,-35.76,196.8,5.4,mw,187.0,26.0,-124.0,44.0,69.0,-75.0,23.0,123.0,14.0,219.0,63.0,338.0,-1.55e+17,1.61e+16,1.3799999999999998e+17,-1.3600000000000002e+17,-1.08e+17,7.88e+16,gcmt,1334_gcmt
7000npn0,2024-11-03T04:04:08,-69.5173,-35.7026,190.5,5.4,mww,41.58,68.95,-80.77,197.23,22.9,-112.63,23.0,124.0,9.0,218.0,65.0,327.0,-1.2867e+17,3.487e+16,9.379e+16,-9.826e+16,-8.751e+16,3.861e+16,us,1334_us
202411081137A,2024-11-08T11:37:00,-75.63,-46.72,12.0,6.3,mw,10.0,28.0,87.0,193.0,62.0,92.0,73.0,107.0,,,17.0,282.0,,,,,,,gmt,1335_gmt
C202411081137A,2024-11-08T11:38:07,-75.63,-46.72,12.0,6.3,mw,10.0,28.0,87.0,193.0,62.0,92.0,73.0,107.0,1.0,13.0,17.0,282.0,3.09e+18,5.9e+16,-3.15e+18,-5.28e+17,-2.04e+18,-6.94e+17,gcmt,1335_gcmt
202411261233A,2024-11-26T12:33:00,-71.45,-30.53,56.0,5.1,mw,3.0,34.0,100.0,171.0,56.0,83.0,77.0,59.0,,,11.0,266.0,,,,,,,gmt,1336_gmt
C202411261233A,2024-11-26T12:33:13,-71.45,-30.53,55.8,5.1,mw,3.0,34.0,100.0,171.0,56.0,83.0,78.0,58.0,6.0,175.0,11.0,266.0,4.64e+16,1540000000000000.0,-4.8e+16,6160000000000000.0,-1.86e+16,2560000000000000.0,gcmt,1336_gcmt
7000nu8n,2024-11-26T12:33:13,-71.0347,-30.4518,50.5,5.1,mww,170.68,58.23,88.13,354.22,31.82,93.01,77.0,75.0,2.0,172.0,13.0,262.0,4.4428e+16,2787000000000000.0,-4.7214e+16,4454000000000000.0,-2.2596e+16,6826000000000000.0,us,1336_us
202412070626A,2024-12-07T06:26:00,-73.55,-38.97,30.0,5.3,mw,102.0,36.0,53.0,326.0,62.0,114.0,65.0,276.0,,,14.0,38.0,,,,,,,gmt,1337_gmt
C202412070626A,2024-12-07T06:26:28,-73.55,-38.97,29.9,5.3,mw,102.0,36.0,53.0,326.0,62.0,114.0,64.0,277.0,21.0,134.0,14.0,39.0,9.52e+16,-7.31e+16,-2.21e+16,-1.99e+16,6.59e+16,6.730000000000001e+16,gcmt,1337_gcmt
7000nwtv,2024-12-07T06:26:35,-73.1903,-38.9157,25.5,5.3,mww,108.97,41.29,53.8,333.23,57.83,117.42,65.0,294.0,23.0,138.0,9.0,44.0,1.0061e+17,-6.015e+16,-4.046e+16,9050000000000000.0,5.881e+16,6.254e+16,us,1337_us
202412132338A,2024-12-13T23:38:00,-70.79,-35.36,115.0,6.4,mw,235.0,20.0,-53.0,16.0,74.0,-103.0,28.0,116.0,,,59.0,269.0,,,,,,,gmt,1338_gmt
7000nyqr,2024-12-13T23:38:22,-70.7316,-35.3393,120.5,6.4,mww,16.2,76.16,-98.36,227.76,16.13,-59.45,31.0,113.0,8.0,18.0,58.0,275.0,-2.0874e+18,5.091e+17,1.5783e+18,-9.561e+17,-3.8613e+18,1.0976e+18,us,1338_us
C202412132338A,2024-12-13T23:38:22,-70.79,-35.36,115.0,6.4,mw,235.0,20.0,-53.0,16.0,74.0,-103.0,28.0,116.0,12.0,19.0,59.0,268.0,-2.1800000000000005e+18,2.7800000000000003e+17,1.9e+18,-9.08e+17,-3.68e+18,1.69e+18,gcmt,1338_gcmt
C202412242242A,2024-12-24T22:42:31,-67.32,-28.24,152.7,5.9,mw,154.0,40.0,-129.0,21.0,60.0,-62.0,11.0,91.0,24.0,186.0,63.0,339.0,-7.16e+17,-3.59e+17,1.07e+18,-2.47e+17,-3.43e+17,-1.1e+16,gcmt,1339_gcmt
6000pfi3,2024-12-24T22:42:34,-67.4617,-28.2519,150.5,5.9,mww,152.05,37.61,-126.88,15.5,60.78,-65.18,12.0,88.0,21.0,183.0,65.0,330.0,-6.2934e+17,-2.7133e+17,9.0067e+17,-1.8988e+17,-3.6263e+17,-8.993e+16,us,1339_us
C202412300541A,2024-12-30T05:41:03,-72.06,-29.96,19.6,5.5,mw,1.0,21.0,103.0,167.0,70.0,85.0,65.0,68.0,5.0,168.0,25.0,261.0,2.12e+17,-1500000000000000.0,-2.1e+17,6.69e+16,-2.4e+17,2.23e+16,gcmt,1340_gcmt
6000pgf5,2024-12-30T05:41:06,-71.9768,-29.6598,11.5,5.5,mww,165.23,72.81,89.18,348.01,17.21,92.66,62.0,74.0,1.0,165.0,28.0,256.0,1.112e+17,1.96e+16,-1.308e+17,4.719e+16,-1.7758e+17,3.891e+16,us,1340_us
202502110224A,2025-02-11T02:24:00,-75.13,-37.33,17.0,5.2,mw,358.0,45.0,-109.0,204.0,48.0,-72.0,2.0,281.0,,,77.0,185.0,,,,,,,gmt,1341_gmt
C202502110224A,2025-02-11T02:24:10,-75.13,-37.33,17.0,5.2,mw,358.0,45.0,-109.0,204.0,48.0,-72.0,1.0,281.0,13.0,12.0,77.0,186.0,-8.64e+16,-5900000000000000.0,9.23e+16,1.98e+16,100000000000000.0,2.02e+16,gcmt,1341_gcmt
7000pcsz,2025-02-11T02:24:11,-75.0206,-37.2709,11.5,5.2,mww,359.32,46.62,-111.81,209.54,47.56,-68.54,0.0,285.0,16.0,15.0,74.0,193.0,-7.4194e+16,-4854000000000000.0,7.9048e+16,1.9012e+16,-3547000000000000.0,2.3157e+16,us,1341_us
202502160708A,2025-02-16T07:08:00,-74.14,-38.6,23.0,5.1,mw,11.0,28.0,94.0,186.0,62.0,88.0,73.0,91.0,,,17.0,278.0,,,,,,,gmt,1342_gmt
C202502160708A,2025-02-16T07:08:46,-74.14,-38.6,22.7,5.0,mw,11.0,28.0,94.0,186.0,62.0,88.0,73.0,91.0,2.0,187.0,17.0,278.0,4.6e+16,1510000000000000.0,-4.75e+16,-2550000000000000.0,-3.26e+16,-7170000000000000.0,gcmt,1342_gcmt
7000pe2h,2025-02-16T07:08:50,-73.7065,-38.5098,11.5,5.0,mww,175.23,72.14,82.32,18.97,19.39,112.53,62.0,74.0,7.0,178.0,27.0,271.0,2.1219e+16,1269000000000000.0,-2.2488e+16,3885000000000000.0,-2.9715e+16,-2846000000000000.0,us,1342_us
202502222220A,2025-02-22T22:20:00,-77.05,-45.6,12.0,5.4,mw,79.0,66.0,-174.0,347.0,85.0,-24.0,13.0,35.0,,,21.0,300.0,,,,,,,gmt,1343_gmt
C202502222220A,2025-02-22T22:20:25,-77.05,-45.6,12.0,5.4,mw,79.0,66.0,-174.0,347.0,85.0,-24.0,13.0,36.0,66.0,156.0,20.0,301.0,-3.63e+16,8.08e+16,-4.45e+16,1.7299999999999998e+16,-6.61e+16,-1.54e+17,gcmt,1343_gcmt
7000pfih,2025-02-22T22:20:31,-76.7737,-45.5464,11.5,5.4,mww,345.81,75.37,-16.25,80.02,74.29,-164.79,1.0,33.0,68.0,125.0,22.0,303.0,-2380000000000000.0,6.694e+16,-6.456e+16,-3.868e+16,-6.328e+16,-1.4605e+17,us,1343_us
202502241226A,2025-02-24T12:26:00,-77.6,-45.71,15.0,5.1,mw,346.0,79.0,-10.0,78.0,81.0,-169.0,1.0,212.0,,,15.0,302.0,,,,,,,gmt,1344_gmt
C202502241226A,2025-02-24T12:26:02,-77.6,-45.71,15.1,5.1,mw,346.0,79.0,-10.0,78.0,81.0,-169.0,1.0,211.0,75.0,117.0,14.0,302.0,-5120000000000000.0,2.94e+16,-2.42e+16,-8660000000000000.0,-1.15e+16,-5.31e+16,gcmt,1344_gcmt
202503182117A,2025-03-18T21:17:00,-71.42,-30.14,77.0,5.2,mw,2.0,39.0,-104.0,200.0,53.0,-79.0,7.0,282.0,,,79.0,155.0,,,,,,,gmt,1345_gmt
6000pzn5,2025-03-18T21:17:51,-71.0352,-30.0133,70.5,5.3,mww,180.08,59.66,-76.97,335.48,32.77,-111.06,14.0,261.0,11.0,353.0,72.0,121.0,-8.9528e+16,1.3993e+16,7.5536e+16,1.5486e+16,4.6978e+16,-1.6338e+16,us,1345_us
C202503182117A,2025-03-18T21:17:52,-71.42,-30.14,76.8,5.3,mw,2.0,39.0,-104.0,200.0,53.0,-79.0,7.0,282.0,8.0,13.0,79.0,153.0,-8.76e+16,0.0,8.77e+16,1.7499999999999998e+16,1.91e+16,1.79e+16,gcmt,1345_gcmt
C202503240435A,2025-03-24T04:35:11,-71.4,-29.65,81.0,5.1,mw,150.0,41.0,-93.0,334.0,49.0,-87.0,4.0,62.0,2.0,152.0,86.0,270.0,-5.71e+16,1.04e+16,4.67e+16,1840000000000000.0,-7380000000000000.0,-2.64e+16,gcmt,1346_gcmt
7000pm5f,2025-03-24T04:35:12,-71.3597,-29.6618,70.5,5.1,mww,145.71,38.45,-91.79,328.0,51.57,-88.58,7.0,57.0,1.0,147.0,83.0,247.0,-5.7999e+16,1.6374e+16,4.1625e+16,6583000000000000.0,-1.2174e+16,-2.8715e+16,us,1346_us
7000pun2,2025-04-24T03:20:20,-71.5289,-30.7266,23.5,5.1,mww,9.74,32.99,95.09,183.67,57.16,86.7,78.0,83.0,3.0,185.0,12.0,276.0,4.3357e+16,6629000000000000.0,-4.9986e+16,-275000000000000.0,-2.1236e+16,-6506000000000000.0,us,1347_us
7000pwdl,2025-05-01T16:04:54,-67.4216,-28.5033,25.5,5.4,mww,145.92,28.37,46.93,12.65,69.69,110.24,60.0,312.0,19.0,185.0,22.0,87.0,8.976e+16,-6780000000000000.0,-8.298e+16,4.795e+16,8.755e+16,2.478e+16,us,1348_us
7000px85,2025-05-05T09:46:46,-71.9242,-29.4675,32.0,4.9,mwr,188.49,65.48,103.82,337.83,27.94,62.36,67.0,124.0,13.0,3.0,19.0,268.0,1.965e+16,4563000000000000.0,-2.4213e+16,-4437000000000000.0,-1.7771e+16,2677000000000000.0,us,1349_us
C202507020139A,2025-07-02T01:39:45,-72.83,-33.6,13.4,5.5,mw,48.0,8.0,113.0,205.0,82.0,87.0,53.0,111.0,3.0,205.0,37.0,297.0,3.95e+16,-1.06e+16,-2.89e+16,-6.31e+16,-1.3999999999999998e+17,-2.43e+16,gcmt,1350_gcmt
7000qa3y,2025-07-02T01:39:56,-72.4855,-33.5723,11.5,5.5,mww,346.81,6.58,63.08,193.89,84.14,92.99,51.0,107.0,3.0,14.0,39.0,281.0,4.854e+16,6130000000000000.0,-5.467e+16,-5.907e+16,-2.3449e+17,-1480000000000000.0,us,1350_us
6000qx3m,2025-07-31T21:34:30,-70.3976,-34.028,2.0,4.2,mwr,299.19,61.69,110.12,81.5,34.25,57.44,67.0,248.0,18.0,109.0,14.0,15.0,2378300000000000.0,-2312100000000000.0,-66200000000000.0,-1006900000000000.0,1281900000000000.0,339000000000000.0,us,1351_us
010193C,nan,-71.66,-31.93,22.0,5.3,mw,356.0,19.0,92.0,174.0,71.0,89.0,64.0,83.0,,,26.0,264.0,,,,,,,gmt,251_gmt
010278A,nan,-71.61,-37.96,144.0,5.5,mw,93.0,53.0,-9.0,189.0,83.0,-142.0,20.0,315.0,,,31.0,58.0,,,,,,,gmt,11_gmt
010701C,nan,-72.33,-33.52,21.0,5.9,mw,353.0,23.0,85.0,178.0,67.0,92.0,68.0,92.0,,,22.0,267.0,,,,,,,gmt,190_gmt
010703A,nan,-70.22,-33.6,113.0,5.7,mw,199.0,28.0,-70.0,356.0,64.0,-100.0,18.0,94.0,,,69.0,245.0,,,,,,,gmt,206_gmt
010886A,nan,-71.38,-35.83,96.0,5.1,mw,303.0,16.0,0.0,33.0,90.0,-106.0,43.0,138.0,,,43.0,288.0,,,,,,,gmt,86_gmt
010903G,nan,-79.54,-44.66,15.0,5.9,mw,169.0,84.0,-2.0,259.0,88.0,-174.0,3.0,34.0,,,6.0,124.0,,,,,,,gmt,280_gmt
011004D,nan,-71.94,-30.9,59.0,5.6,mw,70.0,48.0,-144.0,314.0,64.0,-48.0,9.0,15.0,,,51.0,273.0,,,,,,,gmt,217_gmt
011177A,nan,-72.1,-31.92,42.0,5.2,mw,5.0,34.0,111.0,160.0,59.0,77.0,73.0,36.0,,,13.0,260.0,,,,,,,gmt,3_gmt
011298G,nan,-71.87,-31.25,35.0,6.6,mw,355.0,27.0,91.0,174.0,63.0,90.0,72.0,83.0,,,18.0,264.0,,,,,,,gmt,167_gmt
011480E,nan,-69.42,-33.27,15.0,5.6,mw,141.0,69.0,5.0,49.0,85.0,159.0,18.0,3.0,,,11.0,97.0,,,,,,,gmt,21_gmt
011498D,nan,-68.16,-31.82,134.0,5.2,mw,176.0,31.0,-123.0,34.0,65.0,-72.0,17.0,110.0,,,66.0,335.0,,,,,,,gmt,168_gmt
011589A,nan,-71.72,-31.69,15.0,5.4,mw,336.0,10.0,113.0,133.0,81.0,86.0,54.0,38.0,,,36.0,226.0,,,,,,,gmt,102_gmt
011778A,nan,-68.08,-31.53,23.0,6.0,mw,142.0,66.0,12.0,47.0,79.0,156.0,25.0,2.0,,,9.0,96.0,,,,,,,gmt,12_gmt
011904A,nan,-72.07,-31.85,34.0,5.3,mw,358.0,25.0,95.0,172.0,65.0,88.0,70.0,78.0,,,20.0,264.0,,,,,,,gmt,218_gmt
012078A,nan,-70.04,-34.55,109.0,5.6,mw,183.0,26.0,-98.0,12.0,64.0,-86.0,19.0,99.0,,,70.0,290.0,,,,,,,gmt,13_gmt
012685A,nan,-68.75,-33.11,28.0,5.9,mw,158.0,38.0,65.0,9.0,56.0,108.0,72.0,325.0,,,9.0,86.0,,,,,,,gmt,51_gmt
012787A,nan,-72.65,-32.35,15.0,5.5,mw,28.0,32.0,138.0,156.0,69.0,65.0,58.0,31.0,,,20.0,264.0,,,,,,,gmt,92_gmt
012880C,nan,-76.29,-45.17,15.0,5.4,mw,195.0,27.0,-56.0,338.0,68.0,-106.0,21.0,80.0,,,64.0,222.0,,,,,,,gmt,22_gmt
020387A,nan,-73.3,-37.69,28.0,5.8,mw,357.0,16.0,95.0,172.0,74.0,89.0,61.0,80.0,,,29.0,263.0,,,,,,,gmt,93_gmt
020599D,nan,-70.56,-34.78,99.0,5.2,mw,126.0,47.0,146.0,241.0,66.0,48.0,50.0,103.0,,,11.0,359.0,,,,,,,gmt,178_gmt
020986A,nan,-71.11,-36.24,125.0,5.2,mw,14.0,14.0,92.0,192.0,76.0,89.0,59.0,101.0,,,31.0,282.0,,,,,,,gmt,87_gmt
021097B,nan,-68.31,-32.98,152.0,5.3,mw,317.0,15.0,-31.0,77.0,82.0,-103.0,36.0,178.0,,,51.0,333.0,,,,,,,gmt,152_gmt
021480A,nan,-71.56,-32.02,47.0,5.1,mw,226.0,41.0,142.0,346.0,66.0,55.0,55.0,212.0,,,14.0,101.0,,,,,,,gmt,23_gmt
021487D,nan,-76.51,-45.7,15.0,5.9,mw,259.0,76.0,-171.0,167.0,81.0,-14.0,4.0,213.0,,,16.0,122.0,,,,,,,gmt,94_gmt
021996E,nan,-76.02,-42.45,15.0,6.0,mw,201.0,27.0,-85.0,15.0,63.0,-93.0,18.0,107.0,,,72.0,280.0,,,,,,,gmt,146_gmt
022102D,nan,-67.3,-31.77,134.0,5.4,mw,131.0,33.0,-149.0,15.0,74.0,-61.0,23.0,82.0,,,52.0,318.0,,,,,,,gmt,195_gmt
022185B,nan,-72.1,-33.37,33.0,5.7,mw,29.0,31.0,127.0,167.0,66.0,70.0,64.0,45.0,,,18.0,272.0,,,,,,,gmt,52_gmt
022189B,nan,-78.44,-44.96,15.0,5.5,mw,98.0,20.0,-80.0,268.0,71.0,-94.0,25.0,0.0,,,65.0,171.0,,,,,,,gmt,103_gmt
022277A,nan,-76.35,-45.97,10.0,5.4,mw,261.0,76.0,-168.0,168.0,78.0,-14.0,2.0,215.0,,,18.0,124.0,,,,,,,gmt,4_gmt
022296C,nan,-72.0,-33.53,50.0,5.9,mw,93.0,40.0,49.0,321.0,61.0,119.0,62.0,279.0,,,11.0,31.0,,,,,,,gmt,147_gmt
022489C,nan,-71.83,-39.26,15.0,5.2,mw,110.0,62.0,23.0,9.0,70.0,150.0,35.0,327.0,,,5.0,61.0,,,,,,,gmt,104_gmt
022803A,nan,-73.56,-35.41,15.0,5.3,mw,26.0,18.0,115.0,180.0,74.0,82.0,61.0,79.0,,,28.0,276.0,,,,,,,gmt,207_gmt
022876A,nan,-75.57,-40.3,15.0,5.9,mw,13.0,45.0,-85.0,187.0,45.0,-95.0,0.0,279.0,,,86.0,11.0,,,,,,,gmt,1_gmt
022883B,nan,-79.16,-44.78,15.0,6.0,mw,260.0,90.0,180.0,350.0,90.0,0.0,0.0,215.0,,,0.0,305.0,,,,,,,gmt,37_gmt
030301E,nan,-75.45,-39.48,15.0,5.8,mw,228.0,31.0,-43.0,357.0,69.0,-114.0,21.0,104.0,,,59.0,233.0,,,,,,,gmt,191_gmt
030302A,nan,-76.42,-45.92,15.0,5.9,mw,258.0,83.0,-176.0,168.0,86.0,-7.0,2.0,213.0,,,8.0,123.0,,,,,,,gmt,196_gmt
