id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups
201003031744A,2010-03-03T17:44:00,-73.69,-36.7,16.0,6.1,mw,15.0,12.0,103.0,182.0,78.0,87.0,57.0,88.0,3.0,182.0,33.0,274.0,6.98e+17,4e+16,-7.38e+17,-3.5000000000000004e+16,-1.64e+18,-1.09e+17,gmt,gcmt:C201003031744A;gcmt:C201003031744A;us:C201003031744A;neic:14349505;gem:14349505
201003031958A,2010-03-03T19:58:00,-72.36,-33.59,19.0,5.8,mw,2.0,17.0,94.0,178.0,73.0,89.0,62.0,87.0,1.0,179.0,28.0,269.0,3.37e+17,2200000000000000.0,-3.39e+17,1.81e+16,-4.91e+17,-1600000000000000.0,gmt,gcmt:C201003031958A;gcmt:C201003031958A;us:C201003031958A;neic:14349541;gem:14349541
201003040159A,2010-03-04T01:59:00,-72.55,-33.45,13.0,6.0,mw,10.0,19.0,97.0,183.0,71.0,88.0,64.0,89.0,2.0,184.0,26.0,275.0,8.33e+17,-1.2e+16,-8.21e+17,-4e+16,-1.06e+18,-9.4e+16,gmt,gcmt:C201003040159A;gcmt:C201003040159A;us:C201003040159A;neic:14351167;gem:14351167
201003040903A,2010-03-04T09:03:00,-74.96,-37.72,17.0,5.0,mw,217.0,45.0,-56.0,353.0,54.0,-119.0,4.0,104.0,23.0,12.0,66.0,204.0,-3.71e+16,-2110000000000000.0,3.92e+16,1.5e+16,-9880000000000000.0,1.21e+16,gmt,gcmt:C201003040903A;gcmt:C201003040903A;us:C201003040903A;gem:14351179
201003041737A,2010-03-04T17:37:00,-72.41,-34.24,24.0,5.4,mw,14.0,22.0,106.0,177.0,69.0,84.0,66.0,76.0,6.0,179.0,24.0,272.0,1.01,0.1,-1.11,0.11,-1.15,-0.11,gmt,us:C201003041737A;gem:14367035
201003050334A,2010-03-05T03:34:00,-71.94,-34.67,12.0,5.4,mw,1.0,38.0,-77.0,165.0,53.0,-100.0,7.0,262.0,8.0,171.0,79.0,34.0,-1.48e+17,-3.67e+16,1.85e+17,-2.24e+16,4.2e+16,-3.07e+16,gmt,gcmt:C201003050334A;gcmt:C201003050334A;us:C201003050334A;gem:14367060
201003050355A,2010-03-05T03:55:00,-71.95,-34.63,26.0,5.2,mw,319.0,75.0,177.0,50.0,87.0,15.0,13.0,275.0,74.0,60.0,9.0,183.0,-600000000000000.0,-8.98e+16,9.04e+16,1.53e+16,2.09e+16,1.3800000000000002e+16,gmt,gcmt:C201003050355A;gcmt:C201003050355A;us:C201003050355A;gem:14367062
201003050736A,2010-03-05T07:36:00,-73.41,-35.35,36.0,5.1,mw,266.0,50.0,-3.0,358.0,88.0,-140.0,25.0,125.0,50.0,1.0,29.0,230.0,-6370000000000000.0,-3870000000000000.0,1.02e+16,-4300000000000000.0,-3.38e+16,4.1e+16,gmt,gcmt:C201003050736A;gcmt:C201003050736A;us:C201003050736A;gem:14367069
201003050919A,2010-03-05T09:19:00,-73.59,-36.76,15.0,6.1,mw,11.0,8.0,116.0,164.0,83.0,87.0,52.0,70.0,3.0,165.0,38.0,258.0,4.6e+17,6.3e+16,-5.23e+17,5.21e+17,-1.83e+18,3.8e+16,gmt,gcmt:C201003050919A;gcmt:C201003050919A;us:20100305091936;neic:14374363;gem:14374363
201003051031A,2010-03-05T10:31:00,-73.77,-37.58,26.0,5.2,mw,358.0,28.0,97.0,171.0,62.0,86.0,73.0,72.0,3.0,173.0,17.0,264.0,7.25e+16,-4100000000000000.0,-6.840000000000001e+16,1.02e+16,-4.64e+16,5800000000000000.0,gmt,gcmt:C201003051031A;gcmt:C201003051031A;us:C201003051031A;gem:14374365
C201003051147A,2010-03-05T11:47:06,-73.37,-36.67,18.0,6.6,mwc,9.0,16.0,98.0,180.0,74.0,88.0,61.0,87.0,2.0,181.0,29.0,272.0,5.18e+18,9e+16,-5.28e+18,4e+16,-8.6e+18,-4.1e+17,us,neic:14554606;gem:14554606
201003061519A,2010-03-06T15:19:00,-74.31,-37.59,14.0,5.2,mw,28.0,19.0,112.0,185.0,72.0,83.0,62.0,84.0,7.0,187.0,27.0,281.0,4.24e+16,3449999999999999.5,-4.58e+16,-3300000000000000.0,-6.39e+16,-1.42e+16,gmt,gcmt:C201003061519A;gcmt:C201003061519A;us:C201003061519A;gem:14373449
201003070446A,2010-03-07T04:46:00,-72.18,-33.14,29.0,5.1,mw,7.0,26.0,92.0,185.0,64.0,89.0,71.0,92.0,1.0,185.0,19.0,275.0,4.3e+16,-1390000000000000.0,-4.17e+16,-2080000000000000.0,-3.31e+16,-4210000000000000.0,gmt,gcmt:C201003070446A;gcmt:C201003070446A;us:C201003070446A;gem:14371822
201003071559A,2010-03-07T15:59:00,-73.78,-38.22,25.0,5.9,mw,348.0,12.0,84.0,174.0,78.0,91.0,57.0,86.0,1.0,354.0,33.0,263.0,3.02e+17,4.16e+16,-3.44e+17,7.28e+16,-7.2e+17,5.96e+16,gmt,gcmt:C201003071559A;gcmt:C201003071559A;us:C201003071559A;neic:14554019;gem:14554019
201003071836A,2010-03-07T18:36:00,-72.22,-34.65,47.0,5.3,mw,24.0,27.0,114.0,177.0,65.0,78.0,67.0,64.0,11.0,182.0,19.0,276.0,7.07e+16,1.61e+16,-8.68e+16,8400000000000002.0,-6.58e+16,-1.62e+16,gmt,gcmt:C201003071836A;gcmt:C201003071836A;us:C201003071836A;gem:14371839
201003072200A,2010-03-07T22:00:00,-72.18,-34.01,34.0,5.2,mw,26.0,42.0,113.0,176.0,52.0,71.0,74.0,29.0,15.0,189.0,5.0,280.0,6.21e+16,9780000000000000.0,-7.18e+16,1.23e+16,-1.54e+16,-1.66e+16,gmt,gcmt:C201003072200A;gcmt:C201003072200A;us:C201003072200A;gem:14372360
201003072346A,2010-03-07T23:46:00,-73.36,-36.17,29.0,5.1,mw,26.0,21.0,-119.0,237.0,72.0,-80.0,26.0,319.0,10.0,54.0,62.0,162.0,-2.82e+16,1.24e+16,1.58e+16,3.48e+16,1.98e+16,1.76e+16,gmt,gcmt:C201003072346A;gcmt:C201003072346A;us:C201003072346A;gem:14373452
201003081303A,2010-03-08T13:03:00,-73.97,-34.54,12.0,5.1,mw,38.0,41.0,-97.0,228.0,49.0,-84.0,4.0,313.0,5.0,44.0,84.0,183.0,-5.85e+16,2.7400000000000004e+16,3.12e+16,9600000000000000.0,2640000000000000.0,2.79e+16,gmt,gcmt:C201003081303A;gcmt:C201003081303A;us:C201003081303A;gem:14398331
201003081750A,2010-03-08T17:50:00,-72.04,-32.88,17.0,5.3,mw,360.0,28.0,108.0,159.0,63.0,81.0,70.0,49.0,8.0,163.0,18.0,256.0,0.91,-0.03,-0.87,0.32,-0.59,0.16,gmt,us:C201003081750A;gem:14383164
201003081808A,2010-03-08T18:08:00,-72.11,-32.78,16.0,5.3,mw,353.0,26.0,89.0,175.0,64.0,91.0,71.0,86.0,1.0,354.0,19.0,264.0,0.8,-0.01,-0.79,0.05,-0.62,0.09,gmt,us:C201003081808A;gem:14384299
201003092210A,2010-03-09T22:10:00,-72.83,-33.88,20.0,5.1,mw,358.0,22.0,76.0,193.0,69.0,96.0,66.0,113.0,5.0,11.0,23.0,279.0,3.84e+16,-550000000000000.0,-3.78e+16,-1.15e+16,-3.95e+16,-3610000000000000.0,gmt,gcmt:C201003092210A;gcmt:C201003092210A;us:20100309221041;gem:14398343
201003100241A,2010-03-10T02:41:00,-73.13,-37.07,48.0,5.2,mw,19.0,32.0,107.0,178.0,60.0,80.0,73.0,62.0,9.0,184.0,14.0,276.0,6.2e+16,4680000000000000.0,-6.67e+16,6870000000000001.0,-3.63e+16,-1.04e+16,gmt,gcmt:C201003100241A;gcmt:C201003100241A;us:C201003100241A;gem:14400657
201003100401A,2010-03-10T04:01:00,-74.12,-37.32,15.0,5.1,mw,15.0,12.0,109.0,176.0,78.0,86.0,57.0,81.0,4.0,177.0,33.0,270.0,2.62,0.09,-2.71,0.49,-6.09,-0.28,gmt,us:C201003100401A;gem:14399307
201003100845A,2010-03-10T08:45:00,-74.29,-35.16,18.0,5.1,mw,48.0,34.0,-59.0,192.0,61.0,-109.0,14.0,296.0,17.0,201.0,68.0,64.0,-4.26e+16,1.05e+16,3.21e+16,-4200000000000000.0,2.81e+16,1.98e+16,gmt,gcmt:C201003100845A;gcmt:C201003100845A;us:C201003100845A;gem:14399318
201003101220A,2010-03-10T12:20:00,-72.85,-33.6,15.0,5.6,mw,47.0,6.0,122.0,195.0,85.0,87.0,50.0,102.0,3.0,195.0,40.0,288.0,5.759999999999999e+16,-6600000000000000.0,-5.1e+16,-9.03e+16,-3.37e+17,-3.57e+16,gmt,gcmt:C201003101220A;gcmt:C201003101220A;us:C201003101220A;gem:14400662
201003101600A,2010-03-10T16:00:00,-75.28,-38.25,27.0,5.1,mw,344.0,55.0,-152.0,237.0,67.0,-38.0,7.0,293.0,46.0,31.0,43.0,196.0,-2.66,-2.02,4.68,2.99,-0.06,2.96,gmt,us:C201003101600A;gem:14400304
C201003111051A,2010-03-11T10:51:39,-71.87,-34.33,35.0,4.9,mwc,319.0,31.0,-99.0,150.0,60.0,-85.0,14.0,236.0,5.0,327.0,75.0,75.0,-2.85e+16,1.01e+16,1.84e+16,-6370000000000000.0,1.43e+16,-1.25e+16,us,
C201003111439A,2010-03-11T14:39:44,-71.89,-34.29,11.0,6.9,mwc,324.0,35.0,-90.0,144.0,55.0,-90.0,10.0,234.0,0.0,324.0,80.0,54.0,-2.33e+19,8.58e+18,1.47e+19,-4.69e+18,6.43e+18,-9.55e+18,us,neic:14554049;gem:14554049
C201003111455A,2010-03-11T14:55:27,-71.8,-34.32,18.0,7.0,mwc,16.0,6.0,-53.0,159.0,86.0,-93.0,41.0,252.0,3.0,159.0,49.0,65.0,-5.9e+18,2.4e+17,5.659999999999999e+18,-1.27e+19,3.2e+19,2.7e+17,us,neic:14400686;gem:14400686
201003112011A,2010-03-11T20:11:00,-72.08,-34.62,19.0,5.6,mw,3.0,44.0,-61.0,146.0,52.0,-115.0,4.0,253.0,20.0,162.0,70.0,354.0,-3.27e+17,1.48e+16,3.12e+17,-1.41e+17,7199999999999999.0,-8.64e+16,gmt,gcmt:C201003112011A;gcmt:C201003112011A;us:C201003112011A;gem:14402141
201003112234A,2010-03-11T22:34:00,-74.11,-37.85,22.0,5.3,mw,351.0,20.0,82.0,180.0,70.0,93.0,65.0,95.0,3.0,359.0,25.0,267.0,7.95e+16,-8599999999999998.0,-7.09e+16,-2200000000000000.0,-8.91e+16,5900000000000000.0,gmt,gcmt:C201003112234A;gcmt:C201003112234A;us:C201003112234A;gem:14402149
201003121032A,2010-03-12T10:32:00,-74.69,-37.86,18.0,5.1,mw,348.0,18.0,71.0,188.0,73.0,96.0,62.0,108.0,6.0,6.0,27.0,273.0,3.11,-0.34,-2.77,-0.82,-4.09,0.18,gmt,us:C201003121032A;gem:14420155
201003121650A,2010-03-12T16:50:00,-72.18,-34.41,12.0,5.7,mw,342.0,40.0,-87.0,158.0,50.0,-92.0,5.0,250.0,2.0,159.0,84.0,51.0,-3.95e+17,2.49e+16,3.7e+17,-3.81e+16,6.830000000000001e+16,-1.47e+17,gmt,gcmt:C201003121650A;gcmt:C201003121650A;us:C201003121650A;neic:14621975;gem:14621975
201003130315A,2010-03-13T03:15:00,-74.02,-36.69,31.0,5.3,mw,2.0,23.0,88.0,183.0,67.0,91.0,68.0,95.0,1.0,3.0,22.0,273.0,8.29e+16,-8000000000000000.0,-7.49e+16,-5400000000000000.0,-7.64e+16,-2800000000000000.0,gmt,gcmt:C201003130315A;gcmt:C201003130315A;us:C201003130315A;gem:14405386
201003130319A,2010-03-13T03:19:00,-73.77,-36.77,24.0,5.4,mw,10.0,19.0,102.0,177.0,72.0,86.0,63.0,81.0,4.0,178.0,27.0,270.0,1.02e+17,-9100000000000000.0,-9.29e+16,1.16e+16,-1.32e+17,-6500000000000000.0,gmt,gcmt:C201003130319A;gcmt:C201003130319A;us:C201003130319A;gem:14406570
201003130712A,2010-03-13T07:12:00,-71.97,-34.65,19.0,5.1,mw,345.0,45.0,-81.0,152.0,46.0,-99.0,1.0,249.0,6.0,158.0,84.0,344.0,-4.51e+16,-2570000000000000.0,4.769999999999999e+16,-3890000000000000.0,-330000000000000.0,-2.33e+16,gmt,gcmt:C201003130712A;gcmt:C201003130712A;us:C201003130712A;gem:14405390
201003131034A,2010-03-13T10:34:00,-73.95,-37.78,20.0,5.8,mw,7.0,19.0,102.0,175.0,71.0,86.0,64.0,78.0,4.0,176.0,26.0,268.0,3.56e+17,1.16e+16,-3.67e+17,5.39e+16,-4.62e+17,-6100000000000000.0,gmt,gcmt:C201003131034A;gcmt:C201003131034A;us:C201003131034A;neic:14405731;gem:14405731
201003131522A,2010-03-13T15:22:00,-72.07,-34.57,16.0,5.2,mw,10.0,29.0,-75.0,172.0,62.0,-99.0,16.0,268.0,8.0,176.0,72.0,62.0,-6.979999999999999e+16,-6100000000000000.0,7.59e+16,-1.19e+16,4.63e+16,500000000000000.0,gmt,gcmt:C201003131522A;gcmt:C201003131522A;us:C201003131522A;gem:14405833
201003132020A,2010-03-13T20:20:00,-74.29,-37.11,15.0,5.3,mw,346.0,12.0,79.0,177.0,79.0,92.0,56.0,90.0,2.0,357.0,34.0,266.0,4.17e+16,500000000000000.0,-4.22e+16,3800000000000000.0,-1e+17,6100000000000000.0,gmt,gcmt:C201003132020A;gcmt:C201003132020A;us:C201003132020A;gem:14406579
201003140731A,2010-03-14T07:31:00,-72.1,-34.42,16.0,5.2,mw,341.0,34.0,-116.0,191.0,59.0,-73.0,13.0,269.0,14.0,3.0,71.0,138.0,-6.810000000000001e+16,-2400000000000000.0,7.05e+16,1.94e+16,3.3800000000000004e+16,-5600000000000000.0,gmt,gcmt:C201003140731A;gcmt:C201003140731A;us:C201003140731A;gem:14406612
201003141352A,2010-03-14T13:52:00,-73.85,-38.71,19.0,5.5,mw,281.0,25.0,-26.0,35.0,79.0,-113.0,31.0,143.0,23.0,39.0,50.0,279.0,-6.989999999999999e+16,9.46e+16,-2.47e+16,-7.21e+16,-1.49e+17,4.25e+16,gmt,gcmt:C201003141352A;gcmt:C201003141352A;us:C201003141352A;gem:14406623
201003142004A,2010-03-14T20:04:00,-73.85,-38.68,13.0,5.4,mw,228.0,23.0,-60.0,15.0,71.0,-102.0,25.0,115.0,11.0,19.0,63.0,267.0,-1.16e+17,3.47e+16,8.13e+16,-2.15e+16,-1.3700000000000002e+17,5.31e+16,gmt,gcmt:C201003142004A;gcmt:C201003142004A;us:C201003142004A;neic:14406636;gem:14406636
201003151108A,2010-03-15T11:08:00,-73.85,-35.96,12.0,6.2,mw,21.0,15.0,103.0,187.0,76.0,87.0,59.0,93.0,3.0,188.0,31.0,280.0,1.15e+18,-3.2e+16,-1.12e+18,-2.45e+17,-2.11e+18,-2.86e+17,gmt,gcmt:C201003151108A;gcmt:C201003151108A;us:C201003151108A;neic:14410557;gem:14410557
C201003160221A,2010-03-16T02:21:57,-73.26,-36.22,18.0,6.6,mwc,12.0,14.0,107.0,175.0,77.0,86.0,58.0,79.0,4.0,175.0,32.0,268.0,4.94e+18,2.9e+17,-5.23e+18,1.14e+18,-1.03e+19,-2.8e+17,us,neic:14409386;gem:14409386
201003160304A,2010-03-16T03:04:00,-73.76,-36.68,17.0,5.9,mw,19.0,14.0,112.0,177.0,77.0,85.0,58.0,80.0,5.0,178.0,32.0,271.0,3.73e+17,-9100000000000000.0,-3.64e+17,5.93e+16,-7.35e+17,-5.580000000000001e+16,gmt,gcmt:C201003160304A;gcmt:C201003160304A;us:C201003160304A;gem:14409387
201003171738A,2010-03-17T17:38:00,-73.03,-44.36,12.0,5.4,mw,191.0,68.0,-178.0,100.0,88.0,-22.0,14.0,148.0,68.0,276.0,17.0,54.0,-9300000000000000.0,6.34e+16,-5.41e+16,-6.19e+16,1.26e+16,1.47e+17,gmt,gcmt:C201003171738A;gcmt:C201003171738A;us:C201003171738A;gem:14554112
201003171829A,2010-03-17T18:29:00,-73.56,-35.47,20.0,5.1,mw,27.0,24.0,106.0,190.0,67.0,83.0,67.0,88.0,6.0,193.0,22.0,286.0,4.03,-0.26,-3.77,-0.47,-3.97,-1.34,gmt,us:C201003171829A;gem:14522579
201003180157A,2010-03-18T01:57:00,-72.98,-36.65,25.0,5.2,mw,340.0,8.0,63.0,188.0,83.0,94.0,52.0,102.0,4.0,7.0,38.0,275.0,2e+16,4840000000000000.0,-2.48e+16,-1.2e+16,-8.35e+16,1750000000000000.0,gmt,gcmt:C201003180157A;gcmt:C201003180157A;us:C201003180157A;gem:14411413
201003180318A,2010-03-18T03:18:00,-72.42,-34.49,31.0,5.1,mw,35.0,21.0,-54.0,177.0,73.0,-103.0,27.0,277.0,12.0,181.0,60.0,69.0,-3.44e+16,6860000000000001.0,2.75e+16,-8330000000000000.0,4.51e+16,1.01e+16,gmt,gcmt:C201003180318A;gcmt:C201003180318A;us:C201003180318A;gem:14411414
201003180932A,2010-03-18T09:32:00,-73.01,-44.43,20.0,5.2,mw,186.0,72.0,171.0,279.0,81.0,18.0,19.0,144.0,70.0,303.0,6.0,51.0,-0.81,2.69,-1.88,-3.39,-1.66,8.21,gmt,us:C201003180932A;gem:14412246
201003190255A,2010-03-19T02:55:00,-72.65,-33.63,17.0,5.2,mw,13.0,18.0,99.0,184.0,72.0,87.0,63.0,89.0,3.0,184.0,27.0,276.0,4.43,-0.28,-4.15,-0.22,-5.87,-0.61,gmt,us:C201003190255A;gem:14414561
201003190854A,2010-03-19T08:54:00,-73.33,-35.67,15.0,5.5,mw,27.0,10.0,118.0,178.0,81.0,85.0,54.0,82.0,5.0,179.0,36.0,273.0,5.88e+16,3500000000000000.5,-6.22e+16,8000000000000000.0,-1.84e+17,-1.46e+16,gmt,gcmt:C201003190854A;gcmt:C201003190854A;us:C201003190854A;gem:14554135
201003191420A,2010-03-19T14:20:00,-72.59,-33.37,15.0,5.2,mw,20.0,16.0,110.0,178.0,75.0,84.0,59.0,81.0,5.0,180.0,30.0,273.0,3.47e+16,-3070000000000000.0,-3.16e+16,3730000000000000.0,-5.89e+16,-5510000000000000.0,gmt,gcmt:C201003191420A;gcmt:C201003191420A;us:C201003191420A;gem:14415085
201003211831A,2010-03-21T18:31:00,-73.57,-36.56,21.0,5.5,mw,11.0,25.0,113.0,166.0,67.0,79.0,67.0,57.0,10.0,170.0,21.0,264.0,1.72e+17,2.16e+16,-1.94e+17,5.460000000000001e+16,-1.6e+17,7800000000000000.0,gmt,gcmt:C201003211831A;gcmt:C201003211831A;us:C201003211831A;neic:14554147;gem:14554147
C201003230234A,2010-03-23T02:34:01,-76.61,-45.69,10.0,4.9,mwc,164.0,45.0,-99.0,357.0,46.0,-81.0,0.0,81.0,6.0,171.0,84.0,348.0,-2.51e+16,2990000000000000.0,2.21e+16,-2980000000000000.0,-740000000000000.0,-3250000000000000.0,us,
201003240005A,2010-03-24T00:05:00,-74.18,-37.28,16.0,5.1,mw,12.0,14.0,106.0,176.0,77.0,86.0,58.0,81.0,4.0,177.0,31.0,269.0,3.09,-0.25,-2.84,0.56,-5.76,-0.24,gmt,us:C201003240005A;gem:14420320
201003251110A,2010-03-25T11:10:00,-73.69,-35.85,15.0,5.3,mw,21.0,14.0,103.0,187.0,76.0,87.0,58.0,93.0,3.0,188.0,31.0,280.0,5.36e+16,-5000000000000000.0,-4.85e+16,-1.07e+16,-1.01e+17,-1.19e+16,gmt,gcmt:C201003251110A;gcmt:C201003251110A;us:C201003251110A;gem:14462779
C201003261452A,2010-03-26T14:52:11,-71.31,-28.11,41.4,6.3,mw,176.0,38.0,70.0,21.0,54.0,105.0,75.0,336.0,12.0,192.0,8.0,100.0,1.59e+18,9.4e+16,-1.69e+18,4.2e+17,4.26e+17,-2.8100000000000003e+17,gcmt,neic:14508014;gem:14508014
201003281436A,2010-03-28T14:36:00,-73.92,-36.16,12.0,5.2,mw,6.0,16.0,92.0,183.0,74.0,89.0,61.0,92.0,1.0,184.0,29.0,274.0,3.84e+16,3480000000000000.0,-4.19e+16,-3610000000000000.0,-6.37e+16,-3650000000000000.0,gmt,gcmt:C201003281436A;gcmt:C201003281436A;us:C201003281436A;gem:14510076
201003282138A,2010-03-28T21:38:00,-73.44,-35.56,12.0,6.0,mw,28.0,16.0,112.0,185.0,75.0,84.0,59.0,87.0,6.0,186.0,30.0,280.0,5.14e+17,2.1e+16,-5.35e+17,-6.1e+16,-9.6e+17,-1.64e+17,gmt,gcmt:C201003282138A;gcmt:C201003282138A;us:C201003282138A;neic:14596759;gem:14596759
201003282143A,2010-03-28T21:43:00,-73.44,-35.45,17.0,5.6,mw,7.0,16.0,86.0,191.0,74.0,91.0,61.0,102.0,1.0,11.0,29.0,280.0,1.76e+17,1000000000000000.0,-1.77e+17,-5.600000000000001e+16,-2.83e+17,-2.85e+16,gmt,gcmt:C201003282143A;gcmt:C201003282143A;us:C201003282143A;gem:14554192
201003290735A,2010-03-29T07:35:00,-72.01,-34.92,53.0,5.3,mw,36.0,29.0,127.0,175.0,67.0,71.0,63.0,54.0,17.0,182.0,20.0,279.0,6.979999999999999e+16,1.62e+16,-8.6e+16,1.49e+16,-6.969999999999999e+16,-2.57e+16,gmt,gcmt:C201003290735A;gcmt:C201003290735A;us:C201003290735A;neic:14512790;gem:14512790
201004011253A,2010-04-01T12:53:00,-72.22,-34.87,12.0,5.1,mw,195.0,58.0,-142.0,82.0,59.0,-39.0,1.0,139.0,42.0,229.0,48.0,48.0,-3.24,2.1,1.15,-2.36,2.53,4.05,gmt,us:C201004011253A;gem:14560379
201004011943A,2010-04-01T19:43:00,-72.25,-34.28,24.0,5.1,mw,352.0,16.0,89.0,173.0,74.0,90.0,61.0,83.0,0.0,353.0,29.0,263.0,2.84e+16,7840000000000000.0,-3.62e+16,6490000000000000.0,-5.269999999999999e+16,5880000000000000.0,gmt,gcmt:C201004011943A;gcmt:C201004011943A;us:C201004011943A;gem:14542704
201004022258A,2010-04-02T22:58:00,-73.2,-36.33,30.0,6.0,mw,17.0,15.0,101.0,186.0,75.0,87.0,60.0,92.0,3.0,187.0,30.0,278.0,5.22e+17,5.1e+16,-5.73e+17,-9.3e+16,-9.79e+17,-1.22e+17,gmt,gcmt:C201004022258A;gcmt:C201004022258A;us:C201004022258A;neic:14560389;gem:14560389
C201004092223A,2010-04-09T22:23:02,-68.12,-28.56,115.4,5.7,mwc,314.0,47.0,-117.0,170.0,49.0,-64.0,1.0,242.0,19.0,333.0,71.0,149.0,-4.57e+17,5.41e+16,4.03e+17,1.25e+17,8.65e+16,-2.58e+17,us,neic:14630539;gem:14630539
201004162241A,2010-04-16T22:41:00,-74.25,-37.69,12.0,5.6,mw,360.0,15.0,90.0,180.0,75.0,90.0,60.0,90.0,0.0,360.0,30.0,270.0,1.76e+17,-1000000000000000.0,-1.75e+17,1000000000000000.0,-2.97e+17,899999999999999.9,gmt,gcmt:C201004162241A;gcmt:C201004162241A;us:C201004162241A;neic:14579559;gem:14579559
201004162315A,2010-04-16T23:15:00,-74.24,-37.62,12.0,5.7,mw,31.0,15.0,115.0,185.0,77.0,84.0,58.0,86.0,6.0,186.0,31.0,280.0,2.03e+17,-800000000000000.0,-2.02e+17,-2.37e+16,-4.13e+17,-6.889999999999999e+16,gmt,gcmt:C201004162315A;gcmt:C201004162315A;us:C201004162315A;gem:17468298
201004180149A,2010-04-18T01:49:00,-74.19,-37.41,15.0,5.6,mw,4.0,19.0,93.0,180.0,71.0,89.0,64.0,88.0,1.0,180.0,26.0,271.0,1.73e+17,500000000000000.0,-1.74e+17,1200000000000000.0,-2.25e+17,-5600000000000000.0,gmt,gcmt:C201004180149A;gcmt:C201004180149A;us:C201004180149A;gem:14580151
201004180252A,2010-04-18T02:52:00,-74.22,-37.28,22.0,5.1,mw,348.0,33.0,74.0,187.0,59.0,100.0,74.0,123.0,8.0,2.0,13.0,270.0,4.7e+16,-3810000000000000.0,-4.32e+16,-8320000000000000.0,-2.22e+16,2210000000000000.0,gmt,gcmt:C201004180252A;gcmt:C201004180252A;us:C201004180252A;gem:14580158
201004190732A,2010-04-19T07:32:00,-74.24,-37.69,19.0,5.2,mw,353.0,20.0,93.0,170.0,70.0,89.0,65.0,79.0,1.0,171.0,25.0,261.0,4.42e+16,-540000000000000.0,-4.37e+16,9560000000000000.0,-5.32e+16,6510000000000000.0,gmt,gcmt:C201004190732A;gcmt:C201004190732A;us:20100419073248;gem:14592235
201004231003A,2010-04-23T10:03:00,-73.32,-37.69,29.0,6.0,mw,7.0,14.0,141.0,135.0,81.0,79.0,52.0,32.0,11.0,136.0,36.0,234.0,3.5e+17,5.7e+16,-4.07e+17,8.57e+17,-8.05e+17,2.05e+17,gmt,gcmt:C201004231003A;gcmt:C201004231003A;us:C201004231003A;neic:14606547;gem:14606547
201004290756A,2010-04-29T07:56:00,-74.28,-36.97,19.0,5.1,mw,4.0,27.0,92.0,182.0,63.0,89.0,72.0,90.0,1.0,183.0,18.0,273.0,4.4,-0.31,-4.09,-0.08,-3.09,-0.23,gmt,us:C201004290756A;gem:14628538
201005021452A,2010-05-02T14:52:00,-72.22,-34.48,15.0,5.9,mw,26.0,25.0,-36.0,149.0,76.0,-110.0,28.0,255.0,20.0,154.0,54.0,34.0,-4.18e+17,-1.93e+17,6.12e+17,-4.71e+17,6.57e+17,-4.5e+16,gmt,gcmt:C201005021452A;gcmt:C201005021452A;us:C201005021452A;neic:14629284;gem:14629284
201005031839A,2010-05-03T18:39:00,-74.33,-37.36,12.0,5.4,mw,6.0,16.0,92.0,183.0,74.0,89.0,61.0,92.0,1.0,183.0,29.0,274.0,8.09e+16,-300000000000000.0,-8.05e+16,-6800000000000000.0,-1.3e+17,-6300000000000000.0,gmt,gcmt:C201005031839A;gcmt:C201005031839A;us:C201005031839A;gem:14630779
201005032309A,2010-05-03T23:09:00,-74.08,-38.31,15.0,6.2,mw,357.0,14.0,89.0,178.0,76.0,90.0,45.00000000000001,275.0,5.565970692561155e-15,5.0,44.99999999999999,95.0,1.09e+18,4e+16,-1.13e+18,6.6e+16,-2.02e+18,4.6e+16,gmt,gcmt:C201005032309A;gcmt:C201005032309A;us:pde20100503230944790_19;neic:14768943;gem:14768943
201005041355A,2010-05-04T13:55:00,-72.48,-34.17,23.0,5.2,mw,25.0,26.0,107.0,187.0,66.0,82.0,69.0,82.0,7.0,190.0,20.0,283.0,5.37,0.32,-5.69,-0.29,-4.95,-1.76,gmt,us:C201005041355A;gem:14680859
201005051524A,2010-05-05T15:24:00,-73.32,-35.67,16.0,5.4,mw,19.0,14.0,106.0,182.0,76.0,86.0,58.0,87.0,4.0,183.0,31.0,276.0,0.69,0.03,-0.72,-0.04,-1.38,-0.14,gmt,us:C201005051524A;gem:14682459
201005090329A,2010-05-09T03:29:00,-72.45,-34.13,23.0,5.0,mw,14.0,22.0,112.0,170.0,70.0,81.0,64.0,66.0,8.0,173.0,24.0,267.0,2.97e+16,1670000000000000.0,-3.14e+16,8129999999999998.0,-3.37e+16,-1020000000000000.0,gmt,gcmt:C201005090329A;gcmt:C201005090329A;us:C201005090329A;gem:14686980
201005132039A,2010-05-13T20:39:00,-72.51,-34.26,30.0,5.2,mw,11.0,27.0,117.0,161.0,67.0,77.0,66.0,49.0,12.0,167.0,21.0,261.0,3.68,3.16,-6.83,1.17,-4.53,1.42,gmt,us:C201005132039A;gem:14711335
