#,year,month,day,hour,minute,seconds,longitude,latitude,depth,rms,magnitude,magnitude_type
35711,2005,3,15,18,5,57.49,-69.612469,-31.270502,148.0853,0.32,3.9,l 
35712,2005,3,15,20,7,3.23,-66.929126,-24.318591,164.6846,0.24,5.4,l 
35713,2005,3,16,2,8,10.25,-70.045444,-32.622657,104.7864,0.31,2.1,l 
35714,2005,3,16,2,21,24.54,-69.531472,-31.469688,146.6458,0.21,3.6,l 
35715,2005,3,16,4,26,4.2,-71.617843,-32.952515,39.7532,0.23,2.5,l 
35716,2005,3,16,19,29,12.6,-70.250764,-33.196226,10.6733,0.43,2.2,l 
35717,2005,3,16,22,1,36.33,-71.76791,-32.665269,26.7938,0.23,3.3,l 
35718,2005,3,17,1,16,31.72,-71.677882,-32.686944,28.3741,0.42,2.5,l 
35719,2005,3,17,5,13,18.0,-71.424301,-32.444244,47.6375,0.3,2.8,l 
35720,2005,3,17,6,8,32.8,-68.570178,-31.066254,108.2584,0.45,,xx
35721,2005,3,17,12,12,48.44,-70.427025,-35.166645,22.9555,0.29,2.7,l 
35722,2005,3,18,2,10,59.83,-71.559392,-27.901996,34.3671,0.67,4.3,l 
35723,2005,3,18,5,30,30.79,-71.166392,-33.052871,64.2176,0.23,2.3,l 
35724,2005,3,18,7,41,54.66,-71.516344,-27.910178,31.1601,0.38,4.3,l 
35725,2005,3,18,11,22,59.71,-71.233021,-31.617714,63.5885,0.27,3.0,l 
35726,2005,3,18,13,30,22.73,-71.603016,-31.921653,32.0227,0.75,3.0,l 
35727,2005,3,18,16,57,36.36,-71.542084,-33.056769,36.309,0.41,1.9,l 
35728,2005,3,18,17,46,44.83,-70.764343,-32.000503,96.955,0.28,2.7,l 
35729,2005,3,19,4,13,24.03,-70.974765,-33.530421,68.8286,0.22,1.9,l 
35730,2005,3,19,10,27,30.58,-70.896554,-34.860815,90.0449,0.45,2.4,l 
35731,2005,3,19,11,42,10.91,-70.775528,-33.441618,76.2096,0.38,3.4,l 
35732,2005,3,19,12,27,16.72,-71.42301,-27.849603,10.8974,0.15,4.5,l 
35733,2005,3,19,17,36,17.09,-70.223708,-33.134763,1.1176,0.31,1.7,l 
35734,2005,3,19,18,20,49.55,-71.03999,-31.88863,66.536,0.47,2.7,l 
35735,2005,3,19,19,2,2.35,-71.859646,-32.355125,18.4838,0.42,2.6,l 
35736,2005,3,19,20,47,7.03,-71.604745,-31.969587,59.6701,0.18,2.3,l 
35737,2005,3,19,21,5,16.96,-70.263254,-33.15633,6.2519,0.28,2.0,l 
35738,2005,3,20,1,48,52.35,-70.310768,-34.611678,5.4759,0.12,2.3,l 
35739,2005,3,20,3,12,30.55,-70.064859,-34.070135,7.1222,0.1,1.8,l 
35740,2005,3,20,4,18,2.98,-70.204719,-32.200189,115.8093,0.23,2.9,l 
35741,2005,3,20,5,15,32.7,-71.318207,-35.144294,94.6829,0.24,2.5,l 
35742,2005,3,20,7,32,55.89,-70.571253,-33.049915,86.8183,0.26,3.6,l 
35743,2005,3,20,23,50,19.68,-70.605787,-33.781915,90.0107,0.23,2.8,l 
35744,2005,3,21,0,42,32.52,-71.362249,-30.739141,44.9635,0.31,3.2,l 
35745,2005,3,21,0,52,50.2,-68.591534,-31.719618,162.1141,0.35,3.8,l 
35746,2005,3,21,3,4,7.89,-69.913768,-28.967764,133.9747,0.12,3.3,l 
35747,2005,3,21,6,13,37.25,-70.741479,-35.033227,107.7232,0.28,3.8,l 
35748,2005,3,21,6,13,57.58,-70.508258,-33.776394,27.3763,0.44,,xx
35749,2005,3,21,12,57,21.81,-70.138401,-31.59631,103.3146,0.45,,xx
35750,2005,3,21,16,51,29.41,-71.510168,-27.94114,40.7138,1.12,5.2,l 
35751,2005,3,21,17,2,17.11,-71.483755,-27.955632,24.0288,0.53,3.9,l 
35752,2005,3,21,17,7,34.81,-71.452162,-27.93434,21.5005,0.28,3.9,l 
35753,2005,3,21,19,29,57.57,-67.251093,-24.191061,199.214,0.49,4.5,l 
35754,2005,3,21,19,37,25.74,-70.270876,-33.162228,2.5492,0.42,2.0,l 
35755,2005,3,22,9,23,7.58,-70.857029,-35.384151,98.2698,0.23,3.0,l 
35756,2005,3,22,10,47,31.3,-71.690608,-32.154901,6.3223,0.33,2.0,l 
35757,2005,3,22,13,45,51.2,-72.10308,-30.766269,17.8904,0.39,4.4,l 
35758,2005,3,22,13,56,9.69,-72.31166,-35.055461,15.9027,0.34,3.0,l 
35759,2005,3,22,16,4,9.95,-72.236661,-33.236759,18.046,0.3,4.3,l 
35760,2005,3,23,6,22,46.06,-69.931722,-32.46925,117.4623,0.43,2.7,l 
35761,2005,3,23,7,46,19.92,-70.2921,-31.851793,135.9987,0.33,2.7,l 
35762,2005,3,23,11,0,59.09,-71.772303,-33.704168,37.7385,0.29,4.1,l 
35763,2005,3,23,11,18,1.87,-68.766282,-33.64637,-1.0738,0.17,2.6,l 
35764,2005,3,23,11,26,34.27,-68.785058,-33.624485,-0.2249,0.28,2.2,l 
35765,2005,3,23,11,45,16.3,-70.109947,-34.350529,7.438,0.12,2.3,l 
35766,2005,3,23,14,32,26.09,-71.70521,-32.641504,28.4921,0.26,3.0,l 
35767,2005,3,23,14,53,1.86,-71.259893,-27.902333,88.3698,0.32,4.1,l 
35768,2005,3,23,20,40,7.58,-71.062683,-33.797379,71.8235,0.21,2.3,l 
35769,2005,3,24,1,17,57.77,-69.775629,-31.72709,129.5456,0.3,2.8,l 
35770,2005,3,24,4,30,24.95,-70.652087,-34.695952,101.4656,0.19,2.2,l 
35771,2005,3,24,4,41,41.43,-70.444153,-33.927314,6.8164,0.15,1.5,l 
35772,2005,3,24,6,50,0.2,-72.223749,-33.47408,7.8637,0.29,2.2,l 
35773,2005,3,24,11,22,26.99,-71.331603,-27.848817,78.849,0.47,3.9,l 
35774,2005,3,24,14,17,18.0,-71.17379,-35.092756,82.4645,0.34,2.9,l 
35775,2005,3,24,14,25,47.98,-71.341297,-31.821653,47.886,0.52,2.6,l 
35776,2005,3,24,17,51,22.27,-70.265846,-33.112651,0.7847,0.32,2.1,l 
35777,2005,3,24,18,15,55.77,-70.238161,-33.173392,4.7023,0.23,2.1,l 
35778,2005,3,24,21,36,36.02,-70.109041,-34.604365,3.6963,0.33,1.7,l 
35779,2005,3,25,1,58,59.78,-71.918172,-35.584875,72.4538,0.28,3.0,l 
35780,2005,3,25,2,19,53.58,-71.464994,-32.040308,25.7815,0.27,,xx
35781,2005,3,25,3,11,35.95,-71.659595,-34.754852,48.6609,0.53,2.9,l 
35782,2005,3,25,3,54,26.49,-68.983938,-20.427609,58.062,0.49,5.2,l 
35783,2005,3,25,5,13,27.08,-71.388183,-30.725109,57.5745,0.23,3.2,l 
35784,2005,3,25,10,58,24.52,-70.264884,-33.062724,95.5668,0.19,2.5,l 
35785,2005,3,25,12,22,37.24,-70.899914,-34.90057,99.3713,0.16,2.8,l 
35786,2005,3,25,18,42,34.64,-72.223966,-33.73347,21.4065,0.58,4.3,l 
35787,2005,3,25,19,53,36.38,-71.666352,-32.128776,53.8035,0.23,2.6,l 
35788,2005,3,25,21,51,57.94,-70.712779,-35.697924,117.7089,0.18,3.1,l 
35789,2005,3,26,1,9,58.72,-71.63636,-32.910002,56.6795,0.27,2.2,l 
35790,2005,3,26,6,35,15.0,-71.415637,-33.547046,43.1757,0.35,2.0,l 
35791,2005,3,26,17,52,18.77,-70.251053,-33.137469,3.0173,0.27,2.0,l 
35792,2005,3,26,22,43,14.31,-69.46117,-32.070136,146.6305,0.72,2.6,l 
35793,2005,3,26,22,56,42.45,-71.8362,-32.147237,17.7196,0.31,2.9,l 
35794,2005,3,26,23,4,15.58,-71.681165,-32.174279,0.5669,0.45,2.5,l 
35795,2005,3,26,23,12,36.25,-69.969213,-31.848307,125.4504,0.4,3.5,l 
35796,2005,3,26,23,14,48.27,-71.803903,-32.161215,15.626,0.33,3.6,l 
35797,2005,3,27,3,40,41.98,-70.14486,-35.182098,153.6959,0.38,2.5,l 
35798,2005,3,27,4,57,40.35,-67.293768,-24.285299,195.9017,0.3,5.3,l 
35799,2005,3,27,7,29,14.09,-70.162495,-34.053527,121.8452,0.36,2.1,l 
35800,2005,3,27,12,24,14.41,-71.688246,-32.682994,28.9176,0.33,2.1,l 
35801,2005,3,27,17,49,24.54,-70.253543,-33.163089,5.2167,0.28,1.9,l 
35802,2005,3,27,21,2,12.62,-72.056327,-33.511634,20.3185,0.41,2.2,l 
35803,2005,3,28,6,34,13.35,-69.449664,-31.897077,150.9427,0.39,2.9,l 
35804,2005,3,28,11,8,30.87,-71.697652,-32.681285,28.3387,0.3,3.3,l 
35805,2005,3,28,19,49,34.08,-70.511604,-35.020482,1.0988,0.12,3.3,c 
35806,2005,3,28,22,24,58.42,-70.02827,-31.7744,113.9356,0.33,2.9,l 
35807,2005,3,29,0,53,8.88,-70.78741,-34.193726,79.2879,0.23,2.0,l 
35808,2005,3,29,6,22,54.75,-70.275392,-34.396502,105.8224,0.22,2.3,l 
35809,2005,3,29,10,26,23.29,-71.990589,-35.905576,57.1774,0.36,2.9,l 
35810,2005,3,29,14,43,9.77,-68.838541,-32.764579,-0.7528,0.53,3.1,l 
35811,2005,3,29,16,10,45.5,-72.228947,-33.73929,19.6497,0.46,4.0,l 
35812,2005,3,29,16,16,53.56,-72.214617,-33.712849,21.0119,0.31,3.0,l 
35813,2005,3,29,16,28,26.12,-72.37322,-34.713843,13.7389,0.32,2.9,l 
35814,2005,3,29,16,38,20.11,-72.26802,-33.720727,19.5448,0.36,5.0,l 
35815,2005,3,29,17,19,39.34,-72.181162,-33.697778,49.8233,0.33,2.4,l 
35816,2005,3,29,17,56,42.48,-72.255132,-33.727915,24.1445,0.45,3.9,l 
35817,2005,3,29,19,53,58.47,-71.811969,-32.782493,47.5611,0.33,2.5,l 
35818,2005,3,30,1,17,34.09,-70.085157,-33.975194,4.1843,0.26,2.1,l 
35819,2005,3,30,5,38,41.67,-70.030821,-34.170411,5.0222,0.19,2.7,l 
35820,2005,3,30,8,24,54.17,-68.687136,-33.792488,12.3671,0.54,2.7,l 
35821,2005,3,30,9,5,3.22,-70.324259,-34.104734,5.5026,0.53,1.4,l 
35822,2005,3,30,11,51,31.57,-71.434771,-30.577951,12.6173,0.28,4.5,l 
35823,2005,3,30,17,26,0.35,-69.704949,-32.323074,129.0235,0.33,2.8,l 
35824,2005,3,30,22,41,37.12,-71.231387,-35.257459,90.2197,0.21,4.5,l 
35825,2005,3,30,23,31,22.91,-71.216935,-35.264773,90.0791,0.29,5.1,l 
35826,2005,3,31,0,7,37.42,-70.107541,-32.052826,107.3474,0.34,3.1,l 
35827,2005,3,31,3,13,53.94,-72.219644,-33.745398,18.3093,0.41,2.3,l 
35828,2005,3,31,3,43,44.72,-70.9744,-33.090039,70.1423,0.22,2.1,l 
35829,2005,3,31,4,1,4.88,-70.677463,-34.525297,92.5385,0.11,2.6,l 
35830,2005,3,31,7,17,51.05,-70.083616,-34.144891,-2.9744,0.13,1.8,l 
35831,2005,3,31,8,16,49.76,-72.103047,-33.173565,18.7008,0.22,2.1,l 
35832,2005,3,31,11,42,40.84,-72.100274,-33.173593,16.8737,0.32,2.3,l 
35833,2005,3,31,15,11,19.45,-72.098926,-33.162695,19.0936,0.28,2.7,l 
35834,2005,3,31,19,5,18.49,-70.308981,-34.966255,3.6425,0.43,2.8,l 
35835,2005,3,31,21,27,16.25,-70.239275,-33.764775,104.8575,0.22,2.2,l 
35836,2005,3,31,22,1,25.41,-70.156104,-31.174452,125.4008,0.28,3.4,l 
35837,2005,4,1,2,48,42.25,-71.977398,-32.364977,10.1052,0.28,2.4,l 
35838,2005,4,1,4,48,28.71,-71.588683,-32.242729,36.8225,0.32,2.4,l 
35839,2005,4,1,11,4,34.63,-70.279761,-33.801961,104.1415,0.41,2.7,l 
35840,2005,4,1,15,50,5.4,-71.27817,-35.293791,92.8882,0.23,2.7,l 
35841,2005,4,2,2,10,11.88,-70.57829,-30.508979,114.1719,0.1,3.1,l 
35842,2005,4,2,4,49,14.9,-69.196292,-25.446035,110.4065,0.34,4.0,l 
35843,2005,4,2,6,22,16.34,-69.127147,-25.274553,116.6793,0.37,4.0,l 
35844,2005,4,2,10,12,2.74,-71.908242,-30.88028,16.6379,0.6,2.8,l 
35845,2005,4,2,10,57,19.93,-70.994049,-27.924681,36.7374,0.19,3.1,l 
35846,2005,4,2,13,1,10.32,-70.756808,-25.21662,1.3949,0.41,5.3,l 
35847,2005,4,2,14,37,37.61,-71.637691,-30.672717,43.4485,0.2,3.2,l 
35848,2005,4,2,21,11,32.2,-70.483129,-35.036858,3.7619,0.18,2.3,l 
35849,2005,4,2,21,34,42.84,-70.965451,-37.538635,136.8659,0.69,3.4,l 
35850,2005,4,2,23,28,42.02,-71.896132,-32.366248,22.1314,0.35,2.4,l 
35851,2005,4,3,4,25,12.34,-68.678411,-33.730824,4.8623,0.41,2.7,l 
35852,2005,4,3,7,5,37.19,-72.561011,-29.617327,98.1692,0.09,,xx
35853,2005,4,3,7,41,1.65,-71.291728,-30.255248,65.6373,0.25,2.9,l 
35854,2005,4,3,9,48,43.69,-71.416229,-31.0011,57.3898,0.37,3.2,l 
35855,2005,4,3,12,7,28.05,-70.087691,-34.352239,3.4689,0.17,2.4,l 
35856,2005,4,3,16,41,43.26,-70.67986,-26.583246,67.4554,0.52,3.8,l 
35857,2005,4,3,19,19,35.26,-71.183441,-36.198552,113.9996,0.3,3.4,l 
35858,2005,4,3,22,42,36.73,-70.084533,-35.460522,162.8864,0.26,3.2,l 
35859,2005,4,4,0,25,27.24,-68.376326,-29.022444,145.9981,0.56,4.5,l 
35860,2005,4,4,3,37,11.61,-71.808637,-32.695942,21.6543,0.41,2.1,l 
35861,2005,4,4,9,47,13.45,-71.331716,-32.764652,55.2234,0.37,2.4,l 
35862,2005,4,4,13,39,38.16,-70.232377,-33.632212,103.5599,0.36,2.8,l 
35863,2005,4,4,20,47,59.76,-71.428009,-32.018798,31.7905,0.26,2.4,l 
35864,2005,4,4,23,3,20.29,-71.671266,-33.663414,52.072,0.32,2.5,l 
35865,2005,4,5,1,5,9.14,-69.328046,-31.716325,158.9662,0.42,3.1,l 
35866,2005,4,5,1,27,41.88,-67.224685,-24.104597,203.0582,0.36,4.6,l 
35867,2005,4,5,1,42,31.71,-70.258187,-35.010964,15.2989,0.37,2.6,l 
35868,2005,4,5,2,50,29.55,-70.485665,-35.797879,1.3739,0.55,3.1,l 
35869,2005,4,5,8,5,35.82,-70.279305,-25.261183,10.9956,0.2,3.9,l 
35870,2005,4,5,8,47,33.11,-71.444727,-31.085597,36.7502,0.37,2.4,l 
35871,2005,4,5,12,36,38.84,-68.77166,-31.125347,172.4273,0.32,3.2,l 
35872,2005,4,5,15,23,23.31,-68.891753,-24.392968,106.834,0.89,4.2,l 
35873,2005,4,5,17,12,36.54,-71.696144,-30.93965,23.2927,0.39,3.4,l 
35874,2005,4,5,17,45,46.6,-70.242205,-33.127386,-2.0516,0.77,1.8,l 
35875,2005,4,5,17,49,13.91,-70.696328,-34.330585,88.1593,0.19,2.8,l 
35876,2005,4,5,20,9,25.08,-70.236751,-33.149956,2.9518,0.16,2.4,l 
35877,2005,4,6,10,46,4.93,-70.819091,-35.373067,102.1095,0.37,2.8,l 
35878,2005,4,6,11,43,2.2,-70.103759,-35.287489,146.6426,0.27,2.7,l 
35879,2005,4,6,19,47,42.31,-70.389978,-33.680619,7.1183,0.26,2.2,l 
35880,2005,4,7,1,16,55.65,-71.373537,-30.585002,18.9953,0.44,2.4,l 
35881,2005,4,7,7,42,10.38,-70.339221,-34.916273,3.9178,0.22,2.4,l 
35882,2005,4,7,9,50,56.45,-69.773626,-32.434585,124.4627,0.23,2.6,l 
35883,2005,4,7,13,5,4.33,-70.676862,-32.345919,91.7755,0.66,2.3,l 
35884,2005,4,7,15,47,7.86,-71.792902,-32.688267,26.7729,0.39,3.3,l 
35885,2005,4,7,20,20,19.35,-70.105435,-34.355312,10.0115,0.09,1.6,l 
35886,2005,4,7,22,3,41.81,-71.969546,-34.686659,36.5506,0.32,3.4,l 
35887,2005,4,8,0,41,52.75,-71.406251,-30.730571,47.5859,0.4,2.4,l 
35888,2005,4,8,0,46,35.34,-71.927643,-32.454137,20.6289,0.45,3.0,l 
35889,2005,4,8,1,39,7.83,-72.005946,-33.023605,10.5925,0.24,2.1,l 
35890,2005,4,8,1,43,16.45,-69.56973,-28.951548,130.0671,0.06,3.6,l 
35891,2005,4,8,2,30,4.67,-71.911635,-32.47491,18.7736,0.41,2.2,l 
35892,2005,4,8,5,35,59.3,-72.008277,-33.018666,18.594,0.28,2.4,l 
35893,2005,4,8,8,22,11.35,-71.474412,-31.987855,35.9768,0.38,2.7,l 
35894,2005,4,8,10,17,25.95,-71.490888,-32.56235,27.3485,0.3,2.2,l 
35895,2005,4,8,16,7,53.81,-71.090198,-28.619028,52.5275,0.17,3.1,l 
35896,2005,4,8,16,52,17.95,-71.342813,-36.141326,132.1195,0.4,3.4,l 
35897,2005,4,8,20,36,38.7,-69.770045,-31.614743,141.2245,0.27,3.5,l 
35898,2005,4,8,20,55,5.56,-70.470989,-35.03039,0.6677,0.12,2.5,l 
35899,2005,4,8,23,42,0.05,-71.909283,-32.461366,18.5591,0.52,2.5,l 
35900,2005,4,9,0,54,2.86,-70.135051,-34.053266,2.7812,0.19,3.7,l 
35901,2005,4,9,1,19,13.73,-70.127216,-34.055129,6.0984,0.26,2.0,l 
35902,2005,4,9,1,33,30.68,-70.118482,-34.055522,6.1344,0.09,1.8,l 
35903,2005,4,9,2,34,45.49,-71.411201,-30.576394,17.1168,0.2,3.2,l 
35904,2005,4,9,3,39,10.51,-69.217585,-25.123315,110.0472,0.29,4.3,l 
35905,2005,4,9,5,29,27.11,-70.383104,-33.679442,7.8477,0.3,2.2,l 
35906,2005,4,9,5,44,49.61,-70.378485,-33.67917,8.0574,0.22,1.9,l 
35907,2005,4,9,5,50,22.01,-70.184727,-34.048182,-3.5265,0.3,1.7,l 
35908,2005,4,9,8,21,2.21,-72.546011,-36.256619,67.9163,0.41,4.4,l 
35909,2005,4,9,9,48,20.94,-67.11938,-31.72601,237.4092,0.31,4.4,l 
35910,2005,4,9,14,42,25.52,-70.467771,-35.038853,5.3254,0.28,2.8,l 
35911,2005,4,9,20,20,18.1,-70.528703,-35.011037,10.5454,0.46,2.8,l 
35912,2005,4,9,21,44,39.5,-70.230238,-33.142167,1.2961,0.23,1.8,l 
35913,2005,4,9,22,21,41.36,-71.716763,-32.222238,30.4437,0.57,2.1,l 
35914,2005,4,10,7,27,13.71,-71.616184,-31.995693,30.0433,0.35,2.5,l 
35915,2005,4,10,7,34,25.44,-70.247308,-32.04172,111.2165,0.24,3.2,l 
35916,2005,4,10,10,54,56.21,-71.76214,-32.434164,26.5986,0.35,3.5,l 
35917,2005,4,10,16,10,30.16,-70.578159,-34.267405,6.8084,0.18,1.6,l 
35918,2005,4,10,17,34,24.91,-68.958453,-33.055965,1.7105,0.24,3.0,l 
35919,2005,4,10,17,43,25.68,-70.231524,-33.156964,6.5557,0.33,1.7,l 
35920,2005,4,10,18,28,43.94,-71.331236,-27.880037,19.9643,0.13,3.4,l 
35921,2005,4,10,22,31,39.45,-71.685476,-32.662443,30.7579,0.45,2.3,l 
35922,2005,4,10,23,58,9.6,-70.188205,-32.861813,101.5282,0.23,2.7,l 
35923,2005,4,11,3,12,27.87,-71.126651,-33.511772,59.023,0.2,2.1,l 
35924,2005,4,11,7,17,44.47,-70.005643,-33.510443,1.8109,0.18,1.6,l 
35925,2005,4,11,8,38,23.88,-70.535082,-33.962316,98.9296,0.29,2.5,l 
35926,2005,4,11,9,59,34.46,-71.453998,-31.909285,66.9331,0.3,2.8,l 
35927,2005,4,11,15,14,25.99,-71.78925,-33.168269,33.3003,0.36,2.4,l 
35928,2005,4,11,16,47,13.82,-71.083898,-32.638229,13.1112,0.17,1.8,l 
35929,2005,4,11,17,31,46.7,-70.646857,-31.975612,100.8838,0.21,3.0,l 
35930,2005,4,11,20,38,2.61,-71.515906,-32.440732,52.3247,0.57,2.3,l 
35931,2005,4,11,22,36,58.02,-70.13611,-34.048893,8.2369,0.25,2.0,l 
35932,2005,4,12,0,29,38.51,-70.478897,-34.414762,107.7136,0.23,2.3,l 
35933,2005,4,12,2,34,32.12,-71.28743,-35.653472,109.4309,0.57,3.2,l 
35934,2005,4,12,3,57,5.03,-70.336526,-33.993912,101.8958,0.22,4.3,l 
35935,2005,4,12,7,18,43.24,-70.614268,-34.283966,2.0959,0.49,3.4,l 
35936,2005,4,12,7,51,36.74,-66.646416,-31.021729,234.2128,0.35,4.4,B 
35937,2005,4,12,8,36,36.13,-70.109793,-34.054833,7.8303,0.08,1.7,l 
35938,2005,4,12,11,8,45.81,-71.044123,-35.173631,104.4699,0.28,3.3,l 
35939,2005,4,12,12,39,44.19,-72.178313,-36.859626,70.8616,0.5,3.8,l 
35940,2005,4,12,13,13,28.82,-70.380723,-33.993782,104.6168,0.33,3.2,l 
35941,2005,4,12,16,59,34.42,-71.433844,-31.923576,39.2453,0.09,2.7,l 
35942,2005,4,12,19,33,36.51,-71.495052,-28.836895,34.8647,0.32,3.4,l 
35943,2005,4,13,0,11,23.25,-70.476336,-32.85028,73.0509,0.23,2.6,l 
35944,2005,4,13,2,18,20.39,-71.151098,-31.899988,81.6403,0.24,2.4,l 
35945,2005,4,13,3,58,6.2,-70.142301,-34.040763,5.1076,0.16,2.4,l 
35946,2005,4,13,7,5,2.08,-70.591587,-33.248549,90.1545,0.29,4.1,l 
35947,2005,4,13,9,25,25.53,-72.899854,-33.146923,12.7942,0.38,5.2,l 
35948,2005,4,13,13,32,47.87,-71.055756,-31.94836,68.7517,0.27,4.0,l 
35949,2005,4,13,18,6,6.93,-70.248228,-33.182342,6.0192,0.21,2.1,l 
35950,2005,4,13,19,35,30.09,-70.322059,-33.701318,102.5463,0.25,2.9,l 
35951,2005,4,13,19,41,5.68,-70.113147,-33.475563,6.2497,0.27,2.9,l 
35952,2005,4,13,20,46,25.94,-70.05029,-32.628608,111.5387,0.29,2.8,l 
35953,2005,4,14,0,53,29.37,-70.182057,-32.792902,106.6943,0.2,2.4,l 
35954,2005,4,14,1,44,34.27,-71.798077,-35.361408,58.7319,0.31,3.2,l 
35955,2005,4,14,7,39,26.5,-71.630936,-32.662682,31.9256,0.29,2.3,l 
35956,2005,4,14,18,18,35.7,-71.649879,-31.874747,38.4723,0.33,2.7,l 
35957,2005,4,14,23,56,17.0,-69.532395,-31.606868,152.7667,0.29,3.9,l 
35958,2005,4,15,3,20,47.23,-72.551866,-34.822173,7.8898,0.4,3.2,l 
35959,2005,4,15,16,56,54.17,-70.595873,-33.611924,24.9992,0.24,2.2,l 
35960,2005,4,15,18,29,27.01,-67.192833,-24.141498,206.7923,0.45,5.1,l 
35961,2005,4,15,23,15,12.13,-70.598633,-33.608707,26.4301,0.36,2.4,l 
35962,2005,4,15,23,47,14.97,-70.594503,-33.620256,25.8652,0.23,2.2,l 
35963,2005,4,16,0,5,2.08,-70.59811,-33.610127,25.8977,0.2,2.5,l 
35964,2005,4,16,2,54,23.58,-70.60172,-33.611322,25.6748,0.18,2.2,l 
35965,2005,4,16,3,2,53.33,-70.593334,-33.618251,25.0223,0.12,2.0,l 
35966,2005,4,16,3,9,28.9,-71.856209,-32.433981,22.0061,0.45,3.7,l 
35967,2005,4,16,3,23,46.33,-70.332666,-35.110424,2.4728,0.71,4.2,l 
35968,2005,4,16,3,27,30.57,-70.379647,-35.112397,3.0635,0.22,3.2,l 
35969,2005,4,16,3,37,49.48,-70.370654,-35.086404,7.257,0.42,3.6,l 
35970,2005,4,16,3,42,3.35,-69.448633,-31.125363,155.3518,0.46,3.1,l 
35971,2005,4,16,3,50,38.22,-70.350534,-35.093161,6.8614,0.31,3.1,l 
35972,2005,4,16,5,47,5.1,-69.406547,-28.368461,113.8754,0.2,4.0,l 
35973,2005,4,16,7,31,38.02,-70.23965,-33.982176,116.3928,0.4,2.2,l 
35974,2005,4,16,8,23,57.88,-70.215197,-33.946667,110.5228,0.39,2.0,l 
35975,2005,4,16,10,54,57.6,-70.414775,-33.553973,94.1455,0.28,2.3,l 
35976,2005,4,16,11,22,14.62,-70.596686,-33.61991,24.8779,0.2,2.2,l 
35977,2005,4,16,16,46,13.57,-71.489491,-30.987848,62.028,0.28,3.4,l 
35978,2005,4,16,20,21,18.85,-70.345669,-34.42628,110.8711,0.3,2.8,c 
35979,2005,4,16,22,32,57.17,-70.323046,-35.158775,8.7533,0.38,2.4,l 
35980,2005,4,17,0,16,52.08,-71.129914,-34.944903,85.6251,0.35,2.6,l 
35981,2005,4,17,0,50,58.09,-68.989298,-30.246916,149.6741,0.33,,xx
35982,2005,4,17,3,30,30.46,-71.837584,-32.451186,21.8443,0.26,2.2,l 
35983,2005,4,17,4,21,57.03,-71.464441,-30.887019,51.9788,0.16,2.5,l 
35984,2005,4,17,12,5,16.28,-70.788579,-32.523351,94.8922,0.36,2.8,l 
35985,2005,4,17,15,36,44.78,-69.237149,-31.37127,160.8253,0.43,3.8,l 
35986,2005,4,17,18,29,8.63,-69.785095,-33.321726,5.9577,0.39,3.7,l 
35987,2005,4,17,19,18,12.25,-69.928787,-34.404889,-1.7751,0.37,1.7,l 
35988,2005,4,17,20,21,10.53,-69.775663,-33.32411,6.9555,0.32,2.3,l 
35989,2005,4,17,23,24,1.75,-71.528642,-28.874749,4.2953,0.17,3.1,l 
35990,2005,4,18,1,6,33.34,-71.653596,-31.42417,20.4632,0.67,2.6,l 
35991,2005,4,18,6,42,33.98,-70.344874,-34.453378,6.9046,0.17,2.4,c 
35992,2005,4,18,8,33,0.54,-70.092554,-34.062711,8.9863,0.24,2.1,l 
35993,2005,4,18,10,15,57.44,-69.798483,-32.470075,113.6196,0.57,2.4,l 
35994,2005,4,18,13,56,47.84,-70.383525,-35.093322,0.6562,0.48,3.3,l 
35995,2005,4,18,21,0,34.49,-70.379132,-35.107409,-0.4659,0.32,4.5,l 
35996,2005,4,18,21,46,25.42,-71.034582,-36.732187,191.4304,0.36,3.7,l 
35997,2005,4,19,0,5,21.54,-70.358159,-32.692402,98.4201,0.33,3.5,l 
35998,2005,4,19,11,20,47.62,-71.639826,-33.209342,36.8449,0.23,2.5,l 
35999,2005,4,20,5,0,26.41,-70.369397,-31.599981,113.0708,0.21,3.0,l 
36000,2005,4,20,6,49,11.01,-70.343559,-34.076652,6.9384,0.32,1.7,l 
36001,2005,4,20,6,57,52.95,-69.892107,-32.173527,115.5031,0.55,3.5,l 
36002,2005,4,20,7,19,10.18,-73.041895,-32.996821,29.632,0.33,2.7,l 
36003,2005,4,20,8,58,57.58,-71.882084,-32.852534,29.5503,0.46,2.1,l 
36004,2005,4,20,10,57,24.79,-70.126069,-32.933344,108.1305,0.25,3.0,l 
36005,2005,4,20,15,6,58.26,-70.47585,-34.818608,102.3553,0.14,3.3,c 
36006,2005,4,20,16,21,11.78,-71.04466,-32.266666,70.2154,0.42,2.6,l 
36007,2005,4,20,19,56,39.89,-72.133054,-30.967036,3.7944,0.66,3.3,l 
36008,2005,4,20,21,35,59.1,-70.117499,-32.808411,102.5891,0.28,3.2,l 
36009,2005,4,20,22,23,40.46,-72.949864,-32.997008,7.8683,0.4,2.8,l 
36010,2005,4,20,22,57,47.19,-70.29893,-33.649653,98.7344,0.45,2.7,l 
36011,2005,4,21,1,37,22.95,-68.910974,-32.345995,169.8324,0.27,3.0,l 
36012,2005,4,21,14,22,58.35,-72.715311,-34.772927,11.0053,0.33,3.3,l 
36013,2005,4,21,15,23,16.59,-69.097451,-31.191929,154.9132,0.67,3.1,l 
36014,2005,4,21,15,39,53.61,-72.227127,-30.341245,108.1334,0.53,,xx
