
  International Seismological Centre
  ISC: Focal Mechanism solutions

Any use of data from the ISC *should be cited*. The correct format for
citations may be found on our citation page <http://www.isc.ac.uk/
citations/>.

Once the search has completed, a compressed KML file <https://
www.isc.ac.uk/temp/kml/507173769.kmz> will be available to view the
results in Google Earth <http://earth.google.com/>.

Sorry a problem has occured with the map.
*Search summary:*
Database: Reviewed ISC Bulletin
Search type: Rectangular search
Latitude range: -51 to -27
Longitude range: -80 to -65
Start date: 1976-01-01 00:00:00
End date: 2025-08-01 00:00:00
Magnitude >= 4.9
Events found: 1650
Date of search: Mon Sep 1 13:00:30 2025 GMT

Agencies whose data contributed towards the results of this search are
listed at the bottom of the page.

/Please note:/

Data on or after 2023/09/01 have not been reviewed by the ISC.



DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
Reviewed ISC Bulletin
-----EVENT----|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
615000704 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=615000704&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-14,02:58:06.20,-42.8290, -74.0005, 30.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.010, 4.6,16, 0.384,-0.069,-0.315,-0.017,-0.246,-0.909, 55.21,17.17, 139.34,184.58,78.91,  76.81,16, 1.024,54.00, 79.00,-0.989,33.00,286.00,-0.034,13.00,187.00
611941179 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611941179&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-19,06:43:40.51,-32.1829, -71.4857, 31.6,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.520, 4.7,16, 1.333,-0.743,-0.590, 0.040,-0.544, 0.813, 28.97,60.09,  71.02,243.57,34.95, 119.48,16, 1.640,69.00,260.00,-1.348,13.00,133.00,-0.292,16.00, 39.00
611955270 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611955270&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-28,20:59:35.40,-31.2281, -68.6076,106.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.260, 5.0,16,-3.446, 0.500, 2.946, 1.471, 2.064, 1.133, 16.65,34.17,-110.62,221.10,58.28, -76.56,16, 4.496,12.00,301.00,-3.965,73.00,166.00,-0.531,11.00, 34.00
611955270 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611955270&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-05-28,20:59:35.40,-31.2319, -68.7226,100.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.100, 5.0,16,-3.850, 1.101, 2.749, 0.856, 1.982, 0.639, 28.25,38.12, -98.50,219.00,52.37, -83.39,16, 4.197, 7.00,304.00,-4.009,81.00,161.00,-0.188, 5.00, 35.00
611955270 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611955270&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-05-28,20:59:38.60,-31.3000, -68.7100,118.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.245, 5.0,16,-4.080, 0.389, 3.700, 0.671, 1.430, 0.534, 14.00,40.00,-100.00,207.00,50.00, -82.00,16, 4.297, 5.00,291.00,-4.192,82.00,162.00,-0.095, 6.00, 21.00
611973684 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611973684&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-02,06:17:18.30,-38.3325, -73.7364, 23.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,9.010, 5.2,16, 5.054, 0.503,-5.557, 0.379, 0.151,-7.268,  0.16,18.07,  92.75,177.27,71.95,  89.10,16, 8.756,63.00, 86.00,-9.259,27.00,268.00, 0.504, 1.00,178.00
611973684 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611973684&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-06-02,06:17:19.77,-38.2170, -73.3800, 34.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,8.702, 5.2,16, 5.394, 0.322,-5.716, 0.425,-0.182,-6.676,  6.43,20.04,  98.39,177.51,70.18,  86.95,16, 8.550,64.69, 82.47,-8.846,25.12,269.89, 0.296, 2.87,178.55
611973684 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611973684&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-02,06:17:19.85,-38.2459, -73.7068, 26.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,6.680, 5.2,16, 1.499,-0.760,-0.739, 0.433,-2.133,-6.182, 75.49,19.91, 163.19,181.35,84.35,  70.88,16, 7.039,47.00, 71.00,-6.253,37.00,288.00,-0.786,19.00,183.00
611973684 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611973684&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-06-02,06:17:22.30,-38.3500, -73.9000, 29.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.123, 5.3,17, 0.659, 0.029,-0.680, 0.041, 0.057,-0.896,177.00,72.00,  91.00,354.00,19.00,  87.00,17, 1.107,63.00, 89.00,-1.139,27.00,266.00, 0.033, 1.00,357.00
611978147 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611978147&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-04,07:12:24.83,-38.2108, -73.7815, 20.4,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.630, 4.3,15, 2.377,-0.287,-2.091,-0.400, 1.653,-2.295,174.53,66.67, 115.72,303.95,34.18,  44.81,15, 3.628,60.00,122.00,-3.642,18.00,246.00, 0.015,23.00,344.00
612117354 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612117354&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-14,06:27:39.29,-45.8429, -76.3048, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,3.520, 5.6,17,-0.034, 0.320,-0.285, 0.474,-3.432,-0.531, 86.95,81.35, 173.02,178.00,83.10,   8.71,17, 3.600,11.00, 43.00,-3.429, 1.00,312.00,-0.171,79.00,216.00
612117354 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612117354&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-14,06:27:39.50,-45.7298, -76.1157, 19.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,4.000, 5.7,17,-0.270, 1.532,-1.262,-0.919,-3.550,-0.750, 80.42,81.53,-164.53,348.08,74.70,  -8.78,17, 3.978, 5.00,214.00,-4.026,17.00,305.00, 0.047,72.00,108.00
612117354 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612117354&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-06-14,06:27:40.71,-45.7620, -76.1510, 11.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,17,2.962, 5.6,17,-0.321, 1.382,-1.061, 0.189,-2.675,-0.121, 77.67,87.36, 177.35,167.79,87.35,   2.64,17, 3.116, 3.74, 32.73,-2.780, 0.01,122.73,-0.335,86.26,212.86
612117354 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612117354&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-06-14,06:27:43.50,-45.9900, -76.4600, 15.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,3.847, 5.7,17,-0.221, 1.630,-1.400, 1.080,-2.880,-1.830, 74.00,58.00, 177.00,166.00,88.00,  32.00,17, 4.188,24.00, 35.00,-3.505,20.00,295.00,-0.674,58.00,170.00
612152921 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612152921&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-22,04:41:02.28,-28.7317, -70.8122, 10.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,3.080, 4.3,15, 0.418, 1.693,-2.111, 0.972, 2.107, 0.612, 18.73,76.14, 161.30,113.37,71.87,  14.60,15, 3.110,23.00,335.00,-3.056, 3.00, 67.00,-0.054,67.00,163.00
612165653 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612165653&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-23,02:31:35.80,-44.6452, -79.7138, 17.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,5.960, 5.1,16,-0.090, 1.987,-1.897,-1.190,-4.811, 2.735,257.59,61.06, 176.57,349.26,87.00,  28.98,16, 6.266,22.00,217.00,-5.657,18.00,120.00,-0.609,61.00,355.00
612165653 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612165653&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-06-23,02:31:40.19,-44.3670, -79.1880, 15.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,4.277, 5.0,16,-1.139, 1.645,-0.506, 0.776,-3.892,-0.644, 81.83,82.39, 173.93,172.63,83.98,   7.65,16, 4.779, 9.66, 37.33,-3.470, 1.12,307.14,-1.309,80.27,210.61
612165653 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612165653&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-06-23,02:31:40.30,-44.6700, -79.8500, 24.7,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.293, 5.1,16,-0.844, 2.580,-1.740,-1.390,-5.750, 0.009, 80.00,90.00,-167.00,350.00,77.00,   0.00,16, 6.737, 9.00,214.00,-5.848, 9.00,306.00,-0.894,77.00, 81.00
612169280 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612169280&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-26,02:05:18.74,-32.1502, -71.8848, 23.5,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,9.510, 4.6,15, 4.883,-1.584,-3.298,-0.800, 4.254,-7.280,172.91,73.17, 116.55,293.00,31.10,  34.09,15, 9.885,54.00,116.00,-9.073,24.00,243.00,-0.811,25.00,345.00
612169249 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612169249&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-06-26,04:32:12.40,-30.3660, -71.6552, 29.7,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.190, 4.7,16, 0.924,-0.059,-0.865, 0.257, 0.097,-0.733,  0.01,25.27, 103.35,165.30,65.46,  83.78,16, 1.220,69.00, 63.00,-1.156,20.00,260.00,-0.064, 6.00,168.00
612301023 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612301023&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-07-16,10:29:55.70,-35.6500, -73.6000, 15.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.268, 5.1,16, 2.630,-0.033,-2.600,-0.400,-0.939,-4.460, 31.00,17.00, 113.00,187.00,74.00,  83.00,16, 5.188,60.00, 87.00,-5.348,29.00,282.00, 0.157, 7.00,189.00
612638791 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612638791&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-08-27,09:16:04.74,-29.7178, -71.5452, 54.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,3.810, 5.0,16, 2.887, 0.805,-3.693,-1.022,-0.607, 1.339,210.46,39.95, 126.71,346.26,59.02,  63.40,16, 3.602,65.00,208.00,-3.989,10.00, 95.00, 0.388,23.00,  1.00
612638791 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612638791&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-08-27,09:16:07.50,-29.6500, -71.6100, 49.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.402, 5.0,16, 3.620, 0.656,-4.270,-1.200,-1.160, 0.895,214.00,45.00, 122.00,352.00,53.00,  62.00,16, 4.227,67.00,202.00,-4.577, 4.00,102.00, 0.356,22.00, 10.00
612640273 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612640273&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-08-28,04:51:40.40,-29.6743, -71.2614, 40.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,7.210, 5.2,16, 4.529, 0.892,-5.421,-1.159,-2.825, 4.218,228.42,35.32, 136.22,356.44,66.42,  62.91,16, 6.838,59.00,227.00,-7.590,17.00,106.00, 0.752,25.00,  8.00
612640273 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612640273&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-08-28,04:51:40.90,-29.6720, -71.2720, 38.4,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,7.957, 5.2,16, 6.456,-0.263,-6.193,-0.925,-0.821,-4.663,  5.78,26.71,  86.42,189.79,63.35,  91.80,16, 8.036,71.59,103.82,-7.876,18.33,278.45,-0.159, 1.61,  8.98
612640273 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612640273&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-08-28,04:51:44.30,-29.6300, -71.4900, 52.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,0.883, 5.2,17, 0.707,-0.021,-0.680,-0.038,-0.361, 0.410,  9.00,59.00,  73.00,220.00,35.00, 116.00,17, 0.841,70.00,241.00,-0.926,13.00,111.00, 0.085,15.00, 18.00
612673426 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612673426&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-08-30,21:43:39.26,-32.3915, -71.2301, 48.2,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.030, 4.6,16,-0.102, 0.614,-0.512,-0.080,-0.366,-0.777, 70.79,51.15,-165.10,331.32,78.45, -39.81,16, 0.769,18.00, 27.00,-1.175,36.00,283.00, 0.406,49.00,138.00
612674475 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612674475&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-08-31,13:25:00.80,-32.2280, -70.2530,116.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,2.927, 4.9,16,-2.161,-0.426, 2.588,-1.323, 0.968,-0.326, 41.80,58.84, -57.16,170.51,44.03,-131.89,16, 2.971, 8.19,109.00,-2.882,60.96,  3.98,-0.089,27.65,203.33
612674475 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612674475&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-08-31,13:25:01.35,-32.2062, -70.4787, 96.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,2.810, 4.9,16,-1.713,-0.709, 2.422,-1.328, 0.358,-1.153, 33.72,67.31, -60.37,157.87,36.69,-139.78,16, 2.862,17.00,102.00,-2.745,57.00,344.00,-0.117,27.00,201.00
612674475 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612674475&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-08-31,13:25:01.70,-32.2170, -70.1000,100.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.430, 5.0,16,-2.602,-0.801, 3.403,-1.247, 2.777, 1.128, 60.24,54.69, -36.63,173.50,60.86,-138.57,16, 4.813, 4.00,296.00,-4.038,49.00, 30.00,-0.776,41.00,202.00
612674475 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612674475&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-08-31,13:25:03.90,-32.2600, -70.2100,115.3,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.262, 5.0,16,-2.860,-0.850, 3.710,-1.860, 1.720, 0.645, 48.00,54.00, -45.00,169.00,55.00,-135.00,16, 4.286, 0.00,288.00,-4.238,55.00, 19.00,-0.048,35.00,198.00
615001037 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=615001037&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-09-07,02:39:16.40,-28.8670, -70.0010,100.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,17,4.704, 5.7,17,-3.600, 3.814,-0.214, 1.856,-2.096,-0.719,114.53,32.22, -87.79,291.93,57.81, -91.39,17, 5.158,12.80, 22.93,-4.053,77.15,197.50,-1.105, 1.18,292.67
615001037 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=615001037&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-09-07,02:39:17.90,-28.7734, -70.0476, 90.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,5.650, 5.8,17,-5.117, 4.943, 0.174, 1.472,-2.160,-0.109,116.51,37.97, -81.71,286.04,52.49, -96.42,17, 5.957, 7.00, 21.00,-5.336,81.00,165.00,-0.621, 5.00,290.00
615001037 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=615001037&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-09-07,02:39:17.95,-28.8696, -69.9459, 93.1,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,4.820, 5.7,17,-3.663, 3.159, 0.505, 2.471,-2.234,-0.530,132.39,30.81, -69.62,289.00,61.31,-101.73,17, 5.100,16.00, 28.00,-4.472,71.00,172.00,-0.628,10.00,295.00
615001037 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=615001037&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-09-07,02:39:22.60,-28.8400, -70.1600,121.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,5.834, 5.8,17,-5.020, 4.730, 0.290, 1.580,-2.900,-0.496,120.00,37.00, -84.00,293.00,53.00, -94.00,17, 6.398, 8.00, 26.00,-5.270,81.00,183.00,-1.122, 3.00,296.00
612708046 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612708046&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-09-07,23:12:47.77,-30.5214, -69.7273,107.3,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,1.560, 4.7,16, 0.181,-1.209, 1.028,-0.531,-0.044,-0.932,129.10,48.02, 170.87,225.23,83.23,  42.34,16, 1.651,34.00, 96.00,-1.445,23.00,350.00,-0.206,47.00,233.00
612708046 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612708046&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-09-07,23:12:51.90,-30.3900, -69.7800,141.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,3.205, 4.9,16,-0.001,-2.430, 2.430,-1.030,-0.079,-1.880,131.00,50.00, 176.00,223.00,87.00,  40.00,16, 3.484,29.00, 95.00,-2.925,25.00,350.00,-0.560,50.00,227.00
612708746 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612708746&out_format=ISF2&request=COMPREHENSIVE>,se  ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,2018-09-10,08:24:12.82,-28.7750, -71.6610, 12.0,TRUE    ,GFZ <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GFZ>      ,16,3.655, 5.0,16, 2.900, 0.077,-2.977,-1.125,-0.553,-1.774,202.69,62.73, 102.37,357.12,29.74,  67.44,16, 3.646,69.70,138.57,-3.664,16.86,283.58, 0.018,10.97, 16.95
612708746 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612708746&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-09-10,08:24:15.18,-28.7391, -71.6956, 35.0,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,4.900, 5.1,16, 4.410, 0.639,-5.049,-0.708,-0.844,-0.295,197.88,48.17, 103.28,358.39,43.51,  75.60,16, 4.541,80.00,175.00,-5.188, 2.00,279.00, 0.647,10.00,  9.00
612708746 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612708746&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-09-10,08:24:15.20,-28.8383, -71.2331, 40.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,17,1.310, 5.3,17, 1.181,-0.258,-0.923,-0.265,-0.257,-0.660, 17.75,28.53,  87.70,200.37,61.49,  91.25,17, 1.392,73.00,113.00,-1.220,16.00,289.00,-0.171, 1.00, 20.00
612711002 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612711002&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-09-11,00:49:49.70,-45.8500, -77.6600, 25.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,2.886, 4.9,16,-0.062, 0.903,-0.840,-0.286,-2.610,-0.830, 82.00,75.00,-172.00,350.00,82.00, -15.00,16, 2.807, 5.00, 37.00,-2.965,16.00,305.00, 0.159,73.00,144.00
612846004 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612846004&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-10-01,15:11:49.70,-45.7587, -76.0061, 11.5,TRUE    ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,16,6.940, 5.2,16,-0.313, 2.655,-2.342, 1.660,-6.260, 0.143, 79.14,89.62, 166.21,169.23,76.21,   0.39,16, 7.124,10.00, 33.00,-6.758, 9.00,125.00,-0.366,76.00,258.00
612846004 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=612846004&out_format=ISF2&request=COMPREHENSIVE>,se  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,2018-10-01,15:11:51.40,-45.8800, -76.2600, 17.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.016, 5.3,17, 0.078, 0.286,-0.360, 0.027,-0.633,-0.736, 78.00,44.00, 178.00,170.00,88.00,  46.00,17, 0.934,32.00, 45.00,-1.099,29.00,294.00, 0.165,44.00,171.00
613463488 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=613463488&out_format=ISF2&request=COMPREHENSIVE>,se  ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,2018-10-12,01:58:52.11,-34.7262, -71.8341, 42.8,        ,NEIC <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIC>     ,15,4.330, 4.4,15, 3.151,-0.047,-3.103, 0.663,-0.633,-2.849, 25.52,26.54, 117.33,175.51,66.61,  77.08,15, 4.415,66.00, 63.00,-4.237,21.00,275.00,-0.178,12.00,181.00
