id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
702707,1977-02-22T14:10:07,-75.316,-45.565,10.0,5.45,mw,168.0,78.0,-14.0,261.0,76.0,-168.0,17.453515997773003,34.66646103734331,72.50072496006284,210.3899641353723,1.2256678185928165,304.28104071761544,-0.07,0.66,-0.58,0.3,0.53,-1.64,gem,unclassified
8443016,2006-05-30T02:50:09,-75.671,-45.768,25.0,5.66,mw,78.0,71.0,-175.0,346.0,85.0,-19.0,16.322325717375367,33.64854852420399,70.60981229613618,179.9562748643118,10.180398517889344,300.63411978965826,-0.04,1.65,-1.61,-0.11,-1.3,-3.2,gem,unclassified
14986683,2010-07-09T22:57:18,-75.488,-45.97,15.0,5.27,mw,79.0,59.0,-176.0,347.0,86.0,-31.0,23.234767421677077,37.16269757948544,58.94869606805562,172.64711280058873,19.408618713341788,298.46276354176314,-0.02,0.37,-0.35,0.01,-0.54,-0.77,gem,unclassified
602787731,2013-04-13T09:19:06,-75.646,-45.739,15.0,5.36,mw,76.0,68.0,-178.0,346.0,88.0,-22.0,16.51949461072639,32.74621590042949,67.95532191565128,169.83632528898875,14.181483195597096,298.44814125090727,0.06,0.59,-0.64,0.04,-0.54,-1.14,gem,unclassified
610654892,2017-05-27T07:38:42,-75.664,-45.698,14.7,5.26,mw,76.0,58.0,-176.0,344.0,86.0,-32.0,23.83257829727559,34.421378917082166,57.95697627286814,169.31066245458385,20.11053342503588,295.11329700112776,-0.13,0.47,-0.33,0.17,-0.48,-0.73,gem,unclassified
612846004,2018-10-01T15:11:51,-75.847,-45.798,17.6,5.27,mw,78.0,44.0,178.0,170.0,88.0,46.0,30.020504805865954,44.17942160009164,43.9999589100963,168.09707135585313,31.12161591270944,293.76149734344256,0.08,0.29,-0.36,0.03,-0.74,-0.63,gem,unclassified
