id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class,sub_depth
pde20110111053333860_35,2011-01-11T05:33:53,-73.427586,-35.716655,10.9478,5.1,mwc,138.0,15.0,60.0,349.0,77.0,98.0,1.97e+16,4700000000000000.0,-2.44e+16,-9400000000000000.0,4.85e+16,1.4e+16,anss,gcmt:C201101110533A,forearc,16.2147064209
pde20110214102127320_34,2011-02-14T10:21:27,-73.356623,-35.449118,2.8175,5.2,mwc,13.0,18.0,107.0,175.0,73.0,85.0,4.52e+16,-2500000000000000.0,-4.27e+16,8100000000000000.0,-6.55e+16,-3700000000000000.0,anss,gcmt:C201102141021A,forearc,15.2913322449
pde20110219062631000_15,2011-02-19T06:26:38,-72.267956,-34.039701,4.1571,5.2,mwc,360.0,21.0,94.0,176.0,69.0,89.0,5.54e+16,5800000000000000.0,-6.12e+16,5500000000000000.0,-6.65e+16,2900000000000000.0,anss,gcmt:C201102190626A,forearc,21.2884426117
pde20110221053851050_36,2011-02-21T05:38:50,-72.55,-46.02,17.6,5.0,mwc,271.0,32.0,-20.0,18.0,79.0,-121.0,-1.51e+16,1.94e+16,-4400000000000000.0,900000000000000.0,-3.72e+16,1.59e+16,anss,gcmt:C201102210538A,crustal_intraarc_shallow,
pde20110317111424000_13,2011-03-17T11:14:27,-71.777486,-32.638758,6.9024,5.2,mwc,6.0,28.0,101.0,174.0,62.0,84.0,6.23e+16,7200000000000000.0,-6.95e+16,8000000000000000.0,-4.5e+16,900000000000000.0,anss,gcmt:C201103171114A,forearc,27.1676826477
pde20110413151443030_34,2011-04-13T15:14:45,-72.174197,-33.768272,6.6285,5.4,mwc,9.0,23.0,100.0,178.0,67.0,86.0,1.15e+17,1.2e+16,-1.27e+17,7000000000000000.0,-1.18e+17,-8000000000000000.0,anss,gcmt:C201104131514A,forearc,21.1623001099
pde20110604162847680_9,2011-06-04T16:28:48,-72.22,-40.59,21.2,5.0,mwc,162.0,64.0,-165.0,65.0,77.0,-27.0,-1.19e+16,-1.95e+16,3.14e+16,-1.67e+16,-1300000000000000.0,2.84e+16,anss,gcmt:C201106041628A,crustal_intraarc_shallow,
choy20110716002612,2011-07-16T00:26:12,-72.182052,-33.875025,7.2961,6.0,mww,174.0,70.0,83.0,14.0,21.0,109.0,6.72e+17,2.3e+16,-6.94e+17,1.24e+17,-7.99e+17,-4.8e+16,anss,gcmt:C201107160026A,forearc,21.1407794952
pde20110728195020060_35,2011-07-28T19:50:19,-73.416556,-35.792828,8.582,5.7,mww,40.0,11.0,131.0,178.0,81.0,82.0,1.1e+17,2e+16,-1.3e+17,1e+16,-3.7e+17,-5e+16,anss,gcmt:C201107281950A,forearc,18.1116485596
pde20110806132234000_31,2011-08-06T13:22:39,-73.46,-36.06,15.0,5.5,mwc,49.0,9.0,131.0,188.0,83.0,84.0,4.8e+16,-8000000000000000.0,-4.1e+16,-2.4e+16,-1.96e+17,-2.6e+16,anss,gcmt:C201108061322A,forearc,19.6029338837
pde20110910031705000_23,2011-09-10T03:17:10,-72.342444,-34.22164,8.9005,5.0,mwc,27.0,25.0,112.0,184.0,67.0,80.0,2.75e+16,-600000000000000.0,-2.69e+16,800000000000000.0,-2.72e+16,-7800000000000000.0,anss,gcmt:C201109100317A,forearc,20.400384903
C201112072223A,2011-12-07T22:23:14,-71.348258,-27.958008,7.4899,6.1,mw,17.0,25.0,109.0,176.0,67.0,81.0,1.12e+18,1.16e+17,-1.24e+18,1.61e+17,-1.09e+18,-1.29e+17,gcmt,,forearc,20.1483669281
C201201092130A,2012-01-09T21:30:54,-71.639902,-32.580313,11.0935,5.2,mw,11.0,23.0,100.0,180.0,68.0,86.0,5.779999999999999e+16,5900000000000000.0,-6.37e+16,1300000000000000.0,-6.14e+16,-6400000000000000.0,gcmt,,forearc,32.3235321045
pde20120303110147250_49,2012-03-03T11:01:47,-70.784858,-30.303651,27.0046,5.3,mwc,179.0,23.0,91.0,358.0,67.0,90.0,7.52e+16,1400000000000000.0,-7.67e+16,-2700000000000000.0,7.51e+16,2000000000000000.0,anss,gcmt:C201203031101A,forearc,66.3397674561
pde20120607040504520_8,2012-06-07T04:05:04,-70.94381,-36.09868,6.9252,6.0,mww,270.0,70.0,-25.0,9.0,67.0,-158.0,-2.67e+17,1.78e+17,8.9e+16,3.92e+17,-1.6e+16,1.15e+18,anss,gcmt:C201206070405A,crustal_intraarc_shallow,
C201206180829A,2012-06-18T08:29:06,-68.6,-33.01,28.9,5.0,mw,166.0,25.0,82.0,355.0,65.0,94.0,3.05e+16,-1310000000000000.0,-2.92e+16,-1290000000000000.0,2.56e+16,5090000000000000.0,gcmt,,backarc,
C201211201623A,2012-11-20T16:23:29,-72.2885,-33.983897,1.636,5.4,mw,16.0,20.0,100.0,185.0,71.0,87.0,1e+17,7099999999999999.0,-1.07e+17,-1.01e+16,-1.32e+17,-2.12e+16,gcmt,,forearc,19.6523571014
pde20121121213622740_18,2012-11-21T21:36:22,-72.256911,-33.982351,7.2292,5.9,mww,170.0,55.0,90.0,350.0,35.0,90.0,5.08e+17,3.48e+16,-5.43e+17,1.3999999999999998e+17,-6.23e+17,2.63e+16,anss,gcmt:C201211212136A,forearc,20.8200473785
b000kyrl,2013-11-15T06:19:18,-67.58,-32.8,32.8,5.1,mwc,212.0,46.0,99.0,20.0,44.0,81.0,3.94e+16,-3100000000000000.0,-3.63e+16,-3890000000000000.0,30000000000000.0,-2.14e+16,anss,gcmt:C201311150619A,backarc,
c000nu2x,2014-03-27T23:51:00,-68.868352,-29.125206,1.2066,5.7,mww,177.0,83.0,143.0,272.0,54.0,9.0,3.55e+16,-3.78e+16,2300000000000000.0,-7.39e+16,-2.623e+17,3.394e+17,anss,gcmt:C201403272350A,backarc,
b000sguw,2014-09-28T08:46:35,-73.179666,-35.654323,8.5091,5.2,mww,190.0,60.0,96.0,358.0,30.0,80.0,7.684e+16,-1450000000000000.0,-7.539e+16,-1.244e+16,-4.337e+16,-5030000000000000.0,anss,gcmt:C201409280846A,forearc,20.2349033356
C201503131916A,2015-03-13T19:16:08,-73.203424,-44.660838,1.7466,5.0,mw,99.0,61.0,4.0,7.0,86.0,151.0,-2270000000000000.0,8810000000000000.0,-6540000000000000.0,8580000000000000.0,1.6200000000000002e+16,2.93e+16,gcmt,,crustal_intraarc_shallow,
10001nj1,2015-03-18T18:27:38,-73.840719,-36.098188,2.4508,6.2,mww,189.0,76.0,87.0,19.0,14.0,100.0,1.265e+18,8.8e+16,-1.352e+18,-3.9e+17,-2.475e+18,-3.75e+17,anss,gcmt:C201503181827A,forearc,13.1334247589
100028yq,2015-05-14T15:08:06,-71.513698,-28.744717,19.0352,5.1,mww,191.0,75.0,82.0,39.0,17.0,117.0,3.18e+16,-3910000000000000.0,-2.789e+16,-7990000000000000.0,-5.364e+16,-1.423e+16,anss,gcmt:C201505141508A,forearc,23.1292476654
10002x3v,2015-08-01T11:30:25,-68.690017,-30.068441,3.9166,5.2,mww,356.0,62.0,106.0,144.0,32.0,63.0,5.343e+16,-210000000000000.0,-5.322e+16,5110000000000000.0,3.689e+16,2.146e+16,anss,gcmt:C201508011130A,backarc,
20003k7w,2015-09-16T23:18:57,-71.700903,-31.603661,5.1687,7.0,mww,180.0,54.0,93.0,355.0,36.0,86.0,3.363e+19,-1.43e+18,-3.22e+19,-1.13e+18,-1.045e+19,1.17e+18,anss,gcmt:S201509162318A,forearc,29.4591903687
20003kc5,2015-09-17T01:33:03,-72.134511,-31.619138,13.3676,5.8,mwr,183.43,85.34,97.36,305.6,8.71,32.47,5.703e+16,7.115e+16,-1.2817e+17,-2.543e+16,-5.3474e+17,5.939e+16,anss,,forearc,16.1805305481
20003kcn,2015-09-17T01:41:15,-71.69257,-31.172058,12.8589,6.4,mww,172.0,55.0,92.0,348.0,35.0,86.0,5.179e+18,8000000000000000.0,-5.186e+18,1.45e+17,-1.957e+18,9.59e+17,anss,,forearc,28.5390815735
20003kfj,2015-09-17T03:55:08,-71.735101,-31.498897,4.2775,6.5,mww,157.0,56.0,79.0,356.0,35.0,106.0,5.844e+18,2.56e+17,-6.1e+18,1.542e+18,-2.132e+18,1.719e+18,anss,,forearc,27.4256629944
20003kfv,2015-09-17T04:10:35,-71.731773,-31.549128,1.8144,6.7,mww,172.0,62.0,89.0,353.0,28.0,91.0,1.023e+19,-6.4e+17,-9.59e+18,9.9e+17,-6.69e+18,1.13e+18,anss,gcmt:C201509170410A,forearc,27.5229377747
20003kgi,2015-09-17T04:26:39,-72.01696,-31.382065,6.5809,5.5,mwr,0.85,29.46,68.89,204.76,62.69,101.5,1.7711e+17,-1360000000000000.0,-1.7574e+17,-7.109e+16,-1.0561e+17,-4.174e+16,anss,,forearc,19.420917511
20003khn,2015-09-17T05:44:38,-71.943307,-31.816652,18.6599,5.5,mwr,29.85,36.5,117.9,176.47,58.29,70.9,1.8024e+17,1530000000000000.0,-1.8178e+17,4.396e+16,-8.693e+16,-4.631e+16,anss,,forearc,21.559009552
20003kkw,2015-09-17T12:14:44,-72.140339,-32.144009,3.4881,5.9,mww,166.0,78.0,91.0,341.0,12.0,85.0,4.131e+17,-4.16e+16,-3.714e+17,2.139e+17,-8.593e+17,1.093e+17,anss,gcmt:C201509171214A,forearc,16.9933204651
20150917223920,2015-09-17T22:39:22,-71.76595,-31.012139,15.3299,5.1,mwc,237.0,23.0,-52.0,17.0,72.0,-105.0,-3.5e+16,1.81e+16,1.68e+16,-4060000000000000.0,-4.12e+16,1.32e+16,anss,gcmt:C201509172239A,forearc,26.3488082886
20003l3e,2015-09-18T04:24:05,-72.077216,-31.335832,3.4868,5.0,mww,343.0,88.0,-110.0,249.0,20.0,-4.0,-4590000000000000.0,-1050000000000000.0,5650000000000000.0,1.413e+16,-3.226e+16,1.32e+16,anss,,forearc,16.8549365997
C201509180429A,2015-09-18T04:29:08,-71.740509,-31.664234,14.4976,5.1,mw,5.0,41.0,90.0,185.0,49.0,90.0,5.24e+16,-9200000000000000.0,-4.32e+16,-450000000000000.0,-6370000000000000.0,-3060000000000000.0,gcmt,,forearc,27.7088794708
20003lsq,2015-09-19T09:07:11,-71.595185,-31.1557,7.4323,5.7,mww,173.0,59.0,81.0,9.0,32.0,104.0,4.58e+17,5400000000000000.0,-4.633e+17,6.92e+16,-2.3e+17,-1.02e+16,anss,gcmt:C201509190907A,forearc,32.5318641663
20003luw,2015-09-19T12:52:26,-71.958411,-32.325234,1.8555,6.2,mww,178.0,68.0,88.0,4.0,22.0,96.0,1.835e+18,-8.2e+16,-1.753e+18,1.02e+17,-1.918e+18,-4.3e+16,anss,gcmt:C201509191252A,forearc,22.3111934662
20003mi0,2015-09-21T17:40:08,-71.541696,-31.754377,0.0027,6.6,mww,171.0,62.0,82.0,9.0,29.0,105.0,7.063e+18,6.47e+17,-7.71e+18,1.246e+18,-4.836e+18,3.8e+16,anss,gcmt:C201509211739A,forearc,35.703502655
10003jyt,2015-10-03T06:26:59,-71.399465,-30.367337,28.1766,5.9,mww,170.0,50.0,77.0,10.0,42.0,105.0,7.71e+17,-2.16e+16,-7.494e+17,1.47e+17,-1.089e+17,-8400000000000000.0,anss,gcmt:C201510030626A,forearc,38.5953941345
20004g1p,2015-12-10T00:09:38,-73.352751,-36.01176,10.5483,5.5,mww,198.0,73.0,87.0,27.0,17.0,98.0,1.337e+17,-1.91e+16,-1.146e+17,-6e+16,-1.913e+17,-4.85e+16,anss,gcmt:C201512100009A,forearc,21.1578216553
C201602260852A,2016-02-26T08:52:53,-67.54,-31.75,35.0,5.0,mw,231.0,44.0,151.0,343.0,70.0,50.0,2.14e+16,1.33e+16,-3.47e+16,-1.72e+16,2.17e+16,-1.59e+16,gcmt,,backarc,
C201607180859A,2016-07-18T08:59:45,-71.619258,-30.436991,18.4419,5.1,mw,341.0,38.0,89.0,163.0,52.0,91.0,5.18e+16,-1300000000000000.0,-5.05e+16,3590000000000000.0,-1.3799999999999998e+16,1.74e+16,gcmt,,forearc,30.4440116882
20006v8s,2016-08-30T08:09:13,-72.550235,-34.876418,6.7337,5.4,mww,198.0,71.0,90.0,19.0,19.0,91.0,1.066e+17,-8100000000000000.0,-9.85e+16,-4.35e+16,-1.353e+17,-3.41e+16,anss,gcmt:C201608300809A,forearc,23.9811687469
2000803e,2016-12-12T02:57:03,-68.06,-30.98,11.5,5.0,mww,338.0,69.0,84.0,175.0,21.0,106.0,1.863e+16,5260000000000000.0,-2.389e+16,-9640000000000000.0,2.353e+16,8720000000000000.0,anss,gcmt:C201612120256A,backarc,
C201612191536A,2016-12-19T15:36:52,-71.27,-30.8,43.7,5.0,mw,354.0,38.0,94.0,169.0,52.0,87.0,3.79e+16,5840000000000000.0,-4.37e+16,3040000000000000.0,-1.04e+16,7690000000000000.0,gcmt,,forearc,47.7808456421
20008h9r,2017-02-03T00:52:31,-69.708656,-33.154867,10.4011,5.4,mww,130.62,55.21,-22.41,233.86,71.75,-143.07,-6.798e+16,1.7209e+17,-1.0411e+17,4.469e+16,6.922e+16,-7630000000000000.0,anss,gcmt:C201702030052A,crustal_intraarc_shallow,
C201706252208A,2017-06-25T22:08:43,-71.66,-42.09,12.0,5.2,mw,172.0,17.0,118.0,322.0,75.0,82.0,3.63e+16,-5470000000000000.0,-3.08e+16,-4.04e+16,4.65e+16,1.14e+16,gcmt,,crustal_intraarc_shallow,
C201811020820A,2018-11-02T08:20:27,-67.6,-30.18,36.5,5.0,mw,99.0,49.0,47.0,334.0,57.0,128.0,3.06e+16,-2.29e+16,-7690000000000000.0,7570000000000000.0,1.87e+16,2.41e+16,gcmt,,backarc,
1000jbq5,2019-03-07T05:10:37,-69.0,-38.6237,11.5,5.0,mww,219.37,9.49,114.34,14.72,81.36,86.06,4743000000000000.0,9306000000000000.0,-1.4049e+16,9850000000000000.0,3.3926e+16,-9711000000000000.0,anss,,backarc,
70005nkr,2019-09-29T20:11:58,-72.893813,-35.541948,23.9302,5.0,mww,3.74,31.22,-127.54,225.68,65.73,-69.73,-2.5149e+16,923000000000000.0,2.4227e+16,1.9287e+16,1.2727e+16,1.4451e+16,anss,,forearc,25.3206348419
600063ts,2019-10-28T03:55:06,-69.2265,-30.2734,30.5,5.0,mww,47.77,41.25,150.3,160.98,70.93,52.7,2.2862e+16,1.4639e+16,-3.7501e+16,1.7319e+16,-2.4622e+16,-1.3848e+16,anss,gcmt:C201910280355A,backarc,
700062hv,2019-11-03T08:06:10,-72.036989,-30.727443,6.0101,5.2,mww,349.99,12.68,81.03,179.18,77.48,92.01,2.8206e+16,642000000000000.0,-2.8848e+16,402000000000000.0,-6.115e+16,2744000000000000.0,anss,gcmt:C201911030806A,forearc,16.9373645782
C202004250553A,2020-04-25T05:54:04,-71.02,-27.96,15.0,5.3,mw,318.0,10.0,29.0,199.0,85.0,99.0,6100000000000000.0,2.6e+16,-3.21e+16,-2.88e+16,-9.52e+16,-3000000000000000.0,gcmt,,forearc,31.5492572784
7000d18q,2021-01-19T02:46:31,-68.8703,-31.8174,23.5,6.4,mww,226.96,57.09,174.66,319.87,85.52,33.02,5.964e+17,4.5685e+18,-5.1649e+18,-2.2109e+18,2.2255e+18,-5.427e+17,anss,gcmt:C202101190246A,backarc,
C202102111401A,2021-02-11T14:01:32,-71.96,-39.87,21.2,5.0,mw,78.0,82.0,-7.0,169.0,83.0,-172.0,-3560000000000000.0,-1.39e+16,1.74e+16,-5370000000000000.0,4030000000000000.0,3.64e+16,gcmt,,crustal_intraarc_shallow,
6000e2uw,2021-04-19T11:13:28,-72.2438,-34.1689,15.5,5.1,mww,26.15,23.49,125.24,168.55,71.0,75.92,3.7156e+16,-1446000000000000.0,-3.571e+16,1.528e+16,-4.2366e+16,-6532000000000000.0,anss,gcmt:C202104191113A,forearc,22.2854213715
C202109290753A,2021-09-29T07:54:00,-68.15,-33.33,27.9,5.0,mw,200.0,27.0,106.0,2.0,64.0,82.0,3.06e+16,-1450000000000000.0,-2.91e+16,-1840000000000000.0,2.36e+16,-5560000000000000.0,gcmt,,backarc,
C202110130755A,2021-10-13T07:55:33,-72.33,-50.4,12.0,5.5,mw,48.0,53.0,140.0,165.0,59.0,44.0,1.2e+17,6.35e+16,-1.83e+17,6.31e+16,-3.59e+16,-7.68e+16,gcmt,,backarc,
6000g836,2021-12-01T04:39:29,-73.6298,-37.8959,13.5,5.1,mww,153.24,29.94,-116.39,3.04,63.44,-75.64,-5.0784e+16,9291000000000000.0,4.1493e+16,-1.2098e+16,-3.4276e+16,-9646000000000000.0,anss,gcmt:C202112010439A,forearc,24.6574058533
7000h2q1,2022-04-16T17:10:35,-72.3683,-34.3918,11.5,5.0,mww,34.61,28.87,130.72,170.1,68.53,70.22,2.3903e+16,3609000000000000.0,-2.7512e+16,8847000000000000.0,-2.4661e+16,-7024000000000000.0,anss,gcmt:C202204161710A,forearc,22.5533618927
6000hmkd,2022-05-20T09:07:54,-72.0444,-29.5399,13.5,5.7,mww,322.78,4.8,43.47,189.41,86.7,93.49,3.107e+16,6.114e+16,-9.221e+16,-7.926e+16,-4.9794e+17,6800000000000000.0,anss,gcmt:C202205200907A,forearc,14.2228221893
C202206210809A,2022-06-21T08:10:00,-69.11,-28.11,22.5,5.1,mw,106.0,66.0,14.0,10.0,77.0,155.0,3220000000000000.0,1.84e+16,-2.16e+16,2e+16,1.98e+16,4.21e+16,gcmt,,backarc,
7000impk,2022-11-05T12:12:47,-68.8366,-33.5217,40.5,5.1,mww,344.7,48.01,61.23,204.08,49.34,118.13,4.9459e+16,1.0244e+16,-5.9704e+16,-1.7476e+16,46000000000000.0,-5445000000000000.0,anss,gcmt:C202211051212A,backarc,
7000lz23,2024-02-14T01:31:46,-71.3142,-28.8042,23.5,5.8,mww,20.44,36.57,126.66,157.63,61.45,66.11,5.0185e+17,2.007e+16,-5.2193e+17,2.6998e+17,-2.3091e+17,-9160000000000000.0,anss,gcmt:C202402140131A,forearc,30.4144477844
6000ntqb,2024-09-22T18:46:40,-71.5737,-32.0514,35.5,5.1,mww,132.58,3.89,39.48,3.17,87.53,93.0,3403000000000000.0,2884000000000000.0,-6287000000000000.0,2920000000000000.0,5.4257e+16,2374000000000000.0,anss,gcmt:C202409221846A,forearc,35.9235649109
7000nwtv,2024-12-07T06:26:35,-73.1903,-38.9157,25.5,5.3,mww,108.97,41.29,53.8,333.23,57.83,117.42,1.0061e+17,-6.015e+16,-4.046e+16,9050000000000000.0,5.881e+16,6.254e+16,anss,gcmt:C202412070626A,forearc,43.8211669922
7000pwdl,2025-05-01T16:04:54,-67.4216,-28.5033,25.5,5.4,mww,145.92,28.37,46.93,12.65,69.69,110.24,8.976e+16,-6780000000000000.0,-8.298e+16,4.795e+16,8.755e+16,2.478e+16,anss,,backarc,
STchoy19850303224726,1985-03-03T22:47:26,-71.62,-33.12,33.0,8.0,mw,360.0,35.0,105.0,360.0,35.0,105.0,7.48e+20,4.89e+19,-7.969e+20,1.912e+20,-6.55e+20,2.9e+18,us,gcmt:M030385A;neic:529084;gem:529084,slab_interface,34.8395805359
STC031985A,1985-03-19T04:01:13,-71.94,-33.63,35.6,6.7,mw,355.0,24.0,90.0,175.0,66.0,90.0,8.667e+18,-2.99e+17,-8.368e+18,7.19e+17,-7.813e+18,7.49e+17,gcmt,,intra_slab,25.8404064178
STC032585A,1985-03-25T05:14:39,-72.52,-34.6,23.9,6.5,mw,10.0,20.0,98.0,181.0,70.0,87.0,2.595e+18,-7.9e+16,-2.516e+18,8999999999999998.0,-3.096e+18,-2.45e+17,gcmt,,slab_interface,21.3393611908
STB081285A,1985-08-12T00:04:53,-73.94,-38.45,17.2,6.0,mw,16.0,15.0,111.0,174.0,76.0,84.0,1.11e+18,-5.4e+16,-1.056e+18,2.7800000000000003e+17,-1.977e+18,-1.05e+17,gcmt,,slab_interface,20.7155399323
STC040304E,2004-04-03T09:57:14,-72.35,-30.04,28.0,5.1,mw,320.0,33.0,50.0,185.0,65.0,113.0,1.47e+17,3.18e+16,-1.79e+17,-3.48e+16,-1.3e+17,6.66e+16,gcmt,,intra_slab,10.377614975
STofficial20100227063411530_30,2010-02-27T06:34:11,-72.898,-36.122,30.0,8.8,mww,178.0,77.0,86.0,17.0,14.0,108.0,1.04e+22,-3.9e+20,-1e+22,3.04e+21,-1.52e+22,-1.19e+21,us,gcmt:C201002270634A;gcmt:C201002270634A;neic:14340585;gem:14340585,slab_interface,33.1989784241
STchoy20110211200530,2011-02-11T20:05:30,-73.13,-36.47,26.0,6.9,mww,180.0,77.0,86.0,17.0,14.0,107.0,9.99e+18,-3.3e+17,-9.66e+18,2.5e+17,-2.09e+19,-1.32e+18,us,gcmt:C201102112005A;gcmt:C201102112005A;neic:602064448;gem:602064448,slab_interface,29.9707660675
STchoy20110214034009,2011-02-14T03:40:09,-72.83,-35.38,21.0,6.7,mww,189.0,73.0,85.0,26.0,18.0,106.0,5.6e+18,-2.3e+17,-5.37e+18,-1.27e+18,-9.05e+18,-1.73e+18,us,gcmt:C201102140340A;gcmt:C201102140340A;neic:602035966;gem:602035966,slab_interface,24.217218399
ST201408232232A,2014-08-23T22:32:00,-71.74,-32.76,42.0,6.4,mw,5.0,26.0,92.0,183.0,64.0,89.0,3.729e+18,5.8e+16,-3.787e+18,-3.07e+17,-4.096e+18,-9.5e+16,gmt,gcmt:C201408232232A;gcmt:C201408232232A;us:b000s5rc;neic:610572067;gem:610572067,intra_slab,28.9251651764
ST201506200210A,2015-06-20T02:10:00,-74.1,-36.35,12.0,6.4,mw,9.0,18.0,84.0,196.0,72.0,92.0,1.963e+18,-3.3e+17,-1.634e+18,-4.35e+17,-5.009e+18,-7.87e+17,gmt,gcmt:C201506200210A;gcmt:C201506200210A;us:10002ke8;neic:607304048;gem:607304048,slab_interface,11.1978616714
201612251422A,2016-12-25T14:22:00,-74.43,-43.41,33.0,6.8,mw,4.0,19.0,96.0,178.0,71.0,88.0,1.803e+20,-8.9e+18,-1.713e+20,-2.13e+19,-2.881e+20,1.8e+18,gmt,gcmt:C201612251422A;gcmt:C201612251422A;us:10007mn3;neic:609939179;gem:609939179,intra_slab,22.2438755035
