id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
S201002270801A,2010-02-27T08:01:23,-75.05,-37.77,41.7,7.4,mwc,3.0,46.0,-102.0,200.0,46.0,-78.0,0.0,281.0,9.0,11.0,81.0,191.0,,,,,,,us,outer_rise
C201003010530A,2010-03-01T05:30:35,-73.6,-34.67,35.0,4.9,mwc,234.0,44.0,-67.0,24.0,50.0,-111.0,3.0,128.0,16.0,37.0,74.0,229.0,,,,,,,us,outer_rise
C201003011220A,2010-03-01T12:20:18,-73.74,-34.54,35.0,5.1,mwc,41.0,40.0,-91.0,222.0,50.0,-89.0,5.0,311.0,0.0,41.0,85.0,137.0,,,,,,,us,outer_rise
C201003011436A,2010-03-01T14:36:30,-73.5,-34.39,30.9,5.2,mwc,46.0,39.0,-89.0,224.0,51.0,-91.0,6.0,315.0,1.0,225.0,84.0,127.0,,,,,,,us,outer_rise
C201003012240A,2010-03-01T22:40:18,-73.81,-34.83,35.0,5.0,mwc,32.0,37.0,-88.0,209.0,53.0,-92.0,8.0,300.0,1.0,210.0,82.0,111.0,,,,,,,us,outer_rise
C201003081303A,2010-03-08T13:03:43,-73.82,-34.53,34.7,5.1,mwc,38.0,41.0,-97.0,228.0,49.0,-84.0,4.0,313.0,5.0,44.0,84.0,183.0,,,,,,,us,outer_rise
C201003100845A,2010-03-10T08:45:23,-73.83,-34.99,35.0,5.1,mwc,48.0,34.0,-59.0,192.0,61.0,-109.0,14.0,296.0,17.0,201.0,68.0,64.0,,,,,,,us,outer_rise
C201003101600A,2010-03-10T16:00:52,-74.91,-38.09,22.9,5.1,mwc,344.0,55.0,-152.0,237.0,67.0,-38.0,7.0,293.0,46.0,31.0,43.0,196.0,,,,,,,us,outer_rise
C201003230234A,2010-03-23T02:34:01,-76.61,-45.69,10.0,4.9,mwc,164.0,45.0,-99.0,357.0,46.0,-81.0,0.0,81.0,6.0,171.0,84.0,348.0,,,,,,,us,outer_rise
C201006280059A,2010-06-28T00:59:47,-75.04,-37.91,28.2,5.6,mwc,41.0,39.0,-59.0,184.0,57.0,-113.0,10.0,290.0,19.0,196.0,69.0,45.0,,,,,,,us,outer_rise
C201009300026A,2010-09-30T00:26:10,-74.26,-36.25,20.2,5.6,mwc,9.0,17.0,98.0,180.0,73.0,87.0,62.0,86.0,2.0,181.0,28.0,272.0,,,,,,,us,outer_rise
C201010210249A,2010-10-21T02:49:56,-73.72,-34.74,10.4,5.9,mwc,2.0,45.0,-136.0,237.0,60.0,-54.0,9.0,302.0,30.0,38.0,58.0,198.0,,,,,,,us,outer_rise
C201012131851A,2010-12-13T18:51:05,-73.08,-33.99,29.3,5.2,mwc,38.0,28.0,-89.0,217.0,62.0,-90.0,17.0,307.0,0.0,217.0,73.0,126.0,,,,,,,us,outer_rise
pde20110404075435940_26,2011-04-04T07:54:34,-77.04,-45.8,12.0,5.3,mwc,174.0,32.0,-79.0,341.0,59.0,-97.0,14.0,76.0,6.0,344.0,75.0,231.0,-1.12e+17,1.1e+16,1.01e+17,2.8e+16,-5.2e+16,-2e+16,us,outer_rise
pde20111125173547180_39,2011-11-25T17:35:44,-75.59,-37.77,30.0,5.0,mwc,321.0,47.0,-122.0,184.0,52.0,-60.0,2.0,253.0,23.0,344.0,67.0,158.0,-3.51e+16,1400000000000000.0,3.38e+16,1.56e+16,7900000000000000.0,-1.15e+16,us,outer_rise
pde20111216120256980_10,2011-12-16T12:02:57,-76.43,-46.0,14.3,5.4,mwc,75.0,75.0,178.0,165.0,89.0,15.0,11.0,31.0,75.0,171.0,9.0,299.0,-5000000000000000.0,8.7e+16,-8.2e+16,1.9e+16,-4.1e+16,-1.44e+17,us,outer_rise
pde20111216125425370_10,2011-12-16T12:54:25,-76.26,-45.85,12.0,5.8,mww,170.0,67.0,6.0,78.0,84.0,157.0,19.0,31.0,66.0,244.0,11.0,125.0,-2000000000000000.0,1.97e+17,-1.94e+17,2.28e+17,-3.4e+16,-4.62e+17,us,outer_rise
pde20111222150632600_13,2011-12-22T15:06:30,-76.64,-46.06,27.5,5.0,mwc,72.0,66.0,-177.0,341.0,87.0,-24.0,15.0,29.0,66.0,155.0,18.0,294.0,-4500000000000000.0,2.78e+16,-2.33e+16,6200000000000000.0,-1.75e+16,-3.47e+16,us,outer_rise
choy20121113043126,2012-11-13T04:31:26,-77.05,-45.76,9.0,6.1,mww,77.0,82.0,-176.0,346.0,86.0,-8.0,8.387077569129302,31.9308092623362,81.12916137010338,192.77966070041856,2.868765551864522,301.50749027377594,,,,,,,us,outer_rise
pde20130413091904880_10,2013-04-13T09:19:07,-76.33,-45.89,17.1,5.4,mwc,79.0,67.0,-167.0,344.0,78.0,-23.0,7.0,33.0,64.0,138.0,25.0,300.0,3000000000000000.0,6.6e+16,-6.8e+16,-3.2e+16,-8.2e+16,-1.27e+17,us,outer_rise
b000mzjs,2014-03-02T17:03:43,-77.0,-45.94,12.0,5.4,mwc,343.0,53.0,-90.0,164.0,37.0,-90.0,8.0,73.0,0.0,343.0,82.0,253.0,-1.27e+17,1.6e+16,1.11e+17,1.06e+16,-3.47e+16,-3.08e+16,us,outer_rise
b000sfgp,2014-09-24T06:34:39,-73.38,-34.39,11.5,5.0,mww,2.0,72.0,-92.0,190.0,18.0,-83.0,27.0,94.0,2.0,3.0,63.0,269.0,-2.176e+16,-390000000000000.0,2.215e+16,-770000000000000.0,-2.966e+16,2350000000000000.0,us,outer_rise
20003gru,2015-09-05T18:15:20,-75.35,-37.93,11.5,4.9,mww,358.0,55.0,-100.0,195.0,37.0,-76.0,9.0,95.0,8.0,4.0,78.0,232.0,-2.409e+16,160000000000000.0,2.393e+16,3030000000000000.0,-8180000000000000.0,2630000000000000.0,us,outer_rise
20003kfj,2015-09-17T03:55:08,-72.53,-30.97,35.5,6.5,mww,157.0,56.0,79.0,356.0,35.0,106.0,76.0,34.0,9.0,163.0,11.0,254.0,5.844e+18,2.56e+17,-6.1e+18,1.542e+18,-2.132e+18,1.719e+18,us,outer_rise
20150919043348,2015-09-19T04:33:49,-72.96,-30.48,19.1,4.9,mwc,355.0,38.0,-106.0,195.0,54.0,-78.0,8.0,277.0,10.0,8.0,77.0,149.0,-2.93e+16,4780000000000000.0,2.46e+16,7160000000000000.0,6780000000000000.0,1440000000000000.0,us,outer_rise
10003jsk,2015-10-02T16:33:28,-72.84,-31.09,11.5,4.9,mww,357.0,60.0,-102.0,200.0,32.0,-70.0,14.0,96.0,10.0,3.0,72.0,237.0,-2.178e+16,-3660000000000000.0,2.544e+16,2710000000000000.0,-1.303e+16,3980000000000000.0,us,outer_rise
10003vgi,2015-11-07T07:04:40,-72.43,-29.47,11.5,6.2,mww,194.0,72.0,90.0,12.0,18.0,89.0,63.0,104.0,0.0,13.0,27.0,283.0,1.332e+18,-1.02e+17,-1.23e+18,-4.41e+17,-1.809e+18,-2.73e+17,us,outer_rise
2000a9je,2017-08-18T20:31:50,-77.6196,-45.5239,21.5,5.1,mww,74.02,60.54,164.68,171.7,76.7,30.35,31.0,36.0,57.0,193.0,11.0,300.0,1.1643e+16,1.1476e+16,-2.3119e+16,1.2211e+16,-2.0393e+16,-3.8016e+16,us,outer_rise
1000asyw,2017-10-16T19:29:36,-74.4984,-35.2956,13.5,4.9,mww,13.54,32.79,-112.51,219.78,59.98,-76.15,14.0,300.0,12.0,33.0,71.0,162.0,-2.2784e+16,4100000000000000.0,1.8684e+16,1.0925e+16,7802000000000000.0,9618000000000000.0,us,outer_rise
1000ci7u,2018-02-07T12:36:18,-72.7043,-29.2453,11.5,5.1,mww,198.65,44.44,-101.58,34.66,46.69,-78.86,1.0,117.0,8.0,207.0,82.0,19.0,-5.7945e+16,1.3948e+16,4.3997e+16,-9004000000000000.0,2057000000000000.0,2.0093e+16,us,outer_rise
2000db8n,2018-03-02T18:06:46,-76.986,-44.5213,11.5,5.1,mww,356.65,16.7,-60.66,146.25,75.49,-98.36,30.0,243.0,8.0,148.0,59.0,45.0,-2.699e+16,-1638000000000000.0,2.8629e+16,-3.0301e+16,4.3173e+16,-1.3412e+16,us,outer_rise
1000er8i,2018-06-14T06:27:39,-76.1157,-45.7298,19.5,5.7,mww,348.08,74.7,-8.78,80.42,81.53,-164.53,5.0,214.0,72.0,108.0,17.0,305.0,-2.701e+16,1.5319e+17,-1.2618e+17,-9.191e+16,-7.495e+16,-3.5501e+17,us,outer_rise
1000h50j,2018-10-01T15:11:49,-76.0061,-45.7587,11.5,5.2,mww,169.23,76.21,0.39,79.14,89.62,166.21,10.0,33.0,76.0,258.0,9.0,125.0,-3133000000000000.0,2.655e+16,-2.3417e+16,1.6605e+16,1435000000000000.0,-6.2596e+16,us,outer_rise
2000i7qy,2018-11-06T21:22:56,-77.0049,-45.5068,11.5,5.3,mww,79.08,56.01,-175.06,346.31,85.9,-34.09,20.0,38.0,56.0,160.0,26.0,297.0,-2.359e+16,4.232e+16,-1.873e+16,2.687e+16,-5.077e+16,-8.277e+16,us,outer_rise
1000jbws,2019-03-07T15:34:27,-72.6321,-29.5922,30.5,5.7,mww,187.32,37.7,112.02,340.24,55.47,73.84,74.0,205.0,13.0,350.0,9.0,82.0,3.8269e+17,1.1864e+17,-5.0133e+17,-8.989e+16,1.3594e+17,8.027e+16,us,outer_rise
1000jh45,2019-03-16T17:54:33,-77.0,-45.6255,11.5,5.0,mww,79.1,70.11,-173.42,346.85,83.81,-20.01,9.0,35.0,69.0,150.0,18.0,301.0,1939000000000000.0,1.7148e+16,-1.9087e+16,-3935000000000000.0,-1.7914e+16,-3.9315e+16,us,outer_rise
70003mev,2019-05-17T05:27:28,-74.0327,-35.1547,11.5,5.2,mww,194.52,46.24,-110.97,43.51,47.59,-69.51,1.0,119.0,15.0,209.0,75.0,27.0,-7.2733e+16,1.6979e+16,5.5754e+16,-1.913e+16,8642000000000000.0,3.0976e+16,us,outer_rise
