Date;origin time;Longitude;Latitude;Depth (km);x_error (km);y_error (km);z_error (km);Ml;N. Obs.;RMS;GAP;Mw
20.02.15;11:39:06.50;-71.876;-39.426;8.7;0.3;0.7;0.4;1.2;8;0.4;147;1.1
25.02.15;07:53:54.70;-72.275;-39.28;25.8;2.3;3.1;7.2;1.1;3;0;324;1.7
25.02.15;13:41:36.60;-71.765;-39.178;2.4;0.7;1.3;2.6;1.1;3;0;183;1.4
03.03.15;04:34:40.60;-71.823;-38.964;0.1;0.4;1;2;0.8;3;0.1;174;1.3
04.03.15;03:06:33.70;-71.702;-39.144;0;0.6;1.1;1.8;0.7;3;0.2;219;1
04.03.15;16:54:00.10;-71.851;-39.481;8.8;0.3;1;0.4;1.3;18;0.4;161;1.7
05.03.15;00:34:11.80;-71.85;-38.301;28.7;0.7;4.3;1.2;1.3;5;0.2;207;1.4
08.03.15;18:34:11.80;-71.597;-38.415;9;0.6;0.7;0.4;2.3;15;0.4;160;2.2
09.03.15;06:08:21.10;-71.729;-38.862;8.9;1;0.7;1.2;1.1;4;0.1;165;X.X
10.03.15;18:39:37.90;-71.918;-39.604;9.4;0.5;0.7;0.7;1.2;10;0.2;130;1.8
13.03.15;09:12:11.90;-72.269;-39.265;23.7;2.1;2.3;6.5;1.2;4;0.1;276;X.X
16.03.15;08:22:35.20;-71.892;-39.43;9;0.2;0.3;0.3;1.9;29;0.4;75;2.3
17.03.15;07:32:23.50;-71.709;-38.87;8;1.1;0.6;1.2;1;4;0.1;147;1.2
18.03.15;09:30:51.60;-71.637;-38.472;4.8;1.1;0.9;1.4;1;5;0.1;230;1.5
19.03.15;03:07:50.90;-70.88;-38.61;13;0.5;0.8;1.3;1.8;17;0.3;253;2.1
23.03.15;14:27:36.00;-71.903;-39.43;9;0.7;1.1;3.4;1.3;15;0.3;138;1.6
28.03.15;07:33:27.00;-71.879;-39.367;7.6;1.2;4;1.6;0.5;3;0;323;1
28.03.15;08:44:20.20;-71.742;-38.871;8.6;0.9;0.7;1.1;1.2;4;0.1;156;1.8
28.03.15;21:43:24.30;-71.888;-39.419;0;0.4;0.6;1.5;0.9;4;0.2;155;X.X
30.03.15;06:33:54.80;-72.233;-39.239;5;0.8;1.4;4;1.1;4;0.2;270;1.4
31.03.15;10:41:59.90;-71.893;-39.429;8.6;0.6;0.7;2.6;1.1;6;0.4;165;X.X
02.04.15;03:15:31.40;-71.888;-39.43;8.7;0.2;0.3;0.4;1.5;14;0.4;74;2
03.04.15;22:50:23.60;-71.899;-39.362;5.9;1;0.6;1.5;0.9;3;0;230;X.X
04.04.15;09:00:11.70;-71.781;-38.94;9;0.3;0.7;0.5;1.6;11;0.4;142;1.8
05.04.15;04:07:45.20;-71.728;-38.863;9.1;0.9;0.7;1.1;1.1;13;0.1;163;1.5
05.04.15;16:53:49.20;-72.224;-39.218;18;0.3;0.7;1;1.9;15;0.3;226;2.1
07.04.15;11:16:57.70;-71.649;-39.012;9;0.3;0.8;0.6;1.3;6;0.3;167;1.1
08.04.15;04:21:05.50;-71.854;-39.373;6.8;1.1;1.1;0.7;0.6;4;0.1;310;X.X
08.04.15;04:30:29.80;-71.895;-39.434;9;0.3;0.5;0.5;1;8;0.5;140;X.X
10.04.15;00:47:49.10;-71.607;-38.346;0;1.4;1;4;1.1;8;0.3;173;X.X
10.04.15;03:25:48.90;-71.766;-38.953;8.9;0.4;0.7;0.7;1;6;0.4;135;1.3
11.04.15;01:41:30.90;-72.205;-39.208;17.9;0.7;1.3;3.5;1.3;6;0.1;287;1.5
11.04.15;22:43:25.90;-71.884;-39.429;9;0.2;0.4;0.4;2.3;15;0.4;132;2.4
13.04.15;01:05:56.40;-71.664;-39.175;4.2;0.4;0.6;2.1;0.8;4;0.4;156;0.8
14.04.15;09:20:25.70;-71.694;-38.927;8.9;0.9;3.3;3.4;0.8;3;0.3;180;1.6
14.04.15;12:40:52.00;-71.713;-38.842;13.8;0.3;0.7;0.8;1.8;21;0.4;99;1.7
14.04.15;18:55:44.40;-71.634;-39.175;-0.1;0.4;0.6;1.5;1;4;0.2;197;1.5
15.04.15;08:54:30.00;-71.731;-38.823;12.3;0.2;0.6;0.9;2.2;28;0.5;111;2.3
16.04.15;18:22:38.60;-71.859;-39.408;7.1;0.5;0.8;1.4;1.2;13;0.3;133;1.6
17.04.15;20:05:53.20;-71.645;-39.154;9;0.2;0.5;0.6;2.2;15;0.4;164;2.2
18.04.15;06:50:18.50;-71.84;-39.44;8.3;0.5;0.8;0.6;1.2;4;0.4;175;1.4
18.04.15;06:50:19.80;-71.722;-39.371;-0.5;1.6;7.1;3.4;0.2;2;0;323;X.X
18.04.15;07:06:18.50;-71.875;-39.426;8.5;0.6;1.9;1;1;4;0.3;194;1.1
18.04.15;08:13:24.40;-71.88;-39.433;8.6;0.3;0.5;0.4;X.X;8;0.3;81;1.6
19.04.15;01:46:08.60;-71.902;-39.373;4.4;1.1;0.5;1.9;1.2;5;0.1;248;1.4
19.04.15;02:00:02.00;-71.898;-39.398;1.3;5.3;0.8;2.7;1;3;0;278;X.X
19.04.15;05:26:32.20;-71.889;-39.439;0;0.3;0.7;1.5;1.3;6;0.2;168;1.6
19.04.15;11:37:00.60;-71.907;-39.357;7.9;1.2;0.7;1.2;1.1;8;0.1;219;1.3
19.04.15;15:16:04.80;-71.886;-39.419;9;0.3;0.5;0.4;2;18;0.4;130;2.1
19.04.15;15:22:13.10;-71.899;-39.352;6.8;1;0.6;1.3;1.2;11;0.1;211;1.6
19.04.15;16:17:29.20;-71.896;-39.356;6.9;1.1;0.7;1.3;1.1;4;0.1;220;X.X
19.04.15;22:50:14.80;-71.89;-39.43;9;0.2;0.3;0.3;1.8;15;0.5;77;2.2
20.04.15;00:05:00.60;-71.889;-39.426;9;0.3;0.4;0.4;1.5;16;0.4;134;2.1
20.04.15;10:50:45.30;-71.692;-39.122;-1;0.6;1.3;1.8;0.8;3;0.3;229;1.2
22.04.15;03:01:15.90;-71.863;-39.405;7.6;0.6;0.8;0.9;1.1;5;0.4;199;1.2
22.04.15;11:27:40.20;-71.896;-39.423;9;0.3;0.3;0.4;2;12;0.3;77;2.2
23.04.15;00:27:59.70;-71.892;-39.426;8.8;0.2;0.4;0.3;2.1;29;0.3;135;2.4
23.04.15;22:20:24.50;-71.889;-39.427;8.9;0.2;0.4;0.4;2.3;15;0.3;134;2.4
23.04.15;22:22:23.50;-71.888;-39.426;9;0.2;0.3;0.3;2.4;23;0.4;73;2.5
24.04.15;05:55:14.00;-71.717;-38.864;11.9;0.4;0.7;0.9;1;6;0.4;117;1.2
24.04.15;07:10:25.50;-71.898;-39.424;8.6;0.3;0.5;0.4;1.1;9;0.4;138;1.5
25.04.15;04:03:26.20;-71.892;-39.423;8.9;0.2;0.3;0.3;2.2;38;0.4;75;2.2
26.04.15;05:12:42.70;-71.701;-38.884;8.9;1.1;2.7;1.7;0.7;3;0.1;202;0.8
26.04.15;05:56:07.40;-71.869;-39.434;8.9;0.3;0.5;0.4;1.4;15;0.4;126;1.7
27.04.15;01:18:45.30;-71.903;-39.429;8.7;0.4;0.4;0.5;1.1;8;0.4;93;1.4
27.04.15;05:24:08.50;-71.866;-39.431;8.9;0.3;0.5;0.5;1.2;8;0.4;123;1.5
28.04.15;04:11:52.10;-71.886;-39.456;11;0.4;0.9;0.9;1.1;6;0.5;139;1.2
28.04.15;05:14:58.60;-71.867;-39.43;9;0.3;0.4;0.4;1.3;14;0.5;124;1.5
29.04.15;04:24:58.20;-71.908;-39.365;8.2;6.7;1;3.5;1;5;0;234;1.3
30.04.15;05:47:31.00;-71.693;-38.119;4.4;2;0.6;2.5;1.5;5;0.1;161;1.6
30.04.15;07:18:25.30;-71.738;-38.872;9;0.9;0.7;1.2;0.9;4;0.1;154;X.X
30.04.15;18:05:03.30;-71.889;-39.424;7.6;0.3;0.4;0.5;1.7;21;0.3;85;2.2
01.05.15;00:32:18.20;-71.641;-38.059;2.2;3.8;1.7;2.3;0.2;3;0.1;232;X.X
01.05.15;03:45:03.10;-72.231;-39.219;18.3;0.8;0.9;3.7;1.4;7;0.3;244;1.9
01.05.15;05:32:36.40;-71.887;-39.422;9;0.4;0.6;0.5;1.1;13;0.5;142;1.4
01.05.15;19:16:54.70;-71.895;-39.374;7.1;1.1;0.7;1.2;1.2;9;0;250;1.4
02.05.15;07:32:31.60;-71.876;-39.434;8.9;0.5;0.8;1.5;1.2;5;0.4;153;1.4
02.05.15;08:49:11.20;-71.87;-39.433;8.6;0.3;0.8;0.6;1.3;12;0.3;157;1.5
04.05.15;09:05:45.40;-72.484;-39.303;32.1;0.6;1;1.5;2;12;0.2;280;2.2
05.05.15;01:15:18.90;-71.898;-39.425;9;0.3;0.5;0.5;1.1;8;0.3;139;1.8
05.05.15;06:11:22.80;-71.888;-39.424;8.8;0.5;0.9;3.4;1.1;9;0.4;165;1.3
06.05.15;02:04:44.30;-71.727;-39.192;0;0.3;0.5;2;0.6;4;0.1;142;1.3
06.05.15;06:40:09.00;-71.891;-39.383;8.2;1.2;0.9;0.6;0.9;4;0.1;264;1.1
07.05.15;02:30:41.00;-71.895;-39.371;7.5;1.2;0.7;0.6;1;6;0.1;246;1.3
07.05.15;10:49:07.90;-71.909;-39.424;8.2;0.4;0.5;0.6;1.2;16;0.4;122;1.4
08.05.15;01:21:02.10;-71.915;-39.419;8.1;0.7;0.7;0.6;1.1;8;0.4;208;1.5
08.05.15;11:27:04.00;-71.908;-39.374;6.7;1.1;0.7;1.3;1.2;4;0.1;249;1.5
10.05.15;18:30:47.10;-71.886;-39.426;9;0.2;0.3;0.3;2.2;30;0.4;61;2.5
13.05.15;01:24:09.10;-71.892;-39.37;7.2;1.1;0.7;1.1;1.2;6;0.1;246;2.5
13.05.15;02:56:46.80;-71.89;-39.454;8.2;0.4;1.1;4.2;1.2;9;0.6;171;X.X
14.05.15;05:55:36.10;-71.841;-39.432;6.1;0.4;0.6;0.8;1;8;0.4;123;1.3
14.05.15;06:04:37.90;-71.879;-39.375;8;1.3;0.8;1.1;1;5;0.1;257;1.6
14.05.15;12:45:46.70;-71.87;-39.412;0.2;0.3;0.6;1.6;1.4;18;0.2;155;1.7
16.05.15;07:15:14.00;-71.893;-39.428;9;0.3;0.6;0.4;1.1;8;0.4;137;1.4
21.05.15;04:00:44.50;-71.418;-38.196;7.9;0.6;0.6;0.7;1.8;22;0.4;132;1.9
23.05.15;08:30:47.40;-72.208;-39.23;15.5;1.5;1.3;3.1;1.2;6;0.1;321;X.X
24.05.15;09:52:44.50;-71.752;-38.834;13;0.4;0.7;0.8;1.2;6;0.4;115;1.2
25.05.15;06:21:20.30;-72.61;-39.069;16.7;0.8;1.5;5.7;1.5;7;0.2;296;1.2
29.05.15;15:25:49.30;-72.265;-39.273;29.4;2.4;2.5;4;1.5;4;0.1;316;X.X
06.06.15;16:52:58.80;-71.698;-38.934;8.9;1.2;1.7;1.8;1.8;7;0.3;177;2.6
09.06.15;08:30:28.90;-71.931;-39.62;12.9;1.8;1.9;0.9;1.2;4;0.5;167;X.X
11.06.15;04:18:23.20;-71.534;-38.216;10;3.1;1;2.6;1.1;9;0.1;246;1.5
11.06.15;10:48:30.60;-71.718;-38.485;12.5;1.9;8.9;4.7;1.4;11;0;287;X.X
12.06.15;14:37:28.80;-71.687;-38.151;0.7;5.1;2.3;3;0.2;3;0;257;X.X
