id,time_iso,latitude,longitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,P_plunge,P_azimuth,N_plunge,N_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,class
202204161710A,2022-04-16T17:10:00,-33.94,-72.37,22,5.1,mw,3,23,90,183,67,90,68,93,22,273,,,,,,,,,gmt,subduction_interface
202208080344A,2022-08-08T03:44:00,-32.77,-71.9,22,5.0,mw,333,32,64,183,62,105,69,125,15,262,,,,,,,,,gmt,subduction_interface
202210180735A,2022-10-18T07:35:00,-30.84,-71.44,43,5.1,mw,350,31,94,166,59,88,76,68,14,257,,,,,,,,,gmt,subduction_interface
202211130224B,2022-11-13T02:24:00,-37.59,-73.68,21,6.3,mw,354,18,84,180,72,92,63,93,27,269,,,,,,,,,gmt,subduction_interface
202212100725A,2022-12-10T07:25:00,-33.64,-72.11,24,5.5,mw,16,21,103,182,70,85,65,84,24,276,,,,,,,,,gmt,subduction_interface
202303301733A,2023-03-30T17:33:00,-35.77,-73.7,12,6.3,mw,14,16,92,192,74,89,61,101,29,282,,,,,,,,,gmt,subduction_interface
202312240323A,2023-12-24T03:23:00,-38.25,-74.12,19,5.8,mw,359,16,88,181,74,91,61,92,29,271,,,,,,,,,gmt,subduction_interface
202403120342A,2024-03-12T03:42:00,-33.9,-72.67,17,5.2,mw,357,18,76,192,72,95,62,109,27,278,,,,,,,,,gmt,subduction_interface
202405130918A,2024-05-13T09:18:00,-35.44,-73.31,18,5.2,mw,16,19,94,192,71,89,64,100,26,283,,,,,,,,,gmt,subduction_interface
202408182331A,2024-08-18T23:31:00,-37.15,-74.03,15,5.1,mw,9,20,92,187,70,89,65,96,25,277,,,,,,,,,gmt,subduction_interface
202412070626A,2024-12-07T06:26:00,-38.97,-73.55,30,5.3,mw,102,36,53,326,62,114,65,276,14,38,,,,,,,,,gmt,subduction_interface
020387A,,-37.69,-73.3,28,5.8,mw,357,16,95,172,74,89,61,80,29,263,,,,,,,,,gmt,subduction_interface
022803A,,-35.41,-73.56,15,5.3,mw,26,18,115,180,74,82,61,79,28,276,,,,,,,,,gmt,subduction_interface
030385A,,-33.92,-71.71,41,7.2,mw,11,26,110,169,66,81,68,61,20,266,,,,,,,,,gmt,subduction_interface
030485C,,-34.05,-72.75,14,5.7,mw,26,24,128,165,71,74,61,53,25,267,,,,,,,,,gmt,subduction_interface
030785A,,-33.34,-72.31,18,5.4,mw,7,30,107,168,62,81,72,55,16,265,,,,,,,,,gmt,subduction_interface
031285A,,-33.23,-72.59,10,5.8,mw,35,17,123,180,76,81,58,78,30,279,,,,,,,,,gmt,subduction_interface
032385A,,-34.49,-72.82,18,5.7,mw,26,21,106,189,70,84,65,89,25,284,,,,,,,,,gmt,subduction_interface
032385B,,-33.44,-72.54,10,5.5,mw,16,46,118,159,51,65,70,3,2,267,,,,,,,,,gmt,subduction_interface
032585A,,-34.6,-72.52,24,6.3,mw,10,20,98,181,70,87,65,87,25,274,,,,,,,,,gmt,subduction_interface
040385B,,-32.62,-71.5,36,6.1,mw,18,21,87,201,69,91,66,113,24,290,,,,,,,,,gmt,subduction_interface
041092B,,-33.68,-71.7,32,5.1,mw,248,57,-172,154,83,-33,18,205,28,106,,,,,,,,,gmt,subduction_interface
042190B,,-37.28,-73.79,20,5.8,mw,352,17,80,183,73,93,62,97,28,270,,,,,,,,,gmt,subduction_interface
042290A,,-38.07,-73.6,31,5.6,mw,347,16,81,177,74,93,61,90,29,264,,,,,,,,,gmt,subduction_interface
042885A,,-33.18,-71.9,30,5.6,mw,7,22,100,176,69,86,66,79,23,269,,,,,,,,,gmt,subduction_interface
042895A,,-32.06,-71.99,21,5.2,mw,126,42,61,342,54,114,70,308,6,56,,,,,,,,,gmt,subduction_interface
060985B,,-33.76,-71.68,36,5.2,mw,347,26,97,159,64,86,71,62,19,252,,,,,,,,,gmt,subduction_interface
061180C,,-33.03,-71.93,20,5.8,mw,1,26,87,184,64,91,71,98,19,273,,,,,,,,,gmt,subduction_interface
061485A,,-40.74,-74.92,10,5.4,mw,223,48,-62,4,49,-117,1,114,70,205,,,,,,,,,gmt,subduction_interface
061504B,,-38.96,-73.62,33,5.9,mw,172,52,150,281,67,42,46,143,9,44,,,,,,,,,gmt,subduction_interface
072297A,,-30.71,-72.38,15,5.4,mw,14,21,59,227,72,101,61,153,26,308,,,,,,,,,gmt,subduction_interface
072597A,,-30.54,-72.37,15,6.0,mw,345,26,78,178,65,96,70,100,19,264,,,,,,,,,gmt,subduction_interface
072597B,,-30.69,-72.3,15,6.0,mw,358,25,79,191,66,95,69,110,20,276,,,,,,,,,gmt,subduction_interface
072797A,,-30.64,-72.41,15,6.2,mw,354,19,86,178,71,91,64,90,26,267,,,,,,,,,gmt,subduction_interface
072881B,,-41.97,-73.45,47,5.6,mw,44,59,17,305,75,148,33,260,11,357,,,,,,,,,gmt,subduction_interface
072886B,,-33.53,-72.47,18,5.7,mw,4,22,100,174,68,86,66,76,23,266,,,,,,,,,gmt,subduction_interface
081285A,,-38.45,-73.94,17,6.2,mw,16,15,111,174,76,84,59,77,31,269,,,,,,,,,gmt,subduction_interface
082980A,,-39.75,-73.37,45,5.4,mw,171,29,140,298,72,67,57,177,23,45,,,,,,,,,gmt,subduction_interface
090704F,,-34.1,-72.49,14,5.2,mw,10,16,105,174,74,86,60,78,29,268,,,,,,,,,gmt,subduction_interface
090704I,,-34.14,-72.52,14,5.7,mw,6,10,102,174,80,88,55,81,35,266,,,,,,,,,gmt,subduction_interface
090804A,,-34.13,-72.4,15,5.1,mw,359,23,98,170,67,86,68,74,22,263,,,,,,,,,gmt,subduction_interface
091198A,,-30.46,-71.55,37,5.1,mw,337,47,52,207,55,124,63,174,4,273,,,,,,,,,gmt,subduction_interface
091794D,,-32.48,-72.01,19,5.7,mw,11,26,83,199,64,93,71,116,19,286,,,,,,,,,gmt,subduction_interface
092294C,,-32.07,-71.9,27,5.4,mw,61,36,21,314,78,124,46,259,25,18,,,,,,,,,gmt,subduction_interface
110399D,,-37.7,-73.93,15,5.3,mw,28,7,132,166,85,85,50,71,40,260,,,,,,,,,gmt,subduction_interface
110492E,,-31.98,-72.21,19,6.0,mw,0,28,93,177,62,89,73,83,17,268,,,,,,,,,gmt,subduction_interface
110685B,,-41.0,-74.3,16,5.3,mw,221,49,-52,351,53,-125,2,105,62,200,,,,,,,,,gmt,subduction_interface
112195D,,-33.33,-72.3,16,5.7,mw,355,20,84,181,71,92,65,95,25,270,,,,,,,,,gmt,subduction_interface
112892B,,-31.59,-72.08,22,6.4,mw,51,52,-177,319,87,-38,24,12,28,268,,,,,,,,,gmt,subduction_interface
122178B,,-36.4,-72.57,50,5.8,mw,101,34,52,324,64,112,64,272,16,38,,,,,,,,,gmt,subduction_interface
