id,time_iso,longitude,latitude,depth,mag,mag_type,strike1,dip1,rake1,strike2,dip2,rake2,T_plunge,T_azimuth,N_plunge,N_azimuth,P_plunge,P_azimuth,Mrr,Mtt,Mpp,Mrt,Mrp,Mtp,source,dups,class
B041879A,1979-04-18T17:59:17,-67.07,-24.31,194.2,5.4,mw,206.0,37.0,-19.0,311.0,79.0,-126.0,25.0,68.0,35.0,319.0,44.0,185.0,-1.313e+17,-1.745e+17,3.057e+17,2.259e+17,-2.1880000000000003e+17,-1.495e+17,gcmt,gem:666818,deep_subduction
B050479A,1979-05-04T17:21:45,-68.38,-21.77,124.0,5.6,mw,100.0,51.0,-146.0,347.0,65.0,-45.0,8.0,46.0,40.0,143.0,49.0,307.0,-8.31e+16,4.5e+16,3.8e+16,-1.98e+16,-6.750000000000001e+16,-1.103e+17,gcmt,gem:664564,deep_subduction
B061779C,1979-06-17T19:33:37,-69.24,-19.35,126.9,5.3,mw,199.0,18.0,-54.0,341.0,76.0,-101.0,30.0,80.0,10.0,343.0,58.0,236.0,-1.937e+17,-8.01e+16,2.738e+17,1.387e+17,-3.819e+17,-2.56e+16,gcmt,gem:663645,deep_subduction
B062779A,1979-06-27T21:46:25,-68.28,-29.48,115.0,5.6,mwc,284.0,32.0,-43.0,52.0,69.0,-115.0,20.0,161.0,23.0,62.0,59.0,287.0,-1.935e+17,2.0830000000000003e+17,-1.48e+16,-1.087e+17,-1.797e+17,2.85e+16,us,gem:664194,deep_subduction
B081079A,1979-08-10T01:28:48,-66.5,-21.32,251.6,5.1,mw,183.0,17.0,-69.0,341.0,74.0,-96.0,29.0,76.0,6.0,343.0,60.0,243.0,-6.621000000000001e+16,9720000000000000.0,5.649e+16,3.717e+16,-9.089e+16,-3150000000000000.0,gcmt,gem:660102,deep_subduction
B112279A,1979-11-22T02:41:27,-66.84,-24.27,181.0,5.8,mw,209.0,44.0,-37.0,327.0,65.0,-128.0,12.0,83.0,34.0,345.0,53.0,190.0,-3.437e+18,-2.282e+18,5.718e+18,2.298e+18,-1.808e+18,-4.87e+17,gcmt,gem:655987,deep_subduction
B041480D,1980-04-14T23:57:32,-68.96,-21.58,115.4,5.4,mw,195.0,40.0,-47.0,324.0,62.0,-120.0,12.0,75.0,26.0,339.0,61.0,189.0,-1.3e+17,-3.06e+16,1.607e+17,8.73e+16,-4.78e+16,-3.45e+16,gcmt,gem:647732,deep_subduction
B050280E,1980-05-02T19:09:18,-67.33,-24.24,205.2,5.4,mw,197.0,23.0,-57.0,342.0,71.0,-103.0,25.0,82.0,12.0,347.0,62.0,233.0,-1.018e+17,-2.47e+16,1.266e+17,5.05e+16,-1.278e+17,-4900000000000000.0,gcmt,gem:644959,deep_subduction
C052680A,1980-05-26T18:41:51,-69.17,-19.43,104.0,6.0,mw,177.0,23.0,-83.0,349.0,67.0,-93.0,22.0,82.0,3.0,350.0,67.0,254.0,-6.928e+18,-6.07e+17,7.535e+18,1.495e+18,-7.093e+18,-1.052e+18,gcmt,gem:646432,deep_subduction
B061680B,1980-06-16T05:45:18,-68.87,-21.83,118.0,5.5,mw,6.0,44.0,-77.0,168.0,47.0,-102.0,2.0,267.0,9.0,176.0,81.0,7.0,-2.132e+17,-9.91e+16,3.123e+17,-1.9e+16,1.4299999999999998e+16,-2.35e+16,gcmt,gem:643689,deep_subduction
C071980A,1980-07-19T11:52:20,-69.68,-29.0,110.0,5.9,mwc,306.0,26.0,-77.0,112.0,65.0,-96.0,20.0,206.0,6.0,114.0,70.0,9.0,-8.087e+17,5.889e+17,2.198e+17,-6.221e+17,1.875e+17,-3.052e+17,us,gem:642123,deep_subduction
B110880C,1980-11-08T21:35:50,-68.06,-24.42,146.9,5.4,mw,137.0,28.0,-95.0,323.0,62.0,-87.0,17.0,51.0,3.0,142.0,72.0,240.0,-1.107e+17,4.69e+16,6.38e+16,4.28e+16,-6.22e+16,-5.07e+16,gcmt,gem:635196,deep_subduction
C121180B,1980-12-11T18:15:14,-68.46,-21.26,120.8,6.1,mw,159.0,38.0,-111.0,5.0,55.0,-74.0,9.0,84.0,13.0,176.0,74.0,319.0,-2.948e+18,-6.93e+17,3.642e+18,-4.48e+17,-1.15e+18,-5.6200000000000006e+17,gcmt,gem:633873,deep_subduction
B012781C,1981-01-27T14:25:51,-68.09,-23.22,140.2,5.4,mw,147.0,32.0,-130.0,12.0,66.0,-68.0,18.0,86.0,20.0,183.0,62.0,318.0,-7.802e+16,-9130000000000000.0,8.715e+16,-3.3690000000000004e+16,-6.298e+16,-1.949e+16,gcmt,gem:633214,deep_subduction
B030281C,1981-03-02T21:20:06,-65.89,-22.47,273.5,5.1,mw,305.0,4.0,49.0,167.0,87.0,93.0,48.0,80.0,3.0,347.0,42.0,254.0,6.860000000000001e+16,-5.679999999999999e+16,-1.18e+16,8.71e+16,-3.906e+17,1.03e+16,gcmt,gem:629084,deep_subduction
B030981B,1981-03-09T07:46:41,-66.59,-23.52,220.7,5.3,mw,198.0,36.0,-46.0,328.0,65.0,-117.0,16.0,77.0,24.0,339.0,60.0,198.0,-5.686e+16,-2.977e+16,8.663e+16,3.142e+16,-4.069e+16,-2.17e+16,gcmt,gem:629592,deep_subduction
C032681B,1981-03-26T18:04:51,-69.22,-19.54,143.9,5.8,mw,179.0,14.0,-76.0,345.0,76.0,-93.0,31.0,78.0,3.0,346.0,59.0,251.0,-1.84e+18,-1.911e+18,3.751e+18,1.319e+18,-5.371e+18,-1.141e+18,gcmt,gem:630454,deep_subduction
B060181D,1981-06-01T19:50:20,-65.12,-20.24,349.1,5.0,mw,214.0,25.0,-42.0,343.0,74.0,-109.0,26.0,88.0,18.0,349.0,57.0,228.0,-1.061e+17,-2.21e+16,1.2809999999999998e+17,6.770000000000001e+16,-1.494e+17,2.53e+16,gcmt,gem:624634,deep_subduction
B061681B,1981-06-16T05:41:58,-68.77,-21.63,125.2,5.4,mw,118.0,40.0,-128.0,344.0,59.0,-62.0,10.0,54.0,24.0,149.0,64.0,303.0,-1.2430000000000002e+17,3.1e+16,9.33e+16,-700000000000000.0,-7.019999999999999e+16,-1.165e+17,gcmt,gem:625277,deep_subduction
B071881A,1981-07-18T11:15:24,-66.4,-22.69,232.2,5.0,mw,243.0,17.0,-6.0,338.0,88.0,-107.0,41.0,84.0,17.0,339.0,44.0,231.0,-6300000000000000.0,-3.48e+16,4.1e+16,5.25e+16,-1.343e+17,2.7e+16,gcmt,gem:623895,deep_subduction
B092081D,1981-09-20T10:48:26,-66.59,-23.13,230.9,5.1,mw,65.0,23.0,-136.0,293.0,74.0,-73.0,27.0,10.0,16.0,108.0,58.0,226.0,-1.286e+17,9.54e+16,3.32e+16,1.303e+17,-1.085e+17,3.52e+16,gcmt,gem:611825,deep_subduction
B110281C,1981-11-02T14:31:01,-69.14,-18.62,135.2,5.1,mw,224.0,17.0,-51.0,4.0,77.0,-101.0,31.0,103.0,10.0,7.0,57.0,260.0,-4.46e+16,-9500000000000000.0,5.42e+16,-6900000000000001.0,-1.0249999999999998e+17,2.7600000000000004e+16,gcmt,gem:608152,deep_subduction
B111781A,1981-11-17T07:11:29,-69.72,-25.97,69.1,5.4,mw,144.0,11.0,101.0,312.0,80.0,88.0,55.0,220.0,2.0,313.0,35.0,44.0,5.9e+16,-2.65e+16,-3.26e+16,-1.195e+17,1.079e+17,3.3900000000000004e+16,gcmt,gem:608788,deep_subduction
B113081A,1981-11-30T15:42:33,-70.24,-17.43,144.0,5.4,mw,93.0,3.0,-148.0,331.0,88.0,-87.0,43.0,59.0,3.0,151.0,47.0,244.0,9400000000000000.0,-1.85e+16,9100000000000000.0,1.2290000000000002e+17,-2.191e+17,-4.47e+16,gcmt,gem:609320,deep_subduction
603866,1982-02-10T20:38:06,-66.531,-22.756,234.1,6.74,mw,235.0,10.0,-28.0,353.0,85.0,-99.0,44.41968768542185,90.76521710517738,8.936388123068914,351.90101518858404,44.19763017138436,253.1058215541451,-0.24,-0.12,0.36,0.19,-1.56,0.21,gem,,deep_subduction
B021082A,1982-02-10T20:38:17,-66.09,-22.76,236.6,5.9,mw,235.0,10.0,-28.0,353.0,85.0,-99.0,39.0,92.0,9.0,354.0,49.0,253.0,-2.42e+18,-1.22e+18,3.64e+18,1.89e+18,-1.556e+19,2.08e+18,gcmt,,deep_subduction
B032282D,1982-03-22T21:44:17,-69.3,-19.96,139.3,5.1,mw,232.0,12.0,-25.0,347.0,85.0,-101.0,39.0,87.0,11.0,348.0,49.0,244.0,-2.36e+16,-9800000000000000.0,3.33e+16,3.12e+16,-1.21e+17,1.7499999999999998e+16,gcmt,gem:602777,deep_subduction
B041982C,1982-04-19T11:54:35,-66.17,-22.7,266.0,5.3,mw,194.0,19.0,-76.0,0.0,72.0,-95.0,27.0,93.0,4.0,1.0,63.0,262.0,-9.99e+16,-4300000000000000.0,1.042e+17,5100000000000000.0,-1.377e+17,1.26e+16,gcmt,gem:600899,deep_subduction
B052982B,1982-05-29T03:27:04,-68.62,-22.28,116.6,5.2,mw,172.0,23.0,-67.0,327.0,69.0,-100.0,23.0,65.0,9.0,331.0,65.0,221.0,-1.185e+17,-1.25e+16,1.31e+17,8.32e+16,-1.234e+17,-7.28e+16,gcmt,gem:599762,deep_subduction
B060382A,1982-06-03T06:43:56,-68.36,-19.41,195.0,5.2,mw,29.0,48.0,-133.0,263.0,57.0,-54.0,5.0,328.0,30.0,61.0,59.0,229.0,-1.248e+17,1.162e+17,8599999999999998.0,5.28e+16,-2.7900000000000004e+16,1.193e+17,gcmt,gem:596514,deep_subduction
B061082B,1982-06-10T11:43:15,-67.45,-21.37,202.3,5.0,mw,51.0,57.0,-152.0,305.0,67.0,-37.0,6.0,0.0,48.0,97.0,42.0,264.0,-4.56e+16,1.064e+17,-6.08e+16,1.7199999999999998e+16,-6.949999999999999e+16,8300000000000000.0,gcmt,gem:596927,deep_subduction
B071982B,1982-07-19T23:53:04,-66.84,-23.93,231.3,5.2,mw,219.0,31.0,-62.0,8.0,63.0,-106.0,16.0,109.0,14.0,15.0,68.0,247.0,-1.181e+17,9700000000000000.0,1.084e+17,6600000000000000.0,-8.65e+16,5.14e+16,gcmt,gem:595592,deep_subduction
B090382D,1982-09-03T20:14:41,-66.52,-23.84,204.3,5.4,mw,218.0,44.0,-36.0,336.0,66.0,-128.0,12.0,93.0,34.0,354.0,53.0,199.0,-1.0069999999999998e+17,-5.9e+16,1.597e+17,7.18e+16,-6.33e+16,2.59e+16,gcmt,gem:591465,deep_subduction
B091182B,1982-09-11T14:12:25,-67.17,-24.22,198.1,5.1,mw,167.0,29.0,-99.0,357.0,61.0,-85.0,16.0,84.0,4.0,175.0,73.0,279.0,-1.064e+17,-5700000000000000.0,1.121e+17,-1300000000000000.0,-6.929999999999999e+16,-1.59e+16,gcmt,gem:591882,deep_subduction
B111882C,1982-11-18T20:39:54,-65.74,-31.21,166.2,5.5,mw,129.0,24.0,-114.0,335.0,68.0,-80.0,22.0,57.0,10.0,151.0,66.0,263.0,-8.794e+17,3.461e+17,5.333e+17,2.8690000000000003e+17,-8.276999999999999e+17,-4.33e+17,gcmt,gem:589249,deep_subduction
B123182C,1982-12-31T01:35:37,-68.66,-21.41,142.4,5.3,mw,183.0,33.0,-74.0,344.0,59.0,-100.0,13.0,81.0,9.0,349.0,74.0,227.0,-1.004e+17,-1.04e+16,1.1080000000000002e+17,2.37e+16,-4.97e+16,-1.47e+16,gcmt,gem:588237,deep_subduction
588246,1982-12-31T03:47:28,-68.535,-21.214,111.1,5.97,mw,119.0,82.0,83.0,340.0,11.0,130.0,44.42557926170439,200.860926363252,7.207910107621083,297.98156264925206,44.67238074941181,35.164139453015764,4.36,-0.91,-3.45,9.57,-4.65,0.34,gem,,deep_subduction
B010183A,1983-01-01T05:32:01,-69.45,-17.03,171.8,5.7,mw,216.0,32.0,-19.0,322.0,80.0,-121.0,28.0,76.0,30.0,328.0,46.0,200.0,-9.38e+17,-1.189e+18,2.127e+18,1.802e+18,-1.832e+18,-6.6e+16,gcmt,gem:583771,deep_subduction
584401,1983-01-10T09:17:35,-68.279,-21.962,114.3,5.87,mw,7.0,80.0,-85.0,162.0,11.0,-115.0,44.84258282833971,272.6950452824808,5.23806656095406,7.926234586505984,44.679870407524135,103.12771337468295,-1.33,-2.59,3.92,-0.73,-7.26,0.17,gem,,deep_subduction
B011083B,1983-01-10T09:17:37,-69.16,-21.95,131.9,5.6,mw,162.0,11.0,-115.0,7.0,80.0,-85.0,35.0,93.0,5.0,187.0,55.0,283.0,-1.332e+17,-2.59e+17,3.923e+17,-7.35e+16,-7.257e+17,1.66e+16,gcmt,,deep_subduction
B012683D,1983-01-26T01:05:55,-67.22,-24.28,187.6,5.2,mw,163.0,25.0,-91.0,344.0,65.0,-90.0,20.0,73.0,0.0,163.0,70.0,254.0,-1.0189999999999998e+17,-1.88e+16,1.207e+17,2.82e+16,-9.61e+16,-4.68e+16,gcmt,gem:585757,deep_subduction
B012783A,1983-01-27T19:01:40,-67.33,-24.02,191.4,5.5,mw,216.0,31.0,-29.0,332.0,76.0,-117.0,26.0,83.0,26.0,339.0,52.0,210.0,-2.202e+17,-1.474e+17,3.676e+17,2.36e+17,-3.283e+17,2.89e+16,gcmt,gem:585891,deep_subduction
B020183A,1983-02-01T04:22:57,-69.06,-23.09,100.6,5.2,mw,143.0,28.0,-137.0,13.0,71.0,-69.0,24.0,87.0,20.0,186.0,58.0,313.0,-5.498e+16,-1.367e+16,6.865e+16,-2.746e+16,-6.85e+16,-1.7390000000000002e+16,gcmt,gem:581950,deep_subduction
B021583A,1983-02-15T23:21:14,-66.71,-23.02,229.1,5.0,mw,93.0,14.0,-157.0,340.0,85.0,-77.0,38.0,58.0,13.0,159.0,49.0,264.0,-1.88e+16,1500000000000000.0,1.7299999999999998e+16,7.53e+16,-1.779e+17,-6.68e+16,gcmt,gem:582930,deep_subduction
C022583B,1983-02-25T22:49:58,-69.47,-18.61,144.9,5.9,mw,253.0,15.0,-14.0,357.0,87.0,-104.0,40.0,100.0,14.0,358.0,47.0,252.0,-1.36e+18,-7.3e+17,2.09e+18,7.4e+17,-1.262e+19,3.1e+18,gcmt,gem:583574,deep_subduction
B052383A,1983-05-23T00:54:16,-69.59,-18.96,116.0,5.5,mw,133.0,18.0,-129.0,353.0,76.0,-78.0,30.0,74.0,11.0,170.0,58.0,279.0,-5.36e+16,-3.19e+16,8.54e+16,2.05e+16,-1.332e+17,-4.91e+16,gcmt,gem:576838,deep_subduction
B060683B,1983-06-06T16:22:37,-67.27,-24.36,193.9,5.3,mw,190.0,32.0,-53.0,328.0,65.0,-111.0,17.0,73.0,19.0,337.0,64.0,203.0,-6.874e+16,-1.462e+16,8.336e+16,4.058e+16,-4.428e+16,-2.179e+16,gcmt,gem:573582,deep_subduction
B072183A,1983-07-21T07:11:33,-69.25,-22.53,135.2,5.5,mw,122.0,22.0,-160.0,13.0,83.0,-70.0,35.0,85.0,20.0,190.0,48.0,305.0,-9.7e+16,-1.335e+17,2.306e+17,-8.89e+16,-4.604e+17,-1.167e+17,gcmt,gem:572548,deep_subduction
B090183C,1983-09-01T20:01:52,-69.93,-17.43,105.1,5.9,mw,143.0,13.0,-86.0,319.0,77.0,-91.0,32.0,50.0,1.0,319.0,58.0,228.0,-4.522e+17,1.904e+17,2.618e+17,5.547e+17,-6.268e+17,-1.557e+17,gcmt,gem:567678,deep_subduction
B092183B,1983-09-21T10:27:58,-69.14,-19.31,115.8,5.3,mw,129.0,17.0,-84.0,302.0,73.0,-92.0,28.0,34.0,2.0,303.0,62.0,210.0,-2.71e+16,1.306e+16,1.404e+16,2.549e+16,-1.596e+16,-90000000000000.0,gcmt,gem:568796,deep_subduction
B010184C,1984-01-01T22:08:24,-65.87,-22.22,274.7,5.4,mw,238.0,13.0,-20.0,348.0,86.0,-102.0,40.0,89.0,12.0,349.0,48.0,246.0,-8.3e+16,-3e+17,3.84e+17,2.03e+17,-1.201e+18,1.34e+17,gcmt,gem:560173,deep_subduction
B010684A,1984-01-06T15:01:41,-69.18,-23.55,108.1,5.4,mw,253.0,35.0,-26.0,5.0,75.0,-122.0,23.0,119.0,31.0,14.0,49.0,240.0,-6.879999999999999e+16,-1.3800000000000002e+16,8.26e+16,-2.45e+16,-1.232e+17,1.1200000000000002e+17,gcmt,gem:560529,deep_subduction
B022684A,1984-02-26T08:18:24,-70.65,-17.31,115.6,5.9,mw,169.0,21.0,-69.0,327.0,71.0,-98.0,25.0,63.0,7.0,330.0,64.0,225.0,-8.48e+17,-1.14e+17,9.62e+17,6.98e+17,-1.073e+18,-6.32e+17,gcmt,gem:559885,deep_subduction
B042484B,1984-04-24T18:27:44,-67.03,-24.11,178.2,5.2,mw,209.0,45.0,-9.0,305.0,84.0,-135.0,25.0,69.0,45.0,312.0,35.0,178.0,-1.643e+16,-4.987e+16,6.63e+16,5.144e+16,-3.605e+16,-3.156e+16,gcmt,gem:555776,deep_subduction
B050784A,1984-05-07T14:09:14,-66.27,-28.04,147.3,5.6,mw,185.0,51.0,-37.0,300.0,62.0,-135.0,6.0,60.0,38.0,325.0,51.0,158.0,-3.677e+16,-5890000000000000.0,4.266e+16,3.002e+16,4940000000000000.0,-3.542e+16,gcmt,gem:552410,deep_subduction
B051684A,1984-05-16T03:45:06,-66.71,-27.07,156.4,5.4,mw,174.0,68.0,-6.0,267.0,84.0,-158.0,11.0,38.0,67.0,280.0,19.0,132.0,-5.39e+16,6.63e+16,-1.24e+16,7.98e+16,1500000000000000.0,-2.146e+17,gcmt,gem:553164,deep_subduction
B062084A,1984-06-20T19:56:54,-67.04,-23.76,187.3,5.4,mw,215.0,23.0,-23.0,326.0,81.0,-111.0,33.0,74.0,21.0,329.0,49.0,213.0,-7.96e+16,-1.131e+17,1.927e+17,1.655e+17,-2.637e+17,-3.2e+16,gcmt,gem:551249,deep_subduction
B081884B,1984-08-18T04:10:46,-66.83,-27.71,182.3,5.2,mw,160.0,38.0,-60.0,303.0,58.0,-111.0,10.0,48.0,18.0,315.0,69.0,167.0,-1.598e+17,5.739999999999999e+16,1.024e+17,8.27e+16,-1.4399999999999998e+16,-1.069e+17,gcmt,gem:547056,deep_subduction
B102084B,1984-10-20T17:59:25,-66.94,-24.27,209.0,5.9,mw,220.0,27.0,-67.0,14.0,65.0,-101.0,19.0,113.0,10.0,19.0,68.0,262.0,-1.407e+18,-4.6e+16,1.453e+18,-2.55e+17,-1.289e+18,8.94e+17,gcmt,gem:541715,deep_subduction
536390,1984-12-11T23:22:22,-68.626,-22.579,115.0,6.42,mw,8.0,79.0,-96.0,217.0,13.0,-62.0,44.780249640191215,283.0992531797832,6.348042823867835,186.76089497248933,44.51927216859698,90.48025283762668,-2.17,0.44,1.72,-0.54,-4.85,0.76,gem,,deep_subduction
B121184C,1984-12-11T23:22:29,-68.96,-22.56,128.1,5.6,mw,217.0,13.0,-62.0,8.0,79.0,-96.0,33.0,103.0,6.0,9.0,56.0,270.0,-2.165e+18,4.41e+17,1.723e+18,-5.4100000000000006e+17,-4.854e+18,7.58e+17,gcmt,,deep_subduction
B123184B,1984-12-31T13:00:43,-67.19,-22.71,201.7,5.5,mw,195.0,12.0,-54.0,339.0,80.0,-97.0,35.0,75.0,7.0,340.0,54.0,240.0,-6.36e+16,-3.63e+16,9.99e+16,8.05e+16,-2.1e+17,-2.17e+16,gcmt,gem:538055,deep_subduction
B021485B,1985-02-14T08:31:04,-68.01,-23.88,143.7,5.6,mw,111.0,61.0,-167.0,14.0,79.0,-30.0,12.0,65.0,58.0,176.0,29.0,329.0,-7.91e+16,-1.272e+17,2.0630000000000003e+17,-7.26e+16,-1.316e+17,-2.33e+17,gcmt,gem:532247,deep_subduction
B040285B,1985-04-02T02:35:28,-68.97,-28.77,94.0,5.1,mwc,133.0,58.0,-143.0,21.0,59.0,-38.0,0.0,77.0,42.0,167.0,48.0,346.0,-3.339e+16,-2.702e+16,6.041e+16,-8080000000000002.0,-3320000000000000.0,-2.1e+16,us,gem:526584,deep_subduction
B051885A,1985-05-18T16:59:20,-69.57,-19.05,126.0,5.4,mw,226.0,24.0,-32.0,346.0,78.0,-111.0,30.0,92.0,20.0,350.0,53.0,231.0,-2.4500000000000003e+17,-4.497e+17,6.947e+17,7.63e+16,-7.957e+17,1.105e+17,gcmt,gem:525342,deep_subduction
B061085B,1985-06-10T15:37:08,-66.64,-27.88,170.2,5.8,mw,161.0,33.0,-64.0,310.0,61.0,-106.0,14.0,52.0,14.0,318.0,70.0,185.0,-2.821e+18,6.65e+17,2.1560000000000005e+18,1.577e+18,-1.087e+18,-2.501e+18,gcmt,neic:522354;gem:522354,deep_subduction
B062385A,1985-06-23T06:55:33,-66.97,-23.64,196.8,5.5,mw,205.0,13.0,-40.0,335.0,82.0,-100.0,36.0,74.0,10.0,336.0,52.0,233.0,-7.74e+16,-8.22e+16,1.595e+17,1.464e+17,-3.32e+17,-3.74e+16,gcmt,gem:523292,deep_subduction
B082785C,1985-08-27T10:44:41,-67.45,-21.45,218.3,5.2,mw,63.0,37.0,-136.0,296.0,65.0,-61.0,15.0,5.0,26.0,103.0,59.0,248.0,-1.593e+17,2.287e+17,-6.939999999999999e+16,1.07e+17,-9.21e+16,-5400000000000000.0,gcmt,gem:519003,deep_subduction
B100885A,1985-10-08T09:47:32,-66.24,-22.6,243.8,5.5,mw,130.0,2.0,-130.0,349.0,89.0,-89.0,44.0,78.0,1.0,169.0,46.0,260.0,5.26e+16,-1.529e+17,1.0029999999999998e+17,1.236e+17,-6.177e+17,-6.49e+16,gcmt,gem:512865,deep_subduction
B110985B,1985-11-09T22:13:30,-66.41,-27.55,165.2,5.0,mw,172.0,37.0,-45.0,301.0,65.0,-117.0,16.0,51.0,25.0,314.0,60.0,170.0,-7.06e+16,1.317e+16,5.743e+16,6.101e+16,-1.162e+16,-4.882e+16,gcmt,gem:510514,deep_subduction
B031286A,1986-03-12T22:04:27,-67.06,-23.92,210.7,5.2,mw,176.0,15.0,-96.0,2.0,75.0,-88.0,30.0,91.0,2.0,182.0,60.0,274.0,-5.45e+16,-1.36e+16,6.810000000000001e+16,-4200000000000001.0,-1.053e+17,-600000000000000.0,gcmt,gem:500369,deep_subduction
B031586B,1986-03-15T11:29:50,-67.35,-18.91,241.3,5.6,mw,259.0,50.0,-42.0,19.0,59.0,-132.0,5.0,137.0,35.0,43.0,55.0,235.0,-2.098e+18,1.345e+18,7.53e+17,6.66e+17,-1.456e+18,2.0750000000000005e+18,gcmt,gem:500564,deep_subduction
497876,1986-04-09T18:10:55,-66.707,-22.966,207.2,5.29,mw,197.0,3.0,-48.0,336.0,88.0,-92.0,44.96739943618845,66.89446391155394,2.012970018231542,334.8825421754934,44.96190805437181,242.8710062172896,-0.85,-0.24,1.09,4.39,-9.7,-0.14,gem,,deep_subduction
